Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,25.61796
2,Tapu Lele,25.33174
3,Heatran,17.19008
4,Charizard-Mega-Y,15.81129
5,Tapu Koko,15.37655
6,Zapdos,14.99215
7,Salamence-Mega,14.3589
8,Tapu Fini,13.75887
9,Tyranitar,11.54336
10,Celesteela,10.16449
11,Metagross-Mega,9.58777
12,Zygarde,9.22502
13,Aegislash,8.734
14,Mawile-Mega,8.22825
15,Porygon2,7.84625
16,Garchomp,7.60679
17,Hoopa-Unbound,7.49875
18,Tapu Bulu,6.83644
19,Pelipper,6.62915
20,Kartana,6.61234
21,Deoxys-Attack,6.47885
22,Weavile,6.17211
23,Ferrothorn,5.97589
24,Marowak-Alola,5.92518
25,Genesect,5.85076
26,Excadrill,5.79073
27,Whimsicott,5.64848
28,Gengar-Mega,5.54824
29,Oranguru,5.16751
30,Amoonguss,5.15405
31,Muk-Alola,5.14559
32,Volcarona,5.06754
33,Milotic,4.98793
34,Sylveon,4.84908
35,Arcanine,4.66986
36,Snorlax,4.6121
37,Mimikyu,4.37006
38,Venusaur,4.25639
39,Politoed,4.20578
40,Diancie,4.14396
41,Ludicolo,4.09049
42,Kingdra,3.96062
43,Rotom-Wash,3.90832
44,Pheromosa,3.86307
45,Scrafty,3.74155
46,Ninetales-Alola,3.73277
47,Venusaur-Mega,3.6979
48,Terrakion,3.65041
49,Xurkitree,3.62349
50,Cresselia,3.49861
51,Kyurem-Black,3.43031
52,Volcanion,3.42488
53,Gastrodon,3.25488
54,Araquanid,3.22753
55,Gigalith,3.12657
56,Bronzong,3.04879
57,Mew,2.96152
58,Shaymin-Sky,2.93286
59,Gyarados-Mega,2.90319
60,Greninja-Ash,2.83882
61,Drampa,2.69194
62,Greninja,2.68659
63,Raichu-Alola,2.63904
64,Raichu,2.61948
65,Torkoal,2.59651
66,Gyarados,2.43957
67,Blastoise-Mega,2.40542
68,Victini,2.39539
69,Landorus,2.36837
70,Thundurus-Therian,2.29898
71,Nihilego,2.24733
72,Charizard-Mega-X,2.229
73,Bisharp,2.20779
74,Murkrow,2.19688
75,Togekiss,2.17051
76,Cradily,2.14419
77,Suicune,2.13201
78,Latios,2.08687
79,Azumarill,2.07839
80,Salamence,2.0262
81,Dragonite,1.97067
82,Scizor-Mega,1.91752
83,Mamoswine,1.89205
84,Hariyama,1.84776
85,Thundurus,1.78786
86,Dusclops,1.75684
87,Aerodactyl-Mega,1.75119
88,Machamp,1.74019
89,Conkeldurr,1.63217
90,Buzzwole,1.63036
91,Beedrill-Mega,1.59161
92,Kangaskhan-Mega,1.55896
93,Alakazam-Mega,1.48842
94,Vikavolt,1.46919
95,Comfey,1.45888
96,Serperior,1.45671
97,Slowbro-Mega,1.45328
98,Infernape,1.42975
99,Ninetales,1.42365
100,Porygon-Z,1.40826
101,Hydreigon,1.39339
102,Krookodile,1.39293
103,Meloetta,1.36433
104,Metagross,1.3477
105,Aron,1.34027
106,Aromatisse,1.33912
107,Talonflame,1.30019
108,Rampardos,1.28556
109,Aerodactyl,1.28302
110,Goodra,1.22742
111,Medicham-Mega,1.17271
112,Drifblim,1.15721
113,Hippowdon,1.14658
114,Typhlosion,1.14657
115,Scizor,1.13094
116,Hitmontop,1.1237
117,Smeargle,1.10764
118,Gothitelle,1.05701
119,Blaziken,1.04907
120,Reuniclus,1.03866
121,Deoxys-Speed,1.03686
122,Incineroar,1.02605
123,Wishiwashi,1.02532
124,Salazzle,1.02253
125,Cofagrigus,1.01576
126,Mudsdale,1.01489
