Rank,Pokemon,Weighted Usage %
1,Incineroar,33.19012
2,Landorus-Therian,28.74324
3,Tapu Lele,21.71044
4,Tapu Fini,21.33354
5,Tapu Koko,19.46596
6,Metagross-Mega,18.47638
7,Kartana,15.41916
8,Charizard-Mega-Y,14.63512
9,Zapdos,13.17949
10,Amoonguss,11.58531
11,Zygarde,10.84118
12,Diancie,9.49152
13,Kommo-o,9.00913
14,Tapu Bulu,8.37466
15,Mew,8.21968
16,Aegislash,7.31163
17,Porygon2,7.19682
18,Ferrothorn,7.11417
19,Salamence-Mega,7.0258
20,Volcanion,6.9208
21,Pelipper,6.90233
22,Stakataka,6.8689
23,Celesteela,6.85004
24,Victini,6.80775
25,Whimsicott,6.40627
26,Hoopa-Unbound,6.33872
27,Tyranitar,6.10088
28,Gastrodon,6.03501
29,Mimikyu,5.977
30,Zeraora,5.86595
31,Milotic,5.84455
32,Heatran,5.71103
33,Swampert-Mega,5.7033
34,Kyurem-Black,5.67757
35,Volcarona,4.78065
36,Cresselia,4.71262
37,Scrafty,4.52381
38,Camerupt-Mega,4.43079
39,Excadrill,4.39176
40,Diancie-Mega,4.35553
41,Smeargle,4.35307
42,Mawile-Mega,4.31522
43,Gardevoir-Mega,4.28842
44,Garchomp,4.26038
45,Genesect,4.16436
46,Deoxys-Attack,4.15594
47,Torkoal,4.10598
48,Tyranitar-Mega,3.95873
49,Manectric-Mega,3.83779
50,Kingdra,3.79915
51,Politoed,3.65686
52,Terrakion,3.59003
53,Gothitelle,3.5376
54,Ninetales-Alola,3.28461
55,Venusaur-Mega,3.23461
56,Suicune,3.11851
57,Togedemaru,2.86902
58,Marowak-Alola,2.74414
59,Raichu,2.65185
60,Lucario,2.44355
61,Ludicolo,2.31224
62,Scizor-Mega,2.22999
63,Lurantis,2.19357
64,Gengar,2.1609
65,Gyarados,2.06382
66,Serperior,2.02404
67,Blaziken,2.01697
68,Weavile,1.99831
69,Bronzong,1.86943
70,Togekiss,1.83881
71,Araquanid,1.72824
72,Shaymin-Sky,1.66881
73,Oranguru,1.64542
74,Tornadus,1.6127
75,Azumarill,1.57179
76,Abomasnow-Mega,1.5596
77,Greninja,1.50304
78,Comfey,1.49308
79,Blastoise-Mega,1.40946
80,Xurkitree,1.36544
81,Sceptile-Mega,1.35334
82,Chandelure,1.34312
83,Shuckle,1.31734
84,Persian-Alola,1.28298
85,Blacephalon,1.28226
86,Nihilego,1.27446
87,Greninja-Ash,1.23918
88,Bisharp,1.23234
89,Thundurus-Therian,1.20791
90,Aromatisse,1.17611
91,Blissey,1.13925
92,Latias-Mega,1.13602
93,Naganadel,1.1282
94,Rotom-Wash,1.11779
95,Gyarados-Mega,1.11484
96,Hitmontop,1.10548
97,Lucario-Mega,1.08085
98,Venusaur,1.07993
99,Gigalith,1.05812
100,Sableye-Mega,1.04885
101,Arcanine,1.03927
102,Latias,1.01191
