Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,32.68972
2,Genesect,23.88003
3,Tapu Lele,23.71207
4,Tapu Koko,19.2235
5,Tapu Fini,18.72177
6,Metagross-Mega,16.09975
7,Marowak-Alola,16.0114
8,Pheromosa,13.61439
9,Garchomp,13.48219
10,Greninja-Ash,13.3059
11,Toxapex,12.31
12,Ferrothorn,10.80678
13,Celesteela,10.79249
14,Magearna,10.63492
15,Scizor-Mega,10.42034
16,Heatran,10.39662
17,Magnezone,10.04932
18,Tapu Bulu,9.42146
19,Dugtrio,9.04439
20,Latios,8.89056
21,Excadrill,8.24951
22,Skarmory,8.20636
23,Zygarde,7.50422
24,Mimikyu,7.43016
25,Rotom-Wash,7.22291
26,Chansey,7.13815
27,Kartana,6.63263
28,Charizard-Mega-X,6.41843
29,Buzzwole,6.39159
30,Sableye-Mega,6.18602
31,Greninja,6.04271
32,Hoopa-Unbound,5.99722
33,Venusaur-Mega,5.84034
34,Gyarados-Mega,5.66065
35,Manaphy,5.43787
36,Pelipper,5.38534
37,Nihilego,5.23787
38,Pinsir-Mega,5.1891
39,Mantine,4.65991
40,Alakazam-Mega,4.62378
41,Xurkitree,4.39143
42,Zapdos,4.30307
43,Kingdra,4.26787
44,Mamoswine,4.25907
45,Tyranitar,4.18054
46,Landorus,4.16352
47,Jirachi,3.72571
48,Muk-Alola,3.59372
49,Clefable,3.43894
50,Keldeo,3.39846
51,Zygarde-10%,3.32947
52,Charizard-Mega-Y,3.24612
53,Tangrowth,3.21378
54,Amoonguss,3.02452
55,Mandibuzz,2.96942
56,Porygon-Z,2.81969
57,Dragonite,2.657
58,Tornadus-Therian,2.57758
59,Bisharp,2.53269
60,Sharpedo-Mega,2.51441
61,Kyurem-Black,2.51084
62,Ninetales-Alola,2.48376
63,Volcarona,2.44163
64,Necrozma,2.23148
65,Scolipede,2.11921
66,Gliscor,2.01052
67,Azelf,1.91091
68,Araquanid,1.86917
69,Hippowdon,1.85215
70,Quagsire,1.81984
71,Azumarill,1.81451
72,Weavile,1.81086
73,Decidueye,1.68172
74,Gengar,1.65691
75,Latias,1.61595
76,Togekiss,1.60099
77,Alomomola,1.5683
78,Starmie,1.55916
79,Dhelmise,1.51424
80,Hydreigon,1.45142
81,Seismitoad,1.43435
82,Salazzle,1.40466
83,Ditto,1.36181
84,Gyarados,1.36072
85,Shedinja,1.31838
86,Raichu-Alola,1.30551
87,Mew,1.30201
88,Shuckle,1.27437
89,Salamence,1.26225
90,Golisopod,1.25632
91,Terrakion,1.24673
92,Scizor,1.19657
93,Serperior,1.16952
94,Breloom,1.16492
95,Thundurus,1.1424
96,Espeon,1.12809
97,Kommo-o,1.11575
98,Minior,1.07509
99,Persian-Alola,1.07472
100,Primarina,1.07432
101,Tentacruel,1.04469
102,Aerodactyl-Mega,1.00169
