Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,43.32226
2,Tapu Koko,25.08007
3,Magearna,22.24705
4,Ferrothorn,18.0597
5,Greninja-Ash,17.6438
6,Tapu Lele,16.18874
7,Heatran,15.59353
8,Zygarde,15.34291
9,Greninja,13.38693
10,Excadrill,12.00606
11,Toxapex,11.65294
12,Celesteela,11.48393
13,Latios,10.86069
14,Kartana,10.84693
15,Mew,10.82714
16,Scizor-Mega,10.55535
17,Tangrowth,9.66552
18,Mimikyu,9.11394
19,Tapu Fini,9.08256
20,Zapdos,8.92382
21,Tapu Bulu,8.61896
22,Garchomp,8.58551
23,Chansey,8.56842
24,Clefable,8.30783
25,Keldeo,8.30585
26,Mawile-Mega,7.26666
27,Magnezone,7.16573
28,Diancie-Mega,7.1653
29,Pelipper,7.13971
30,Skarmory,7.01787
31,Pinsir-Mega,6.80713
32,Kyurem-Black,6.68214
33,Hawlucha,6.53021
34,Lopunny-Mega,6.29996
35,Swampert-Mega,6.24612
36,Tyranitar,6.21323
37,Victini,5.5708
38,Charizard-Mega-X,5.30633
39,Medicham-Mega,5.3003
40,Marowak-Alola,4.76001
41,Volcarona,4.62775
42,Venusaur-Mega,4.44838
43,Gyarados-Mega,4.39802
44,Kingdra,4.33611
45,Sableye-Mega,3.949
46,Ninetales-Alola,3.78267
47,Bisharp,3.70545
48,Charizard-Mega-Y,3.63554
49,Manaphy,3.6083
50,Hoopa-Unbound,3.44711
51,Alakazam-Mega,3.362
52,Gengar,3.24709
53,Tyranitar-Mega,3.06814
54,Latias-Mega,2.94171
55,Serperior,2.77415
56,Dragonite,2.75182
57,Jirachi,2.58365
58,Mantine,2.3065
59,Gyarados,2.21785
60,Azelf,2.19639
61,Cresselia,2.04517
62,Dugtrio,2.03615
63,Weavile,2.00251
64,Tornadus-Therian,1.96801
65,Rotom-Wash,1.85651
66,Hippowdon,1.8534
67,Azumarill,1.81201
68,Manectric-Mega,1.80921
69,Nihilego,1.69508
70,Shuckle,1.65065
71,Latias,1.59187
72,Ditto,1.57866
73,Crawdaunt,1.51634
74,Quagsire,1.49874
75,Uxie,1.46742
76,Suicune,1.42508
77,Smeargle,1.38929
78,Salamence,1.36256
79,Thundurus-Therian,1.36157
80,Mamoswine,1.31498
81,Gallade-Mega,1.29594
82,Gliscor,1.26358
83,Heracross-Mega,1.25766
84,Mandibuzz,1.243
85,Gastrodon,1.19836
86,Thundurus,1.19076
87,Amoonguss,1.07587
