Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,49.15903
2,Tapu Koko,26.28899
3,Magearna,25.20703
4,Kartana,22.02313
5,Greninja-Ash,19.48908
6,Heatran,16.82099
7,Tapu Lele,16.6042
8,Toxapex,15.63298
9,Ferrothorn,15.63189
10,Zygarde,15.32366
11,Zapdos,12.56645
12,Hawlucha,12.4349
13,Tapu Bulu,12.20877
14,Scizor-Mega,10.81448
15,Chansey,10.25107
16,Greninja,9.29752
17,Clefable,9.22763
18,Excadrill,9.22219
19,Medicham-Mega,8.44037
20,Skarmory,7.21293
21,Celesteela,7.15898
22,Magnezone,7.03484
23,Pinsir-Mega,6.98858
24,Tyranitar,6.87764
25,Kyurem-Black,6.81412
26,Mimikyu,6.61855
27,Gyarados-Mega,6.09439
28,Tangrowth,6.09238
29,Keldeo,6.04077
30,Blacephalon,6.03166
31,Latios,5.76635
32,Mawile-Mega,5.63611
33,Victini,5.54149
34,Mew,5.49826
35,Lopunny-Mega,5.39187
36,Garchomp,5.02782
37,Pelipper,4.97059
38,Diancie-Mega,4.76353
39,Tapu Fini,4.73083
40,Charizard-Mega-X,4.42639
41,Tornadus-Therian,4.3639
42,Sableye-Mega,4.32822
43,Swampert-Mega,4.30067
44,Volcarona,4.06073
45,Alakazam-Mega,3.94913
46,Bisharp,3.77343
47,Venusaur-Mega,3.71563
48,Rotom-Wash,3.60989
49,Jirachi,3.58347
50,Hoopa-Unbound,3.40277
51,Dragonite,3.33769
52,Gliscor,3.08371
53,Tyranitar-Mega,2.9975
54,Charizard-Mega-Y,2.72258
55,Hippowdon,2.59454
56,Marowak-Alola,2.53737
57,Ditto,2.46286
58,Amoonguss,2.40164
59,Latias-Mega,2.36308
60,Serperior,2.13081
61,Araquanid,2.09755
62,Gengar,2.05362
63,Weavile,2.0521
64,Kingdra,2.04983
65,Gyarados,2.04731
66,Latios-Mega,2.04306
67,Cresselia,1.9578
68,Quagsire,1.84249
69,Ninetales-Alola,1.82247
70,Mantine,1.78514
71,Gastrodon,1.77904
72,Nidoking,1.6485
73,Kommo-o,1.51004
74,Slowbro-Mega,1.40685
75,Azumarill,1.40162
76,Shuckle,1.38393
77,Thundurus,1.37164
78,Buzzwole,1.36905
79,Manaphy,1.35311
80,Crawdaunt,1.33828
81,Ribombee,1.30873
82,Muk-Alola,1.281
83,Latias,1.23487
84,Mamoswine,1.22274
85,Stakataka,1.21799
86,Alomomola,1.20091
87,Thundurus-Therian,1.15823
88,Heracross-Mega,1.13519
