Rank,Pokemon,Weighted Usage %
1,Incineroar,35.43956
2,Landorus-Therian,25.42468
3,Tapu Lele,24.80453
4,Tapu Fini,21.17569
5,Tapu Koko,17.39196
6,Metagross-Mega,16.24545
7,Tapu Bulu,13.63478
8,Zapdos,12.53094
9,Kommo-o,12.40816
10,Zygarde,11.59376
11,Kartana,10.74536
12,Amoonguss,10.61491
13,Genesect,8.9473
14,Charizard-Mega-Y,8.87993
15,Stakataka,8.67065
16,Hoopa-Unbound,7.79874
17,Ferrothorn,7.63418
18,Pelipper,7.4368
19,Kyurem-Black,7.40501
20,Mew,7.39243
21,Suicune,7.21764
22,Gengar-Mega,7.08516
23,Volcanion,6.57926
24,Camerupt-Mega,6.33958
25,Milotic,6.24855
26,Togedemaru,5.99374
27,Swampert-Mega,5.93277
28,Diancie,5.84771
29,Porygon2,5.70507
30,Celesteela,5.64722
31,Salamence-Mega,5.56643
32,Deoxys-Attack,5.45215
33,Volcarona,5.44998
34,Manectric-Mega,5.21278
35,Victini,5.02557
36,Heatran,5.00445
37,Bronzong,4.96948
38,Tyranitar,4.92336
39,Aegislash,4.8772
40,Mimikyu,4.66562
41,Diancie-Mega,4.5646
42,Scrafty,4.51428
43,Ninetales-Alola,4.36778
44,Whimsicott,4.36769
45,Tyranitar-Mega,4.35106
46,Torkoal,4.32076
47,Zeraora,4.22574
48,Oranguru,4.14781
49,Garchomp,3.92485
50,Gastrodon,3.87364
51,Bruxish,3.80061
52,Cresselia,3.73481
53,Excadrill,3.55893
54,Politoed,3.29252
55,Thundurus-Therian,3.03337
56,Mawile-Mega,2.99698
57,Weavile,2.87408
58,Kingdra,2.83665
59,Marowak-Alola,2.72813
60,Gothitelle,2.69904
61,Smeargle,2.68608
62,Serperior,2.63447
63,Gardevoir-Mega,2.60365
64,Arcanine,2.55702
65,Blaziken,2.52009
66,Ludicolo,2.42736
67,Gyarados,2.30502
68,Infernape,2.21193
69,Raichu,2.16567
70,Machamp,2.03527
71,Araquanid,2.01451
72,Rotom-Wash,1.88398
73,Abomasnow-Mega,1.87931
74,Xurkitree,1.81826
75,Chansey,1.65323
76,Scizor-Mega,1.61254
77,Slowbro,1.57162
78,Shaymin-Sky,1.57162
79,Bisharp,1.45805
80,Necrozma,1.44048
81,Greninja-Ash,1.40987
82,Sceptile-Mega,1.38862
83,Shuckle,1.38715
84,Blastoise-Mega,1.38201
85,Venusaur-Mega,1.33343
86,Landorus,1.26793
87,Togekiss,1.26149
88,Primarina,1.2478
89,Venusaur,1.23141
90,Greninja,1.209
91,Blissey,1.17844
92,Muk-Alola,1.14312
93,Blaziken-Mega,1.13557
94,Blastoise,1.12898
95,Terrakion,1.11851
96,Clefable,1.07968
97,Azumarill,1.07425
98,Lurantis,1.04433
