Rank,Pokemon,Weighted Usage %
1,Incineroar,35.77987
2,Landorus-Therian,25.70719
3,Tapu Lele,22.62919
4,Tapu Fini,19.92654
5,Tapu Koko,17.44114
6,Tapu Bulu,15.50445
7,Zapdos,14.51025
8,Metagross-Mega,14.29885
9,Gengar-Mega,14.20135
10,Zygarde,11.60295
11,Amoonguss,11.31266
12,Kommo-o,10.96341
13,Kartana,9.38186
14,Genesect,9.04786
15,Milotic,8.13373
16,Ferrothorn,8.05674
17,Hoopa-Unbound,8.02424
18,Suicune,7.90205
19,Stakataka,7.71507
20,Volcanion,7.67178
21,Charizard-Mega-Y,7.31698
22,Diancie,7.28611
23,Kyurem-Black,6.77066
24,Mew,6.73735
25,Swampert-Mega,6.73259
26,Pelipper,6.66779
27,Celesteela,6.46031
28,Tyranitar,5.84693
29,Scrafty,5.70934
30,Diancie-Mega,5.60198
31,Mimikyu,5.55867
32,Camerupt-Mega,5.5438
33,Heatran,5.50343
34,Salamence-Mega,5.31142
35,Aegislash,5.11162
36,Porygon2,5.08159
37,Deoxys-Attack,4.93684
38,Ninetales-Alola,4.93045
39,Togedemaru,4.60619
40,Zeraora,4.32377
41,Garchomp,4.32061
42,Bronzong,4.13743
43,Torkoal,4.12812
44,Excadrill,4.03095
45,Volcarona,3.75653
46,Cresselia,3.71978
47,Tyranitar-Mega,3.60905
48,Oranguru,3.48313
49,Politoed,3.40685
50,Gastrodon,3.36656
51,Blaziken,3.2899
52,Victini,3.28253
53,Kingdra,3.19277
54,Rotom-Wash,3.06405
55,Manectric-Mega,3.0164
56,Arcanine,2.95658
57,Weavile,2.94119
58,Whimsicott,2.93022
59,Smeargle,2.86119
60,Mawile-Mega,2.69091
61,Thundurus-Therian,2.6726
62,Marowak-Alola,2.5761
63,Gyarados,2.50555
64,Bruxish,2.47707
65,Gardevoir-Mega,2.40435
66,Gothitelle,2.26923
67,Serperior,2.21901
68,Venusaur-Mega,2.03963
69,Machamp,1.98204
70,Ludicolo,1.94442
71,Shuckle,1.92802
72,Infernape,1.91722
73,Araquanid,1.85921
74,Blastoise,1.85909
75,Scizor-Mega,1.85121
76,Abomasnow-Mega,1.76761
77,Togekiss,1.72773
78,Hippowdon,1.71145
79,Bisharp,1.68578
80,Blissey,1.63318
81,Landorus,1.54785
82,Greninja-Ash,1.53541
83,Sceptile-Mega,1.51078
84,Raichu-Alola,1.45136
85,Azumarill,1.42354
86,Slowbro,1.38692
87,Stoutland,1.32949
88,Dusclops,1.29339
89,Lurantis,1.27723
90,Gyarados-Mega,1.23512
91,Greninja,1.23496
92,Hydreigon,1.20738
93,Terrakion,1.16799
94,Primarina,1.06561
95,Venusaur,1.03454
96,Comfey,1.0312
97,Meloetta,1.02448
98,Necrozma,1.0088
