Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,29.37035
2,Incineroar,28.6095
3,Tapu Lele,23.08752
4,Tapu Fini,17.31699
5,Tapu Koko,17.00809
6,Zapdos,16.55626
7,Metagross-Mega,15.03967
8,Tapu Bulu,14.76225
9,Gengar-Mega,11.37176
10,Amoonguss,10.67591
11,Ferrothorn,10.56628
12,Kommo-o,10.46987
13,Charizard-Mega-Y,10.21977
14,Zygarde,10.0231
15,Genesect,8.77185
16,Pelipper,8.12406
17,Milotic,7.9735
18,Kyurem-Black,7.9476
19,Hoopa-Unbound,7.80232
20,Heatran,7.39962
21,Kartana,7.29242
22,Tyranitar,6.75676
23,Camerupt-Mega,6.36959
24,Scrafty,6.11372
25,Stakataka,6.07142
26,Swampert-Mega,5.93611
27,Ninetales-Alola,5.86372
28,Celesteela,5.54298
29,Volcanion,5.53752
30,Diancie,5.45595
31,Suicune,5.25927
32,Mew,5.24635
33,Excadrill,5.24379
34,Whimsicott,5.14783
35,Cresselia,5.14422
36,Kingdra,5.10322
37,Tyranitar-Mega,4.98454
38,Weavile,4.96495
39,Aegislash,4.81182
40,Mimikyu,4.7468
41,Oranguru,4.65035
42,Zeraora,4.40226
43,Porygon2,4.39568
44,Deoxys-Attack,4.14307
45,Salamence-Mega,4.09928
46,Volcarona,4.04589
47,Bronzong,3.92665
48,Politoed,3.65496
49,Diancie-Mega,3.63032
50,Garchomp,3.50077
51,Arcanine,3.36774
52,Togedemaru,3.18057
53,Torkoal,3.01507
54,Raichu,2.90044
55,Gastrodon,2.74183
56,Araquanid,2.62867
57,Abomasnow-Mega,2.61179
58,Victini,2.60307
59,Scizor-Mega,2.52189
60,Mawile-Mega,2.47381
61,Manectric-Mega,2.47354
62,Gardevoir-Mega,2.43783
63,Gyarados-Mega,2.31979
64,Thundurus-Therian,2.27676
65,Xurkitree,2.22643
66,Venusaur-Mega,2.1621
67,Togekiss,2.15801
68,Gyarados,2.03107
69,Gothitelle,2.00917
70,Shuckle,1.95005
71,Aerodactyl,1.94392
72,Infernape,1.9432
73,Gigalith,1.93283
74,Terrakion,1.89641
75,Blacephalon,1.81042
76,Machamp,1.76286
77,Bruxish,1.75664
78,Serperior,1.66619
79,Blaziken-Mega,1.66532
80,Chansey,1.64089
81,Raichu-Alola,1.62409
82,Marowak-Alola,1.61999
83,Clefable,1.5977
84,Blaziken,1.5806
85,Ludicolo,1.51645
86,Rotom-Wash,1.50354
87,Naganadel,1.4832
88,Metagross,1.44436
89,Blastoise-Mega,1.34825
90,Deoxys-Speed,1.34203
91,Landorus,1.29138
92,Sceptile-Mega,1.22604
93,Dusclops,1.22344
94,Azumarill,1.22314
95,Blissey,1.21547
96,Drampa,1.20509
97,Hitmontop,1.1822
98,Lucario,1.1674
99,Venusaur,1.10211
100,Greninja,1.0996
101,Houndoom-Mega,1.0865
102,Greninja-Ash,1.06837
103,Muk-Alola,1.06698
104,Drifblim,1.05219
105,Smeargle,1.04151
106,Keldeo,1.04148
107,Staraptor,1.03526
108,Heliolisk,1.02445
109,Darkrai,1.01217
