Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,42.28319
2,Zygarde,24.00885
3,Magearna,23.39133
4,Greninja-Ash,16.68041
5,Tapu Koko,16.40301
6,Greninja,15.64551
7,Tapu Lele,15.51373
8,Tangrowth,15.45255
9,Tapu Fini,15.43796
10,Ferrothorn,14.98561
11,Heatran,14.08458
12,Garchomp,11.85224
13,Latios,10.45033
14,Celesteela,10.23399
15,Medicham-Mega,9.94689
16,Mawile-Mega,9.93176
17,Keldeo,9.74505
18,Excadrill,9.43152
19,Mew,9.06268
20,Skarmory,8.47737
21,Tapu Bulu,8.31071
22,Zapdos,8.30216
23,Chansey,8.1613
24,Pelipper,7.91419
25,Dugtrio,7.72719
26,Scizor-Mega,7.71662
27,Pinsir-Mega,7.69622
28,Toxapex,7.39518
29,Mimikyu,7.34034
30,Swampert-Mega,6.84428
31,Magnezone,6.59922
32,Gengar,6.35758
33,Manectric-Mega,6.04753
34,Kingdra,5.83809
35,Clefable,5.56007
36,Tyranitar,5.41215
37,Alakazam-Mega,5.35174
38,Charizard-Mega-Y,5.31474
39,Marowak-Alola,5.10214
40,Jirachi,4.98018
41,Volcarona,4.8938
42,Bisharp,4.84135
43,Heracross-Mega,4.4033
44,Nihilego,4.39132
45,Kartana,4.35786
46,Charizard-Mega-X,4.2715
47,Venusaur-Mega,4.22123
48,Tornadus-Therian,4.22077
49,Kyurem-Black,4.00767
50,Rotom-Wash,3.91335
51,Sableye-Mega,3.87687
52,Hoopa-Unbound,3.6776
53,Weavile,3.65356
54,Smeargle,3.23812
55,Tyranitar-Mega,3.16
56,Hawlucha,3.12832
57,Serperior,2.37986
58,Azelf,2.30527
59,Manaphy,2.294
60,Amoonguss,2.24991
61,Gyarados,2.23096
62,Gyarados-Mega,2.16173
63,Dragonite,2.06877
64,Mamoswine,2.04615
65,Muk-Alola,1.91985
66,Latias,1.90797
67,Ninetales-Alola,1.83353
68,Azumarill,1.79564
69,Thundurus,1.77241
70,Buzzwole,1.75267
71,Victini,1.74635
72,Hippowdon,1.74057
73,Cresselia,1.64776
74,Sceptile-Mega,1.62387
75,Salamence,1.53461
76,Mantine,1.47873
77,Scizor,1.39014
78,Beedrill-Mega,1.38394
79,Terrakion,1.27324
80,Tentacruel,1.23294
81,Ditto,1.15644
82,Breloom,1.09911
83,Gliscor,1.08935
84,Crawdaunt,1.07985
85,Mandibuzz,1.06206
86,Thundurus-Therian,1.04731
87,Hydreigon,1.03248
