Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,28.22906
2,Tapu Fini,19.49247
3,Tapu Koko,18.4626
4,Tapu Lele,18.33274
5,Zapdos,13.75596
6,Tapu Bulu,12.8357
7,Scrafty,11.93354
8,Charizard-Mega-Y,11.81044
9,Metagross-Mega,11.09764
10,Snorlax,10.83197
11,Volcanion,10.7275
12,Heatran,10.42115
13,Zygarde,9.82691
14,Stakataka,9.8059
15,Hoopa-Unbound,9.7231
16,Celesteela,9.71545
17,Ferrothorn,9.06424
18,Tyranitar,8.95218
19,Aegislash,8.64586
20,Kartana,8.07413
21,Pelipper,7.83681
22,Salamence-Mega,7.78432
23,Kyurem-Black,7.65775
24,Amoonguss,7.59743
25,Whimsicott,7.47661
26,Ninetales-Alola,7.02028
27,Camerupt-Mega,6.39553
28,Arcanine,6.14252
29,Gengar-Mega,6.05685
30,Excadrill,5.97261
31,Diancie,5.8766
32,Mimikyu,5.7445
33,Diancie-Mega,5.42501
34,Kingdra,5.22056
35,Cresselia,5.05782
36,Swampert-Mega,4.83248
37,Deoxys-Attack,4.65697
38,Porygon2,4.56516
39,Weavile,4.33782
40,Tyranitar-Mega,4.31445
41,Volcarona,4.28616
42,Mew,4.26181
43,Victini,4.24555
44,Kommo-o,3.93645
45,Gastrodon,3.80752
46,Marowak-Alola,3.77994
47,Mawile-Mega,3.72499
48,Garchomp,3.65951
49,Torkoal,3.61346
50,Oranguru,3.60322
51,Politoed,3.55417
52,Genesect,3.37319
53,Suicune,3.34962
54,Manectric-Mega,3.32524
55,Pheromosa,3.23034
56,Ludicolo,3.18697
57,Venusaur-Mega,3.15393
58,Blacephalon,3.14053
59,Naganadel,3.03545
60,Scizor-Mega,3.01946
61,Milotic,2.99145
62,Bronzong,2.87038
63,Venusaur,2.62294
64,Xurkitree,2.5435
65,Aerodactyl,2.41062
66,Gigalith,2.36985
67,Hitmontop,2.31646
68,Necrozma,2.30846
69,Rotom-Wash,2.27032
70,Greninja,2.19961
71,Hydreigon,2.191
72,Dragonite,2.182
73,Blaziken-Mega,2.09763
74,Azumarill,2.07753
75,Dusclops,2.02233
76,Bisharp,1.96544
77,Smeargle,1.91353
78,Cradily,1.89429
79,Gardevoir-Mega,1.78336
80,Terrakion,1.76891
81,Araquanid,1.75556
82,Togekiss,1.70575
83,Meloetta,1.61139
84,Shaymin-Sky,1.6066
85,Raichu-Alola,1.53234
86,Gyarados-Mega,1.52757
87,Gothitelle,1.50986
88,Metagross,1.44177
89,Aerodactyl-Mega,1.4368
90,Chandelure,1.39063
91,Gyarados,1.3873
92,Blastoise-Mega,1.37311
93,Abomasnow-Mega,1.32485
94,Raichu,1.2996
95,Sylveon,1.2689
96,Thundurus-Therian,1.26607
97,Blastoise,1.24605
98,Primarina,1.21059
99,Greninja-Ash,1.19893
100,Clefable,1.15685
101,Landorus,1.15537
102,Togedemaru,1.15461
103,Muk-Alola,1.13505
104,Vikavolt,1.10816
105,Deoxys-Speed,1.09341
106,Hippowdon,1.0377
107,Scizor,1.02336
108,Hariyama,1.01012
109,Incineroar,1.00651
110,Chansey,1.00183
