Rank,Pokemon,Weighted Usage %
1,Incineroar,26.97091
2,Landorus-Therian,23.9932
3,Tapu Koko,21.27386
4,Tapu Lele,20.64353
5,Tapu Fini,19.10873
6,Tapu Bulu,15.66764
7,Metagross-Mega,15.0752
8,Zygarde,14.1092
9,Zapdos,13.48491
10,Amoonguss,11.75408
11,Gengar-Mega,10.80991
12,Charizard-Mega-Y,9.75574
13,Ferrothorn,9.52261
14,Kyurem-Black,9.50644
15,Kommo-o,9.31498
16,Volcanion,8.73298
17,Hoopa-Unbound,8.69285
18,Pelipper,8.20523
19,Scrafty,7.64717
20,Tyranitar,7.46385
21,Suicune,7.20782
22,Kartana,7.06758
23,Celesteela,7.06561
24,Stakataka,6.91736
25,Milotic,6.90867
26,Deoxys-Attack,6.56158
27,Salamence-Mega,6.51811
28,Diancie-Mega,5.96381
29,Kingdra,5.92887
30,Camerupt-Mega,5.80547
31,Aegislash,5.78402
32,Ninetales-Alola,5.75399
33,Heatran,5.59078
34,Excadrill,5.51207
35,Mew,5.45127
36,Genesect,5.24849
37,Whimsicott,5.00142
38,Weavile,4.86601
39,Swampert-Mega,4.72984
40,Volcarona,4.60533
41,Mimikyu,4.54838
42,Porygon2,4.39068
43,Cresselia,4.18676
44,Victini,4.15441
45,Oranguru,3.88935
46,Manectric-Mega,3.72424
47,Togedemaru,3.70089
48,Diancie,3.58422
49,Gothitelle,3.48705
50,Bruxish,3.42423
51,Tyranitar-Mega,3.35095
52,Garchomp,3.28046
53,Politoed,3.27442
54,Shuckle,3.06186
55,Arcanine,2.96978
56,Torkoal,2.89111
57,Mawile-Mega,2.87001
58,Infernape,2.86088
59,Machamp,2.71012
60,Bronzong,2.70929
61,Gastrodon,2.63114
62,Scizor-Mega,2.48599
63,Togekiss,2.28519
64,Gardevoir-Mega,2.25199
65,Staraptor,2.21195
66,Aerodactyl,2.19626
67,Ludicolo,2.18559
68,Smeargle,2.17475
69,Venusaur,2.14231
70,Abomasnow-Mega,2.01887
71,Marowak-Alola,1.95868
72,Rotom-Wash,1.90367
73,Azumarill,1.87223
74,Venusaur-Mega,1.86452
75,Blissey,1.85126
76,Raichu-Alola,1.81707
77,Araquanid,1.69251
78,Pheromosa,1.63007
79,Terrakion,1.61276
80,Comfey,1.5665
81,Dusclops,1.53724
82,Gigalith,1.50414
83,Naganadel,1.46212
84,Thundurus-Therian,1.42974
85,Raichu,1.39495
86,Chandelure,1.39386
87,Xurkitree,1.39108
88,Shaymin-Sky,1.38694
89,Greninja,1.383
90,Conkeldurr,1.26162
91,Gyarados,1.25102
92,Gliscor,1.24994
93,Dragonite,1.24905
94,Bisharp,1.24858
95,Hippowdon,1.24576
96,Blastoise-Mega,1.24165
97,Darkrai,1.20143
98,Greninja-Ash,1.18882
99,Gyarados-Mega,1.18717
100,Blaziken-Mega,1.12172
101,Lucario-Mega,1.11056
102,Hitmontop,1.07746
103,Sceptile-Mega,1.01832
