Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,41.87865
2,Heatran,21.44736
3,Magearna,20.911
4,Greninja-Ash,19.27228
5,Tapu Koko,19.08592
6,Zygarde,18.75732
7,Kartana,15.47845
8,Ferrothorn,15.10564
9,Tapu Bulu,13.53538
10,Zapdos,13.06935
11,Tornadus-Therian,12.74395
12,Tapu Lele,12.41968
13,Greninja,12.34948
14,Clefable,12.29136
15,Toxapex,11.2582
16,Mawile-Mega,10.42431
17,Excadrill,10.06704
18,Chansey,9.66241
19,Tangrowth,9.24673
20,Hawlucha,8.711
21,Alakazam-Mega,8.07162
22,Scizor-Mega,8.06204
23,Serperior,7.68479
24,Blacephalon,7.55761
25,Tapu Fini,7.5114
26,Medicham-Mega,7.1132
27,Kyurem-Black,6.96937
28,Celesteela,6.23853
29,Pinsir-Mega,6.06362
30,Magnezone,6.032
31,Skarmory,5.88275
32,Tyranitar,5.78499
33,Rotom-Wash,5.55813
34,Volcarona,5.44229
35,Garchomp,5.37947
36,Gyarados-Mega,5.37707
37,Lopunny-Mega,5.04308
38,Gliscor,5.03799
39,Victini,5.00384
40,Keldeo,4.98376
41,Pelipper,4.70017
42,Charizard-Mega-X,4.58179
43,Swampert-Mega,4.48782
44,Hoopa-Unbound,4.34713
45,Mimikyu,4.09819
46,Charizard-Mega-Y,3.95437
47,Sableye-Mega,3.85084
48,Jirachi,3.79393
49,Gastrodon,3.70805
50,Mew,3.41323
51,Diancie-Mega,3.37045
52,Bisharp,3.172
53,Venusaur-Mega,2.82143
54,Latios-Mega,2.60796
55,Hippowdon,2.5982
56,Weavile,2.49808
57,Gyarados,2.42875
58,Latios,2.35838
59,Tyranitar-Mega,2.35825
60,Ninetales-Alola,2.34883
61,Crawdaunt,2.29692
62,Hydreigon,2.2397
63,Ditto,2.23947
64,Zeraora,2.22071
65,Manaphy,2.14415
66,Reuniclus,2.13506
67,Dragonite,2.07532
68,Kommo-o,2.07051
69,Marowak-Alola,2.02935
70,Araquanid,1.89854
71,Kingdra,1.8804
72,Ribombee,1.84413
73,Azumarill,1.79571
74,Latias-Mega,1.7674
75,Slowbro,1.72623
76,Quagsire,1.49304
77,Heracross-Mega,1.47229
78,Cresselia,1.42445
79,Mamoswine,1.39313
80,Muk-Alola,1.36214
81,Buzzwole,1.28642
82,Gengar,1.24778
83,Salamence,1.21334
84,Thundurus-Therian,1.19013
85,Amoonguss,1.14933
86,Nidoking,1.09085
87,Shuckle,1.07362
88,Moltres,1.04354
89,Torkoal,1.04316
