Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,45.24763
2,Magearna,22.64901
3,Tapu Koko,20.87918
4,Zygarde,19.82481
5,Heatran,19.74842
6,Kartana,17.7142
7,Greninja-Ash,16.19849
8,Ferrothorn,15.00609
9,Clefable,14.94784
10,Tapu Lele,14.28707
11,Greninja,13.51887
12,Toxapex,11.58602
13,Zapdos,11.51665
14,Tapu Bulu,11.05159
15,Excadrill,9.54631
16,Tornadus-Therian,9.53586
17,Chansey,8.97274
18,Hawlucha,8.90837
19,Tapu Fini,7.9885
20,Scizor-Mega,7.97231
21,Medicham-Mega,7.41017
22,Tangrowth,7.38663
23,Blacephalon,7.12256
24,Mawile-Mega,7.05588
25,Celesteela,6.85302
26,Alakazam-Mega,6.73729
27,Skarmory,6.72898
28,Tyranitar,6.6063
29,Gyarados-Mega,6.44101
30,Magnezone,6.10942
31,Garchomp,5.37678
32,Pinsir-Mega,5.36946
33,Kyurem-Black,5.35199
34,Mew,5.1662
35,Victini,5.15166
36,Mimikyu,5.11368
37,Keldeo,5.01694
38,Latios-Mega,4.94908
39,Pelipper,4.76469
40,Jirachi,4.58671
41,Swampert-Mega,4.56698
42,Lopunny-Mega,4.4677
43,Hoopa-Unbound,4.42911
44,Volcarona,4.41047
45,Rotom-Wash,4.37652
46,Charizard-Mega-X,4.35612
47,Sableye-Mega,4.29527
48,Gliscor,4.27326
49,Ninetales-Alola,4.22204
50,Bisharp,3.98421
51,Charizard-Mega-Y,3.94691
52,Serperior,3.89473
53,Latios,3.83174
54,Gastrodon,3.55779
55,Latias-Mega,3.3785
56,Venusaur-Mega,3.24463
57,Amoonguss,2.9167
58,Diancie-Mega,2.76654
59,Tyranitar-Mega,2.6435
60,Weavile,2.60129
61,Mamoswine,2.57561
62,Araquanid,2.46757
63,Manaphy,2.33588
64,Ditto,2.29307
65,Gyarados,2.24975
66,Quagsire,2.12114
67,Marowak-Alola,2.03298
68,Azumarill,1.94796
69,Hippowdon,1.90331
70,Dragonite,1.77449
71,Kingdra,1.7152
72,Shuckle,1.6846
73,Muk-Alola,1.63985
74,Thundurus-Therian,1.5065
75,Gengar,1.44739
76,Cresselia,1.38117
77,Reuniclus,1.3437
78,Gallade-Mega,1.24385
79,Latias,1.22221
80,Slowbro-Mega,1.09005
81,Alomomola,1.07629
82,Scizor,1.0676
83,Nidoking,1.0598
84,Ribombee,1.05181
85,Xurkitree,1.04562
86,Kommo-o,1.04289
87,Buzzwole,1.02553
88,Heracross-Mega,1.00348
