Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,31.036
2,Tapu Lele,27.40367
3,Tapu Koko,17.07643
4,Heatran,16.44019
5,Charizard-Mega-Y,15.47691
6,Salamence-Mega,15.22749
7,Tapu Fini,14.70325
8,Zapdos,14.52979
9,Metagross-Mega,11.40576
10,Aegislash,11.11768
11,Celesteela,10.42481
12,Tyranitar,9.45594
13,Hoopa-Unbound,8.93883
14,Deoxys-Attack,8.47284
15,Zygarde,8.40065
16,Porygon2,7.90418
17,Mawile-Mega,7.50589
18,Garchomp,7.17626
19,Amoonguss,6.99311
20,Ferrothorn,6.79347
21,Milotic,6.77296
22,Tapu Bulu,6.61576
23,Marowak-Alola,6.23784
24,Gengar-Mega,6.12222
25,Volcarona,6.09854
26,Pelipper,6.06305
27,Arcanine,5.91158
28,Kingdra,5.84674
29,Mimikyu,5.56019
30,Snorlax,5.43217
31,Kartana,5.39473
32,Weavile,5.37386
33,Politoed,5.19572
34,Cresselia,4.9903
35,Whimsicott,4.87268
36,Muk-Alola,4.85985
37,Genesect,4.61087
38,Oranguru,4.51621
39,Excadrill,4.51126
40,Suicune,4.23329
41,Scrafty,4.07316
42,Gastrodon,4.05309
43,Gigalith,3.86863
44,Torkoal,3.85825
45,Diancie,3.84785
46,Pheromosa,3.79691
47,Venusaur,3.78775
48,Rotom-Wash,3.74839
49,Ninetales-Alola,3.6445
50,Volcanion,3.58817
51,Terrakion,3.54467
52,Sylveon,3.47028
53,Gyarados-Mega,3.32634
54,Kyurem-Black,3.23265
55,Araquanid,2.87757
56,Gyarados,2.76553
57,Drampa,2.71605
58,Shaymin-Sky,2.69525
59,Victini,2.66208
60,Ludicolo,2.61598
61,Thundurus-Therian,2.56531
62,Mew,2.56134
63,Togekiss,2.40492
64,Greninja,2.38189
65,Greninja-Ash,2.34509
66,Hydreigon,2.29609
67,Bronzong,2.20095
68,Venusaur-Mega,2.18424
69,Nihilego,2.16117
70,Aerodactyl-Mega,2.15456
71,Latios,2.15208
72,Scizor-Mega,2.11437
73,Raichu,1.99234
74,Smeargle,1.92001
75,Metagross,1.89293
76,Vikavolt,1.85724
77,Xurkitree,1.85655
78,Breloom,1.84042
79,Bisharp,1.83276
80,Mamoswine,1.81838
81,Magnezone,1.80703
82,Blaziken,1.79391
83,Slowbro-Mega,1.77786
84,Machamp,1.75991
85,Thundurus,1.74841
86,Raichu-Alola,1.73785
87,Cradily,1.7209
88,Typhlosion,1.6566
89,Hippowdon,1.6559
90,Dusclops,1.64037
91,Blastoise-Mega,1.62277
92,Darkrai,1.60422
93,Azumarill,1.59524
94,Landorus,1.59423
95,Charizard-Mega-X,1.5153
96,Scizor,1.50492
97,Hitmontop,1.49505
98,Infernape,1.46503
99,Hariyama,1.42925
100,Medicham-Mega,1.38044
101,Serperior,1.36394
102,Goodra,1.29798
103,Porygon-Z,1.29672
104,Dragonite,1.24442
105,Ninetales,1.24113
106,Salamence,1.16135
107,Beedrill-Mega,1.10512
108,Lilligant,1.09403
109,Alakazam-Mega,1.06145
110,Aerodactyl,1.06091
111,Reuniclus,1.06027
112,Aron,1.05617
113,Cofagrigus,1.0492
114,Chandelure,1.03671
115,Gothitelle,1.03539
116,Stoutland,1.02546
