Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,29.65102
2,Incineroar,27.89528
3,Tapu Lele,22.74156
4,Tapu Koko,19.23795
5,Metagross-Mega,16.11763
6,Tapu Fini,16.11519
7,Zapdos,15.85152
8,Tapu Bulu,15.0761
9,Amoonguss,13.02569
10,Gengar-Mega,12.03113
11,Kommo-o,11.61022
12,Ferrothorn,11.03084
13,Zygarde,10.18513
14,Charizard-Mega-Y,9.83832
15,Hoopa-Unbound,8.75327
16,Milotic,8.24825
17,Pelipper,8.13774
18,Kyurem-Black,7.87217
19,Volcanion,7.40967
20,Scrafty,7.1189
21,Celesteela,6.92752
22,Kartana,6.89991
23,Stakataka,6.7744
24,Camerupt-Mega,6.40262
25,Heatran,6.25326
26,Swampert-Mega,6.25023
27,Tyranitar,6.16899
28,Genesect,6.08539
29,Ninetales-Alola,6.06122
30,Zeraora,5.75458
31,Diancie,5.75373
32,Excadrill,5.71013
33,Salamence-Mega,5.51219
34,Suicune,5.22764
35,Mew,5.12746
36,Deoxys-Attack,5.02143
37,Mimikyu,4.75023
38,Porygon2,4.72281
39,Cresselia,4.6566
40,Kingdra,4.57938
41,Tyranitar-Mega,4.39193
42,Aegislash,4.3764
43,Volcarona,4.16515
44,Togedemaru,4.04683
45,Diancie-Mega,3.97513
46,Whimsicott,3.96968
47,Weavile,3.92027
48,Oranguru,3.72399
49,Togekiss,3.57108
50,Torkoal,3.52202
51,Politoed,3.29119
52,Manectric-Mega,2.94055
53,Garchomp,2.83628
54,Bruxish,2.81925
55,Rotom-Wash,2.76148
56,Aerodactyl,2.66806
57,Bronzong,2.61381
58,Machamp,2.58962
59,Arcanine,2.56915
60,Gastrodon,2.512
61,Mawile-Mega,2.4823
62,Victini,2.45961
63,Marowak-Alola,2.41207
64,Infernape,2.39585
65,Gothitelle,2.37842
66,Scizor-Mega,2.17251
67,Araquanid,1.97385
68,Hippowdon,1.92209
69,Xurkitree,1.86421
70,Sceptile-Mega,1.82105
71,Gyarados-Mega,1.809
72,Thundurus-Therian,1.80409
73,Azumarill,1.77028
74,Gyarados,1.72105
75,Dusclops,1.60364
76,Muk-Alola,1.57997
77,Raichu,1.56903
78,Hitmontop,1.56769
79,Gardevoir-Mega,1.54946
80,Raichu-Alola,1.52982
81,Ludicolo,1.50933
82,Venusaur,1.45145
83,Naganadel,1.42162
84,Primarina,1.39
85,Landorus,1.34173
86,Abomasnow-Mega,1.30644
87,Terrakion,1.29044
88,Staraptor,1.28992
89,Hawlucha,1.25049
90,Venusaur-Mega,1.25023
91,Stoutland,1.24545
92,Blacephalon,1.18449
93,Conkeldurr,1.18311
94,Smeargle,1.16766
95,Pheromosa,1.16733
96,Serperior,1.14838
97,Cradily,1.1408
98,Shuckle,1.12693
99,Bisharp,1.12206
100,Dragonite,1.11644
101,Blastoise-Mega,1.11081
102,Thundurus,1.10699
103,Greninja-Ash,1.10416
104,Comfey,1.09091
