Rank,Pokemon,Weighted Usage %
1,Magearna,29.02638
2,Landorus-Therian,25.90948
3,Tapu Lele,19.91339
4,Tapu Koko,17.0121
5,Salamence-Mega,15.69328
6,Zygarde,13.51327
7,Kangaskhan-Mega,13.24589
8,Jirachi,12.39566
9,Heatran,11.43084
10,Oranguru,11.26204
11,Tapu Bulu,10.34608
12,Volcanion,10.2874
13,Charizard-Mega-Y,9.52865
14,Ninetales-Alola,9.05827
15,Celesteela,8.22558
16,Pelipper,8.0189
17,Aegislash,7.89814
18,Marowak-Alola,7.81144
19,Xurkitree,7.49063
20,Tapu Fini,7.2494
21,Gengar-Mega,6.66719
22,Amoonguss,6.59534
23,Pheromosa,6.07607
24,Mimikyu,5.70316
25,Cresselia,5.40166
26,Raichu-Alola,5.34068
27,Hitmontop,5.17186
28,Torkoal,4.79745
29,Volcarona,4.65826
30,Rotom-Wash,4.57159
31,Landorus,4.5249
32,Hoopa-Unbound,4.50064
33,Araquanid,4.39164
34,Kartana,4.35534
35,Kingdra,4.34576
36,Salazzle,4.33932
37,Zapdos,4.25204
38,Scrafty,4.24351
39,Arcanine,4.21216
40,Thundurus,4.09389
41,Exeggutor-Alola,3.7686
42,Whimsicott,3.73563
43,Vikavolt,3.68686
44,Raichu,3.63352
45,Azumarill,3.63037
46,Sylveon,3.57241
47,Deoxys-Attack,3.45179
48,Metagross-Mega,3.43187
49,Golem-Alola,3.41543
50,Buzzwole,3.37842
51,Milotic,3.35433
52,Mudsdale,3.10715
53,Toxapex,2.8973
54,Porygon2,2.8822
55,Kyurem-Black,2.85248
56,Staraptor,2.83104
57,Sandslash-Alola,2.82638
58,Suicune,2.79937
59,Greninja-Ash,2.75987
60,Shaymin-Sky,2.71507
61,Golisopod,2.71257
62,Incineroar,2.71166
63,Venusaur-Mega,2.6033
64,Hydreigon,2.54771
65,Wishiwashi,2.53071
66,Venusaur,2.51307
67,Crabominable,2.50555
68,Kommo-o,2.48864
69,Gastrodon,2.45995
70,Nihilego,2.41788
71,Victini,2.40695
72,Comfey,2.29374
73,Oricorio-Pom-Pom,2.26134
74,Genesect,2.15916
75,Primarina,2.09697
76,Tyranitar,2.05491
77,Diancie,2.04092
78,Greninja,2.01793
79,Ludicolo,1.97132
80,Hariyama,1.95317
81,Politoed,1.92112
82,Reuniclus,1.88645
83,Drampa,1.88122
84,Muk-Alola,1.88037
85,Gyarados,1.7971
86,Excadrill,1.79483
87,Necrozma,1.79277
88,Lycanroc,1.74109
89,Scizor-Mega,1.72879
90,Eevee,1.68211
91,Ribombee,1.65196
92,Alakazam-Mega,1.64449
93,Slowbro,1.63836
94,Cofagrigus,1.61756
95,Latios,1.59022
96,Weavile,1.56703
97,Garchomp,1.56455
98,Rotom-Heat,1.40936
99,Dhelmise,1.40251
100,Cradily,1.39955
101,Mew,1.39068
102,Scizor,1.36703
103,Blastoise-Mega,1.34226
104,Ninetales,1.33889
105,Togekiss,1.31295
106,Camerupt,1.28376
107,Porygon-Z,1.24605
108,Tsareena,1.23524
109,Bewear,1.20896
110,Talonflame,1.19712
111,Ferrothorn,1.18158
112,Sableye-Mega,1.14962
113,Charjabug,1.14029
114,Infernape,1.12951
115,Decidueye,1.11735
116,Bronzong,1.09178
117,Clefairy,1.08813
118,Vanilluxe,1.07971
119,Mamoswine,1.07749
120,Beartic,1.05808
121,Guzzlord,1.04068
122,Salamence,1.03742
123,Charizard-Mega-X,1.02932
124,Minior,1.02901
125,Conkeldurr,1.01731
