Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,45.22043
2,Magearna,23.78591
3,Greninja-Ash,20.37528
4,Ferrothorn,19.38228
5,Heatran,18.93331
6,Kartana,18.7066
7,Tapu Koko,17.94092
8,Tornadus-Therian,15.25122
9,Tapu Lele,14.79114
10,Toxapex,13.11209
11,Zapdos,12.39879
12,Garchomp,11.8322
13,Tapu Bulu,11.79732
14,Greninja,10.60577
15,Excadrill,9.91822
16,Chansey,9.22351
17,Clefable,8.91376
18,Mawile-Mega,8.89723
19,Celesteela,8.69707
20,Medicham-Mega,8.34033
21,Rotom-Wash,8.32612
22,Tapu Fini,8.21123
23,Serperior,7.74449
24,Victini,7.69016
25,Volcarona,7.62072
26,Tangrowth,7.59666
27,Kyurem-Black,7.41024
28,Hawlucha,7.11149
29,Magnezone,6.56857
30,Blacephalon,6.52752
31,Gliscor,6.40019
32,Keldeo,6.10894
33,Alakazam-Mega,6.06789
34,Charizard-Mega-X,5.91794
35,Pelipper,5.89858
36,Lopunny-Mega,5.89213
37,Scizor-Mega,5.819
38,Diancie-Mega,5.67194
39,Swampert-Mega,5.48023
40,Pinsir-Mega,5.22631
41,Tyranitar,5.16491
42,Jirachi,4.67915
43,Skarmory,4.65794
44,Mimikyu,4.62108
45,Mew,4.01171
46,Gyarados-Mega,3.99532
47,Tyranitar-Mega,3.86343
48,Hoopa-Unbound,3.62181
49,Charizard-Mega-Y,3.27572
50,Venusaur-Mega,3.1826
51,Sableye-Mega,2.75102
52,Latias-Mega,2.64537
53,Gastrodon,2.59186
54,Manaphy,2.56603
55,Reuniclus,2.49035
56,Thundurus-Therian,2.41262
57,Araquanid,2.36386
58,Hippowdon,2.34091
59,Weavile,2.3126
60,Hydreigon,2.15513
61,Azumarill,2.04199
62,Amoonguss,1.9835
63,Dragonite,1.96872
64,Bisharp,1.85846
65,Kommo-o,1.83352
66,Ribombee,1.82467
67,Marowak-Alola,1.82013
68,Latios,1.78588
69,Gyarados,1.78376
70,Crawdaunt,1.74522
71,Latios-Mega,1.63314
72,Ditto,1.61378
73,Kingdra,1.58597
74,Heracross-Mega,1.47077
75,Mamoswine,1.40177
76,Garchomp-Mega,1.39033
77,Cresselia,1.35891
78,Salamence,1.32718
79,Latias,1.31989
80,Kyurem,1.21969
81,Gengar,1.21511
82,Buzzwole,1.17174
83,Thundurus,1.15416
84,Muk-Alola,1.1491
85,Stakataka,1.11441
86,Volcanion,1.09183
87,Gallade-Mega,1.09033
88,Slowbro,1.0636
89,Quagsire,1.00956
90,Golem-Alola,1.00746
