Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,25.52591
2,Salamence-Mega,20.05959
3,Tapu Lele,19.97676
4,Tapu Koko,19.20405
5,Heatran,17.42419
6,Charizard-Mega-Y,14.63921
7,Tapu Bulu,11.68713
8,Celesteela,10.76826
9,Jirachi,10.64653
10,Kangaskhan-Mega,10.12702
11,Metagross-Mega,9.41619
12,Tyranitar,9.39286
13,Marowak-Alola,8.99608
14,Aegislash,8.97463
15,Zapdos,8.54232
16,Hoopa-Unbound,7.94161
17,Porygon2,7.76535
18,Milotic,7.26114
19,Tapu Fini,7.24887
20,Pelipper,7.19598
21,Kingdra,6.81635
22,Oranguru,6.78617
23,Ninetales-Alola,6.53884
24,Garchomp,6.49839
25,Zygarde,6.36192
26,Excadrill,6.11879
27,Arcanine,5.56034
28,Muk-Alola,5.36358
29,Volcanion,5.30845
30,Amoonguss,5.18295
31,Shaymin-Sky,5.11169
32,Politoed,5.02388
33,Gastrodon,4.95623
34,Deoxys-Attack,4.86708
35,Araquanid,4.82234
36,Gengar-Mega,4.68396
37,Kartana,4.37541
38,Whimsicott,4.35423
39,Rotom-Wash,4.29904
40,Thundurus,4.23348
41,Torkoal,4.10552
42,Volcarona,4.07912
43,Venusaur,3.95128
44,Cresselia,3.89302
45,Mimikyu,3.78544
46,Weavile,3.73442
47,Sylveon,3.62822
48,Ferrothorn,3.61794
49,Genesect,3.5985
50,Raichu-Alola,3.50827
51,Scrafty,3.44987
52,Azumarill,3.34083
53,Terrakion,3.33333
54,Pheromosa,3.22088
55,Landorus,3.17037
56,Togekiss,3.16581
57,Hydreigon,2.96216
58,Greninja-Ash,2.86391
59,Suicune,2.77284
60,Nihilego,2.73444
61,Gyarados,2.71417
62,Xurkitree,2.70074
63,Hitmontop,2.67444
64,Mamoswine,2.52129
65,Ludicolo,2.50639
66,Diancie,2.49899
67,Kyurem-Black,2.4425
68,Gigalith,2.31616
69,Snorlax,2.30365
70,Drampa,2.273
71,Greninja,2.21275
72,Aerodactyl-Mega,2.13298
73,Gyarados-Mega,1.99712
74,Mew,1.97349
75,Venusaur-Mega,1.94454
76,Lilligant,1.93652
77,Golisopod,1.91321
78,Vikavolt,1.91115
79,Cradily,1.90513
80,Scizor-Mega,1.88598
81,Hippowdon,1.86906
82,Conkeldurr,1.85242
83,Dragonite,1.83873
84,Hariyama,1.81617
85,Magnezone,1.80835
86,Necrozma,1.8017
87,Comfey,1.78657
88,Wishiwashi,1.73735
89,Talonflame,1.67678
90,Sandslash-Alola,1.64824
91,Raichu,1.63324
92,Meloetta,1.59686
93,Victini,1.58942
94,Chandelure,1.53629
95,Metagross,1.49134
96,Krookodile,1.48202
97,Blastoise-Mega,1.46903
98,Alakazam-Mega,1.44131
99,Bronzong,1.3935
100,Smeargle,1.36872
101,Buzzwole,1.3576
102,Machamp,1.34292
103,Thundurus-Therian,1.30736
104,Breloom,1.29206
105,Clefable,1.29195
106,Gothitelle,1.29182
107,Porygon-Z,1.28988
108,Oricorio-Pom-Pom,1.28502
109,Toxapex,1.28435
110,Lucario-Mega,1.24037
111,Serperior,1.21975
112,Staraptor,1.21545
113,Keldeo,1.14128
114,Blaziken,1.12654
115,Rhyperior,1.1124
116,Mudsdale,1.10257
117,Ribombee,1.06657
118,Sableye-Mega,1.0444
119,Bisharp,1.02756
120,Slowbro-Mega,1.00483
121,Primarina,1.00234
