Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,45.56931
2,Magearna,28.30486
3,Greninja-Ash,20.82306
4,Kartana,19.27827
5,Heatran,18.89474
6,Tapu Koko,17.8125
7,Ferrothorn,17.32784
8,Tornadus-Therian,15.37492
9,Tapu Lele,14.60317
10,Greninja,12.64846
11,Toxapex,12.43009
12,Zapdos,11.94176
13,Garchomp,11.34547
14,Tapu Bulu,10.771
15,Mawile-Mega,10.15178
16,Excadrill,9.99569
17,Chansey,9.45995
18,Medicham-Mega,9.10972
19,Rotom-Wash,9.09667
20,Tapu Fini,8.77008
21,Hawlucha,7.74854
22,Clefable,7.59763
23,Victini,7.46711
24,Celesteela,7.28087
25,Gliscor,6.92767
26,Tangrowth,6.80046
27,Serperior,6.6302
28,Magnezone,6.4745
29,Tyranitar,6.30252
30,Skarmory,6.26089
31,Alakazam-Mega,6.24228
32,Pelipper,6.04207
33,Scizor-Mega,6.0245
34,Swampert-Mega,5.97836
35,Keldeo,5.787
36,Volcarona,5.5989
37,Lopunny-Mega,5.46052
38,Kyurem-Black,5.34397
39,Charizard-Mega-X,5.12908
40,Blacephalon,4.97229
41,Gyarados-Mega,4.82288
42,Jirachi,4.41242
43,Diancie-Mega,4.26641
44,Pinsir-Mega,4.20713
45,Mimikyu,4.19318
46,Charizard-Mega-Y,4.09681
47,Hoopa-Unbound,4.05953
48,Venusaur-Mega,3.9439
49,Mew,3.41931
50,Latias-Mega,3.15784
51,Tyranitar-Mega,2.95931
52,Kommo-o,2.91536
53,Sableye-Mega,2.845
54,Azumarill,2.81502
55,Bisharp,2.80685
56,Reuniclus,2.67166
57,Hippowdon,2.61421
58,Gastrodon,2.40582
59,Dragonite,2.33143
60,Manaphy,2.17289
61,Weavile,2.15696
62,Latios-Mega,2.14134
63,Hydreigon,2.02676
64,Amoonguss,1.9083
65,Araquanid,1.89567
66,Thundurus-Therian,1.83816
67,Ribombee,1.77682
68,Latios,1.61835
69,Ditto,1.61765
70,Crawdaunt,1.58872
71,Heracross-Mega,1.58526
72,Muk-Alola,1.58327
73,Mamoswine,1.56452
74,Cresselia,1.54985
75,Marowak-Alola,1.51737
76,Gyarados,1.4667
77,Kingdra,1.44368
78,Volcanion,1.32217
79,Thundurus,1.3167
80,Kyurem,1.28939
81,Gengar,1.24591
82,Alomomola,1.23766
83,Breloom,1.20266
84,Slowbro,1.12254
85,Suicune,1.12032
86,Garchomp-Mega,1.09748
87,Beedrill-Mega,1.06459
88,Quagsire,1.03652
89,Slowbro-Mega,1.03454
90,Salamence,1.02511
91,Zeraora,1.01765
92,Gallade-Mega,1.00235
