Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,25.76692
2,Tapu Lele,20.4049
3,Tapu Koko,17.88396
4,Tapu Fini,17.17871
5,Charizard-Mega-Y,13.53106
6,Hoopa-Unbound,12.74633
7,Zapdos,12.68997
8,Tapu Bulu,12.29772
9,Scrafty,11.63502
10,Metagross-Mega,11.56988
11,Volcanion,10.63409
12,Heatran,10.56842
13,Snorlax,10.20662
14,Amoonguss,9.88153
15,Aegislash,9.81022
16,Tyranitar,9.25098
17,Zygarde,9.11821
18,Celesteela,7.99412
19,Stakataka,7.78403
20,Salamence-Mega,7.45367
21,Whimsicott,6.51314
22,Ferrothorn,6.44092
23,Pelipper,6.35728
24,Cresselia,6.34814
25,Kyurem-Black,6.14043
26,Excadrill,5.95213
27,Ninetales-Alola,5.89061
28,Camerupt-Mega,5.8515
29,Arcanine,5.6676
30,Weavile,5.62915
31,Kartana,5.55876
32,Kommo-o,5.32379
33,Deoxys-Attack,5.23027
34,Volcarona,5.13346
35,Swampert-Mega,4.47992
36,Oranguru,4.44769
37,Bronzong,4.40009
38,Mew,4.39958
39,Diancie,4.22781
40,Garchomp,4.12725
41,Diancie-Mega,3.99492
42,Porygon2,3.98834
43,Gengar-Mega,3.96053
44,Kingdra,3.93262
45,Suicune,3.91842
46,Tyranitar-Mega,3.91336
47,Mimikyu,3.60014
48,Gastrodon,3.58989
49,Marowak-Alola,3.46375
50,Genesect,3.37381
51,Victini,3.31449
52,Gyarados-Mega,3.30108
53,Venusaur-Mega,3.30101
54,Politoed,3.27005
55,Greninja,3.24962
56,Aerodactyl,3.15142
57,Xurkitree,3.1347
58,Mawile-Mega,3.10621
59,Manectric-Mega,2.97581
60,Azumarill,2.96294
61,Torkoal,2.89873
62,Meloetta,2.88823
63,Scizor-Mega,2.80691
64,Venusaur,2.77147
65,Pheromosa,2.76975
66,Necrozma,2.73464
67,Landorus,2.6623
68,Milotic,2.63687
69,Ludicolo,2.61771
70,Metagross,2.57635
71,Gigalith,2.49393
72,Togekiss,2.43873
73,Thundurus-Therian,2.43815
74,Raichu,2.38448
75,Naganadel,2.27216
76,Hitmontop,2.18853
77,Blaziken-Mega,2.14894
78,Hippowdon,2.144
79,Blacephalon,1.92031
80,Cradily,1.92003
81,Bisharp,1.90464
82,Blastoise-Mega,1.87557
83,Terrakion,1.86036
84,Gyarados,1.84755
85,Dragonite,1.74296
86,Smeargle,1.71534
87,Rotom-Wash,1.63799
88,Lucario-Mega,1.60527
89,Aerodactyl-Mega,1.5984
90,Latios,1.59214
91,Gothitelle,1.51254
92,Togedemaru,1.47805
93,Dusclops,1.47034
94,Staraptor,1.40833
95,Shuckle,1.3966
96,Shaymin-Sky,1.34685
97,Clefable,1.3198
98,Hydreigon,1.30811
99,Salazzle,1.30605
100,Sylveon,1.29955
101,Chandelure,1.29677
102,Hawlucha,1.28167
103,Manaphy,1.25556
104,Sceptile-Mega,1.22037
105,Muk-Alola,1.15911
106,Comfey,1.11463
107,Scizor,1.04648
108,Araquanid,1.04487
109,Gardevoir-Mega,1.03084
110,Abomasnow-Mega,1.02062
111,Machamp,1.02047
112,Infernape,1.0195
