Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,24.53356
2,Tapu Lele,23.322
3,Tapu Koko,20.0564
4,Tapu Fini,19.72301
5,Heatran,13.92181
6,Salamence-Mega,13.04456
7,Hoopa-Unbound,11.58764
8,Charizard-Mega-Y,11.52262
9,Aegislash,11.20807
10,Zapdos,10.97869
11,Pelipper,10.66742
12,Celesteela,10.65219
13,Tyranitar,10.47253
14,Metagross-Mega,9.88694
15,Snorlax,8.60952
16,Deoxys-Attack,8.54372
17,Zygarde,8.41659
18,Volcarona,8.28174
19,Milotic,8.17136
20,Ferrothorn,7.78432
21,Amoonguss,7.17513
22,Porygon2,7.16558
23,Kingdra,7.14406
24,Marowak-Alola,6.60092
25,Diancie,6.48965
26,Arcanine,6.48307
27,Tapu Bulu,6.42924
28,Kartana,6.23968
29,Swampert-Mega,6.13073
30,Gengar-Mega,6.03575
31,Mimikyu,5.96437
32,Garchomp,5.90034
33,Excadrill,5.7737
34,Weavile,5.55457
35,Politoed,5.2998
36,Scrafty,5.10945
37,Mawile-Mega,5.04165
38,Volcanion,4.92531
39,Cresselia,4.83936
40,Oranguru,4.82162
41,Ninetales-Alola,4.63415
42,Smeargle,4.27022
43,Togekiss,4.0257
44,Ludicolo,3.9922
45,Suicune,3.89309
46,Abomasnow-Mega,3.86515
47,Gastrodon,3.66974
48,Muk-Alola,3.64408
49,Araquanid,3.48098
50,Mew,3.28005
51,Terrakion,3.26159
52,Torkoal,3.19041
53,Gigalith,3.14404
54,Pheromosa,3.06835
55,Victini,3.06285
56,Kyurem-Black,3.01487
57,Raichu,2.99747
58,Shaymin-Sky,2.99435
59,Whimsicott,2.90043
60,Sceptile-Mega,2.85297
61,Thundurus-Therian,2.57266
62,Genesect,2.53305
63,Venusaur-Mega,2.53054
64,Rotom-Wash,2.48971
65,Drampa,2.48933
66,Azumarill,2.32032
67,Greninja,2.31572
68,Bronzong,2.29214
69,Hitmontop,2.23202
70,Raichu-Alola,2.20689
71,Porygon-Z,2.20366
72,Sylveon,2.19804
73,Machamp,2.07014
74,Greninja-Ash,2.06058
75,Gyarados-Mega,2.05412
76,Xurkitree,2.01175
77,Dusclops,1.9616
78,Bisharp,1.83976
79,Cradily,1.83908
80,Scizor-Mega,1.81393
81,Infernape,1.79502
82,Gyarados,1.72734
83,Tyranitar-Mega,1.7047
84,Darkrai,1.6616
85,Aerodactyl-Mega,1.64752
86,Venusaur,1.61145
87,Hariyama,1.5961
88,Goodra,1.53018
89,Nihilego,1.4641
90,Hydreigon,1.45169
91,Thundurus,1.44527
92,Hippowdon,1.40226
93,Medicham-Mega,1.36365
94,Aron,1.34597
95,Landorus,1.29359
96,Breloom,1.28749
97,Golisopod,1.26042
98,Vikavolt,1.24347
99,Keldeo,1.23968
100,Chandelure,1.20505
101,Ninetales,1.16786
102,Blastoise-Mega,1.15191
103,Cofagrigus,1.14113
104,Metagross,1.09047
105,Mamoswine,1.08939
106,Serperior,1.08015
107,Slowbro-Mega,1.07386
108,Gengar,1.06364
109,Comfey,1.06011
110,Rhydon,1.02211
111,Clefable,1.01784
112,Blaziken,1.01092
113,Togedemaru,1.00192
