Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,52.23676
2,Magearna,24.85798
3,Tapu Koko,24.69054
4,Kartana,22.34494
5,Greninja-Ash,19.93126
6,Toxapex,16.57602
7,Tapu Lele,16.35207
8,Ferrothorn,15.41147
9,Zygarde,15.37359
10,Heatran,15.28104
11,Tapu Bulu,11.51574
12,Blacephalon,10.52301
13,Scizor-Mega,10.27606
14,Greninja,10.21869
15,Hawlucha,9.84302
16,Excadrill,9.6001
17,Zapdos,9.17767
18,Clefable,8.99989
19,Tyranitar,8.55438
20,Chansey,8.35523
21,Celesteela,8.04569
22,Keldeo,7.96902
23,Pinsir-Mega,7.93948
24,Mimikyu,7.2473
25,Lopunny-Mega,6.92152
26,Skarmory,6.52003
27,Medicham-Mega,6.39722
28,Latios,6.37015
29,Magnezone,6.23816
30,Kyurem-Black,6.06807
31,Gyarados-Mega,5.99188
32,Tangrowth,5.63208
33,Mawile-Mega,5.62084
34,Mew,5.4273
35,Bisharp,5.32351
36,Tapu Fini,5.28263
37,Diancie-Mega,4.96903
38,Garchomp,4.68742
39,Alakazam-Mega,4.57913
40,Pelipper,4.39317
41,Charizard-Mega-X,4.31208
42,Victini,4.30426
43,Venusaur-Mega,3.96633
44,Swampert-Mega,3.96622
45,Volcarona,3.96265
46,Sableye-Mega,3.75493
47,Rotom-Wash,3.62258
48,Tyranitar-Mega,3.39084
49,Tornadus-Therian,3.04324
50,Stakataka,2.98161
51,Hoopa-Unbound,2.97419
52,Dragonite,2.95422
53,Marowak-Alola,2.84366
54,Ditto,2.77768
55,Latias-Mega,2.74839
56,Charizard-Mega-Y,2.6559
57,Jirachi,2.58416
58,Latios-Mega,2.57078
59,Gliscor,2.4969
60,Kommo-o,2.39372
61,Ribombee,2.27668
62,Gengar,2.25001
63,Serperior,2.23558
64,Azumarill,2.18752
65,Kingdra,2.06019
66,Cresselia,2.01345
67,Manaphy,1.91515
68,Mantine,1.88918
69,Gyarados,1.86902
70,Quagsire,1.77946
71,Ninetales-Alola,1.76587
72,Araquanid,1.75838
73,Shuckle,1.74083
74,Hippowdon,1.70392
75,Weavile,1.69786
76,Amoonguss,1.6589
77,Gastrodon,1.39572
78,Muk-Alola,1.38671
79,Thundurus,1.32756
80,Lycanroc-Dusk,1.24149
81,Crawdaunt,1.22763
82,Xurkitree,1.18481
83,Thundurus-Therian,1.15641
84,Mamoswine,1.15497
85,Uxie,1.07288
86,Manectric-Mega,1.06713
87,Buzzwole,1.02351
88,Hydreigon,1.00013
