Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,27.06513
2,Tapu Koko,23.3933
3,Incineroar,19.28228
4,Tapu Fini,19.12933
5,Tapu Lele,18.30818
6,Tapu Bulu,14.97745
7,Zygarde,13.65606
8,Metagross-Mega,13.43061
9,Zapdos,13.28298
10,Amoonguss,10.34757
11,Charizard-Mega-Y,9.71208
12,Volcanion,9.54763
13,Kyurem-Black,8.70525
14,Gengar-Mega,8.67908
15,Hoopa-Unbound,8.27976
16,Tyranitar,8.22862
17,Scrafty,8.14398
18,Aegislash,7.92611
19,Heatran,7.3565
20,Ferrothorn,7.21454
21,Stakataka,7.03881
22,Kommo-o,6.84225
23,Suicune,6.78925
24,Ninetales-Alola,6.74212
25,Pelipper,6.39745
26,Genesect,6.09781
27,Milotic,5.83274
28,Salamence-Mega,5.7472
29,Mimikyu,5.64493
30,Excadrill,5.28143
31,Celesteela,5.2034
32,Kartana,5.17248
33,Whimsicott,5.08033
34,Tyranitar-Mega,4.85885
35,Cresselia,4.82398
36,Oranguru,4.8168
37,Porygon2,4.56462
38,Camerupt-Mega,4.44087
39,Weavile,4.33409
40,Swampert-Mega,4.28495
41,Togedemaru,4.15213
42,Kingdra,4.08139
43,Marowak-Alola,4.0485
44,Volcarona,4.04243
45,Mawile-Mega,3.87874
46,Mew,3.86777
47,Diancie-Mega,3.55428
48,Gastrodon,3.55161
49,Deoxys-Attack,3.50579
50,Shuckle,3.36308
51,Diancie,3.29785
52,Ludicolo,3.27165
53,Torkoal,3.25408
54,Arcanine,3.23802
55,Scizor-Mega,3.22361
56,Venusaur-Mega,3.16949
57,Meloetta,3.15071
58,Bronzong,3.0597
59,Pheromosa,2.96018
60,Manectric-Mega,2.94236
61,Infernape,2.93252
62,Staraptor,2.85945
63,Blaziken-Mega,2.85811
64,Bruxish,2.83506
65,Aerodactyl,2.82363
66,Machamp,2.65173
67,Victini,2.61329
68,Garchomp,2.58305
69,Smeargle,2.53314
70,Politoed,2.43613
71,Thundurus-Therian,2.3495
72,Primarina,2.25856
73,Gothitelle,2.19806
74,Conkeldurr,2.17096
75,Blissey,2.12267
76,Gyarados-Mega,2.10504
77,Darkrai,1.82409
78,Venusaur,1.80742
79,Bisharp,1.76706
80,Gigalith,1.7503
81,Xurkitree,1.74989
82,Togekiss,1.7104
83,Greninja-Ash,1.6072
84,Rotom-Wash,1.59215
85,Raichu-Alola,1.59025
86,Naganadel,1.58916
87,Blastoise-Mega,1.57505
88,Terrakion,1.54226
89,Scizor,1.52292
90,Abomasnow-Mega,1.51531
91,Araquanid,1.46242
92,Hitmontop,1.44138
93,Hydreigon,1.43651
94,Shaymin-Sky,1.42112
95,Gardevoir-Mega,1.39642
96,Slowbro,1.38663
97,Azumarill,1.31799
98,Muk-Alola,1.31299
99,Greninja,1.30538
100,Necrozma,1.29356
101,Hawlucha,1.29025
102,Dusclops,1.2688
103,Landorus,1.24118
104,Sceptile-Mega,1.2171
105,Hippowdon,1.20934
106,Raichu,1.19978
107,Dragonite,1.19014
108,Tornadus,1.11926
109,Blaziken,1.11085
110,Sylveon,1.10997
111,Thundurus,1.09799
112,Cradily,1.05867
113,Chandelure,1.04384
114,Heracross-Mega,1.0414
115,Ambipom,1.02913
