Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,48.07543
2,Tapu Koko,24.37048
3,Magearna,22.34165
4,Heatran,19.18781
5,Zygarde,17.93142
6,Ferrothorn,17.89101
7,Kartana,17.06994
8,Greninja-Ash,16.58613
9,Tapu Lele,15.64358
10,Zapdos,14.52045
11,Clefable,13.44274
12,Toxapex,13.19637
13,Greninja,11.41584
14,Hawlucha,10.17965
15,Tapu Bulu,10.12797
16,Chansey,9.41142
17,Scizor-Mega,8.94162
18,Tapu Fini,7.85706
19,Excadrill,7.676
20,Medicham-Mega,7.6532
21,Tornadus-Therian,6.9741
22,Mawile-Mega,6.84767
23,Celesteela,6.72648
24,Skarmory,6.60803
25,Pinsir-Mega,6.56097
26,Magnezone,6.55633
27,Tangrowth,6.23737
28,Keldeo,5.95009
29,Victini,5.85207
30,Tyranitar,5.59899
31,Kyurem-Black,5.4946
32,Garchomp,5.49271
33,Charizard-Mega-X,5.21568
34,Pelipper,4.99862
35,Rotom-Wash,4.95407
36,Mimikyu,4.92352
37,Swampert-Mega,4.87511
38,Alakazam-Mega,4.76949
39,Sableye-Mega,4.72787
40,Gyarados-Mega,4.72738
41,Mew,4.62617
42,Volcarona,4.61083
43,Lopunny-Mega,4.5539
44,Jirachi,4.51735
45,Hoopa-Unbound,4.50693
46,Venusaur-Mega,4.17765
47,Latios,4.14512
48,Blacephalon,3.86435
49,Latios-Mega,3.76227
50,Amoonguss,3.59255
51,Gastrodon,3.58931
52,Ninetales-Alola,3.52979
53,Bisharp,3.45113
54,Diancie-Mega,3.29995
55,Latias-Mega,3.29422
56,Gliscor,3.18696
57,Charizard-Mega-Y,3.16001
58,Azumarill,3.03045
59,Mamoswine,2.98427
60,Tyranitar-Mega,2.77558
61,Hippowdon,2.73907
62,Quagsire,2.5939
63,Serperior,2.44119
64,Weavile,2.3778
65,Marowak-Alola,2.23401
66,Gyarados,2.22105
67,Ditto,2.17312
68,Araquanid,2.1626
69,Dragonite,2.13858
70,Gengar,2.03658
71,Kingdra,1.93873
72,Cresselia,1.77135
73,Kommo-o,1.57731
74,Manaphy,1.55947
75,Shuckle,1.51816
76,Gallade-Mega,1.43867
77,Thundurus-Therian,1.38254
78,Nidoking,1.3808
79,Crawdaunt,1.24727
80,Reuniclus,1.23733
81,Latias,1.16625
82,Slowbro-Mega,1.13575
83,Heracross-Mega,1.1209
84,Breloom,1.04285
85,Beedrill-Mega,1.00664
