Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,43.7927
2,Magearna,26.42564
3,Ferrothorn,20.06015
4,Greninja-Ash,19.67491
5,Tornadus-Therian,18.39604
6,Tapu Koko,17.70629
7,Kartana,16.88674
8,Heatran,15.28831
9,Toxapex,13.66474
10,Tapu Lele,12.5482
11,Tapu Fini,11.61908
12,Chansey,10.49986
13,Excadrill,10.44043
14,Zapdos,10.3961
15,Garchomp,10.25141
16,Rotom-Wash,10.12847
17,Greninja,9.75094
18,Tapu Bulu,9.52554
19,Medicham-Mega,8.70954
20,Mawile-Mega,8.60716
21,Swampert-Mega,8.4703
22,Pelipper,8.35372
23,Gliscor,8.32276
24,Serperior,8.2774
25,Celesteela,7.72631
26,Hawlucha,7.63336
27,Clefable,7.4511
28,Tangrowth,7.21618
29,Victini,7.12773
30,Magnezone,6.96931
31,Scizor-Mega,6.77055
32,Lopunny-Mega,6.65077
33,Skarmory,6.53671
34,Kommo-o,6.51556
35,Volcarona,5.80119
36,Jirachi,5.43062
37,Gyarados-Mega,5.2138
38,Alakazam-Mega,5.2137
39,Kyurem-Black,5.15875
40,Latias-Mega,4.97315
41,Diancie-Mega,4.90489
42,Tyranitar,4.78279
43,Blacephalon,4.76309
44,Tyranitar-Mega,4.72429
45,Reuniclus,4.65783
46,Azumarill,4.28619
47,Charizard-Mega-X,3.96526
48,Manaphy,3.74201
49,Charizard-Mega-Y,3.54936
50,Hoopa-Unbound,3.24165
51,Mew,3.23123
52,Keldeo,3.22051
53,Ditto,3.20232
54,Sableye-Mega,3.00838
55,Pinsir-Mega,2.93938
56,Weavile,2.90695
57,Dragonite,2.8601
58,Gyarados,2.67977
59,Bisharp,2.57887
60,Venusaur-Mega,2.54171
61,Mimikyu,2.3992
62,Hippowdon,2.08847
63,Crawdaunt,2.0595
64,Gastrodon,2.03915
65,Thundurus-Therian,1.87344
66,Cresselia,1.80608
67,Slowbro,1.78615
68,Amoonguss,1.75461
69,Marowak-Alola,1.71829
70,Ribombee,1.71304
71,Latios-Mega,1.53517
72,Mamoswine,1.46815
73,Thundurus,1.46218
74,Hydreigon,1.43078
75,Salamence,1.39352
76,Latios,1.39178
77,Garchomp-Mega,1.36342
78,Kingdra,1.35241
79,Heracross-Mega,1.28348
80,Seismitoad,1.20648
81,Muk-Alola,1.20198
82,Slowbro-Mega,1.19849
83,Gengar,1.14495
84,Gallade-Mega,1.14001
85,Araquanid,1.05846
86,Breloom,1.05511
