Rank,Pokemon,Weighted Usage %
1,Incineroar,39.67606
2,Tapu Lele,33.24664
3,Tapu Fini,30.07847
4,Landorus-Therian,30.06397
5,Gengar-Mega,20.23012
6,Zapdos,19.95668
7,Zygarde,18.83691
8,Hoopa-Unbound,18.50199
9,Metagross-Mega,18.34347
10,Tapu Bulu,17.52122
11,Volcanion,13.9281
12,Diancie,12.08497
13,Tapu Koko,12.06322
14,Genesect,12.04916
15,Amoonguss,11.64126
16,Kyurem-Black,11.63484
17,Suicune,11.2631
18,Kommo-o,10.73839
19,Stakataka,10.56127
20,Deoxys-Attack,9.24
21,Diancie-Mega,8.74535
22,Kartana,8.68616
23,Milotic,8.61118
24,Scrafty,8.55393
25,Ferrothorn,7.87141
26,Bronzong,7.70375
27,Torkoal,7.64714
28,Volcarona,7.16082
29,Smeargle,6.72116
30,Togedemaru,6.45926
31,Charizard-Mega-Y,6.05085
32,Celesteela,5.97711
33,Camerupt-Mega,5.92278
34,Tyranitar,4.97173
35,Victini,4.6198
36,Manectric-Mega,4.3915
37,Porygon2,4.32071
38,Pelipper,4.03432
39,Mew,4.00805
40,Zeraora,3.98117
41,Swampert-Mega,3.82405
42,Gothitelle,3.79426
43,Blastoise,3.55066
44,Kingdra,3.48599
45,Aegislash,3.28246
46,Mimikyu,3.1593
47,Heatran,3.02018
48,Salamence-Mega,2.95383
49,Ninetales-Alola,2.87567
50,Shuckle,2.68084
51,Araquanid,2.58431
52,Slowking,2.38201
53,Tyranitar-Mega,2.34927
54,Blissey,2.3401
55,Dusclops,2.30292
56,Thundurus-Therian,2.18921
57,Cresselia,2.08813
58,Lurantis,2.07405
59,Scizor-Mega,2.03789
60,Gardevoir-Mega,1.86564
61,Politoed,1.84559
62,Whimsicott,1.82181
63,Meloetta,1.79379
64,Chansey,1.74156
65,Excadrill,1.69599
66,Ludicolo,1.56166
67,Togekiss,1.51327
68,Landorus,1.5085
69,Oranguru,1.4855
70,Bisharp,1.41012
71,Lucario-Mega,1.19623
72,Tornadus,1.10348
73,Raichu-Alola,1.07039
74,Necrozma,1.04173
75,Gastrodon,1.01326
