Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,46.83306
2,Magearna,24.553
3,Heatran,22.94437
4,Tapu Koko,21.5419
5,Clefable,20.05489
6,Zygarde,17.9682
7,Toxapex,17.12064
8,Ferrothorn,15.78976
9,Kartana,15.68094
10,Chansey,15.17596
11,Zapdos,14.92369
12,Tapu Lele,13.08345
13,Greninja-Ash,12.70411
14,Greninja,12.189
15,Skarmory,11.39776
16,Sableye-Mega,10.50829
17,Tornadus-Therian,9.73583
18,Tapu Bulu,9.64044
19,Hawlucha,8.7927
20,Scizor-Mega,8.60488
21,Tangrowth,8.16733
22,Medicham-Mega,7.54565
23,Celesteela,7.39464
24,Amoonguss,7.1297
25,Mawile-Mega,7.1125
26,Tapu Fini,6.89841
27,Excadrill,6.784
28,Alakazam-Mega,6.73875
29,Venusaur-Mega,6.33951
30,Ninetales-Alola,6.2128
31,Keldeo,6.14996
32,Magnezone,5.97608
33,Jirachi,5.84113
34,Gliscor,5.40379
35,Quagsire,5.39391
36,Pinsir-Mega,4.79251
37,Tyranitar,4.77076
38,Latias-Mega,4.52228
39,Pelipper,4.50353
40,Gastrodon,4.47452
41,Swampert-Mega,4.41561
42,Victini,4.29917
43,Latios-Mega,4.27848
44,Mew,4.04265
45,Weavile,4.03726
46,Kyurem-Black,3.99994
47,Hippowdon,3.97739
48,Mimikyu,3.96946
49,Garchomp,3.89058
50,Azumarill,3.83589
51,Hoopa-Unbound,3.77605
52,Diancie-Mega,3.5912
53,Latios,3.26256
54,Rotom-Wash,3.21913
55,Bisharp,3.1687
56,Volcarona,3.15822
57,Charizard-Mega-X,2.94611
58,Gyarados-Mega,2.82853
59,Lopunny-Mega,2.78843
60,Marowak-Alola,2.71342
61,Tyranitar-Mega,2.33873
62,Blacephalon,2.20239
63,Seismitoad,2.14151
64,Gengar,1.98539
65,Kingdra,1.97413
66,Ditto,1.97128
67,Manaphy,1.96412
68,Slowbro-Mega,1.76232
69,Araquanid,1.74914
70,Charizard-Mega-Y,1.71929
71,Mamoswine,1.65929
72,Reuniclus,1.64944
73,Serperior,1.64851
74,Mantine,1.6171
75,Beedrill-Mega,1.55896
76,Heracross-Mega,1.5349
77,Cresselia,1.45997
78,Kommo-o,1.45436
79,Gyarados,1.34307
80,Alomomola,1.3146
81,Thundurus,1.27266
82,Slowbro,1.17779
83,Nidoking,1.03127
84,Scizor,1.01746
