Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,40.75642
2,Tapu Fini,29.47357
3,Marshadow,27.9415
4,Tapu Lele,20.90887
5,Zapdos,20.28082
6,Tapu Koko,19.21166
7,Volcanion,17.90177
8,Salamence-Mega,15.39578
9,Heatran,15.07866
10,Kyurem-Black,14.64003
11,Tapu Bulu,14.50913
12,Hoopa-Unbound,12.53384
13,Metagross-Mega,12.10147
14,Amoonguss,12.03613
15,Whimsicott,10.81187
16,Diancie,10.55228
17,Tyranitar,10.20149
18,Scrafty,10.14791
19,Charizard-Mega-Y,10.1093
20,Aegislash,9.91463
21,Ferrothorn,9.65371
22,Stakataka,9.12421
23,Celesteela,9.12067
24,Zygarde,9.02998
25,Kartana,7.76361
26,Volcarona,7.74127
27,Tyranitar-Mega,7.68484
28,Genesect,6.97373
29,Deoxys-Attack,6.87392
30,Snorlax,6.84549
31,Bronzong,6.04507
32,Gardevoir-Mega,5.96753
33,Scizor-Mega,5.85322
34,Cresselia,5.67515
35,Diancie-Mega,5.551
36,Camerupt-Mega,5.41915
37,Mew,5.40005
38,Ninetales-Alola,5.20264
39,Mawile-Mega,4.52933
40,Pelipper,4.0693
41,Victini,3.98681
42,Necrozma,3.95321
43,Excadrill,3.93234
44,Suicune,3.56918
45,Kingdra,3.28761
46,Ludicolo,3.20497
47,Torkoal,3.05436
48,Blacephalon,2.99759
49,Naganadel,2.99532
50,Muk-Alola,2.93777
51,Abomasnow-Mega,2.86939
52,Mimikyu,2.81433
53,Gyarados-Mega,2.71141
54,Gengar-Mega,2.68798
55,Terrakion,2.40675
56,Gastrodon,2.07788
57,Porygon2,1.99976
58,Garchomp,1.92996
59,Weavile,1.87917
60,Swampert-Mega,1.86105
61,Pheromosa,1.76104
62,Gothitelle,1.73351
63,Thundurus-Therian,1.70678
64,Oranguru,1.63881
65,Manectric-Mega,1.63126
66,Shaymin-Sky,1.6045
67,Cherrim,1.54943
68,Politoed,1.54764
69,Arcanine,1.50308
70,Hariyama,1.49502
71,Dusclops,1.49374
72,Hitmontop,1.48627
73,Xurkitree,1.42434
74,Venusaur-Mega,1.41698
75,Milotic,1.37727
76,Gigalith,1.33087
77,Wishiwashi,1.32929
78,Gyarados,1.3251
79,Houndoom-Mega,1.30536
80,Togekiss,1.29494
81,Aerodactyl,1.28331
82,Blastoise-Mega,1.28277
83,Incineroar,1.23528
84,Landorus,1.19516
85,Marowak-Alola,1.07956
86,Meloetta,1.06355
87,Araquanid,1.04118
