Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,41.72293
2,Incineroar,34.68961
3,Tapu Koko,31.26454
4,Tapu Fini,29.61483
5,Kartana,27.79439
6,Tapu Lele,23.88279
7,Metagross-Mega,20.1535
8,Zapdos,17.9438
9,Zygarde,16.6523
10,Charizard-Mega-Y,15.41315
11,Volcanion,12.86205
12,Marshadow,12.27957
13,Kyurem-Black,12.02523
14,Kommo-o,11.97036
15,Diancie,11.75471
16,Tapu Bulu,11.34839
17,Amoonguss,9.7885
18,Porygon2,9.70061
19,Hoopa-Unbound,9.27968
20,Salamence-Mega,7.86334
21,Diancie-Mega,7.55184
22,Mew,7.54932
23,Scrafty,6.22864
24,Kingdra,5.83039
25,Genesect,5.80187
26,Pelipper,5.54383
27,Deoxys-Attack,5.49406
28,Manectric-Mega,5.47974
29,Stakataka,5.43009
30,Politoed,5.37627
31,Camerupt-Mega,5.32475
32,Victini,5.11812
33,Shaymin-Sky,4.90503
34,Volcarona,4.80305
35,Scizor-Mega,4.79235
36,Gothitelle,4.71227
37,Zeraora,4.49878
38,Torkoal,4.47343
39,Bronzong,4.36632
40,Togedemaru,4.35843
41,Ferrothorn,4.22925
42,Gardevoir-Mega,4.03426
43,Gastrodon,3.64292
44,Swampert-Mega,3.56229
45,Milotic,3.54979
46,Chansey,3.47681
47,Celesteela,3.31417
48,Aegislash,3.30964
49,Lurantis,3.28767
50,Tyranitar-Mega,3.1457
51,Heatran,2.83307
52,Tyranitar,2.59427
53,Cresselia,2.58909
54,Gyarados-Mega,2.44203
55,Ludicolo,2.31873
56,Venusaur-Mega,2.29138
57,Ninetales-Alola,2.11865
58,Whimsicott,2.10216
59,Smeargle,2.09129
60,Gengar,1.92444
61,Suicune,1.88022
62,Nihilego,1.83033
63,Blastoise,1.81693
64,Araquanid,1.77263
65,Mimikyu,1.76497
66,Sylveon,1.74615
67,Abomasnow-Mega,1.71362
68,Garchomp,1.53244
69,Oranguru,1.39537
70,Meowstic,1.34625
71,Weavile,1.28055
72,Sandslash-Alola,1.2663
73,Thundurus,1.18839
74,Pheromosa,1.1859
75,Excadrill,1.10848
76,Latias-Mega,1.08529
77,Jellicent,1.07127
78,Azumarill,1.07063
79,Mawile-Mega,1.03536
80,Muk-Alola,1.01221
