Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,47.07657
2,Magearna,24.6928
3,Tapu Koko,21.90472
4,Heatran,20.59243
5,Kartana,19.18296
6,Chansey,18.34456
7,Greninja-Ash,17.26114
8,Clefable,15.84084
9,Zygarde,15.59537
10,Ferrothorn,14.94927
11,Zapdos,14.82246
12,Toxapex,13.94436
13,Skarmory,13.34396
14,Tapu Lele,13.06008
15,Tapu Bulu,11.41766
16,Greninja,11.06033
17,Tangrowth,10.49505
18,Scizor-Mega,9.10364
19,Sableye-Mega,8.65032
20,Medicham-Mega,8.00277
21,Keldeo,7.78361
22,Hawlucha,7.63624
23,Celesteela,7.37254
24,Magnezone,7.16653
25,Venusaur-Mega,6.87293
26,Amoonguss,6.75679
27,Tornadus-Therian,6.47786
28,Tapu Fini,6.12249
29,Tyranitar,5.95488
30,Latias-Mega,5.59309
31,Pinsir-Mega,5.37854
32,Swampert-Mega,5.30344
33,Pelipper,5.21395
34,Jirachi,5.11206
35,Latios-Mega,4.87499
36,Excadrill,4.86193
37,Mimikyu,4.78513
38,Hippowdon,4.60965
39,Bisharp,4.54861
40,Gyarados-Mega,4.32409
41,Weavile,4.1594
42,Mawile-Mega,4.13593
43,Gliscor,3.9399
44,Hoopa-Unbound,3.90464
45,Blacephalon,3.90248
46,Ninetales-Alola,3.88085
47,Quagsire,3.87131
48,Diancie-Mega,3.80961
49,Mew,3.75867
50,Kyurem-Black,3.67261
51,Alakazam-Mega,3.63453
52,Victini,3.51705
53,Volcarona,3.51579
54,Slowbro-Mega,3.45276
55,Latios,3.39681
56,Lopunny-Mega,3.20589
57,Rotom-Wash,3.03704
58,Marowak-Alola,2.95026
59,Garchomp,2.8984
60,Tyranitar-Mega,2.89307
61,Charizard-Mega-X,2.83388
62,Alomomola,2.5712
63,Charizard-Mega-Y,2.43417
64,Reuniclus,2.14024
65,Ditto,2.05552
66,Azumarill,1.98001
67,Mamoswine,1.97304
68,Kingdra,1.96059
69,Serperior,1.8874
70,Scizor,1.72086
71,Seismitoad,1.66219
72,Starmie,1.61437
73,Dragonite,1.46784
74,Mantine,1.40981
75,Cresselia,1.3317
76,Gengar,1.31932
77,Crawdaunt,1.31286
78,Suicune,1.2932
79,Manaphy,1.24174
80,Araquanid,1.22557
81,Gyarados,1.21602
82,Gastrodon,1.16137
83,Muk-Alola,1.12457
84,Latias,1.11156
85,Kommo-o,1.05949
86,Beedrill-Mega,1.0279
