Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,36.4604
2,Magearna,29.65284
3,Greninja-Ash,21.37087
4,Tornadus-Therian,18.94059
5,Zygarde,17.88163
6,Toxapex,17.52623
7,Heatran,17.02334
8,Kartana,16.20491
9,Excadrill,16.06274
10,Clefable,15.33823
11,Zapdos,15.18486
12,Chansey,14.99378
13,Tapu Lele,14.53027
14,Tapu Koko,14.18824
15,Ferrothorn,13.95477
16,Greninja,12.11828
17,Tangrowth,10.15381
18,Celesteela,9.54815
19,Skarmory,9.45469
20,Tapu Bulu,9.30022
21,Mawile-Mega,9.06378
22,Swampert-Mega,7.69043
23,Scizor-Mega,7.53515
24,Medicham-Mega,7.19948
25,Pelipper,7.17796
26,Hippowdon,7.08908
27,Sableye-Mega,6.87505
28,Garchomp,6.70309
29,Gliscor,6.40228
30,Alakazam-Mega,6.2511
31,Gyarados-Mega,6.21653
32,Blacephalon,6.00999
33,Charizard-Mega-X,5.88224
34,Tapu Fini,5.62021
35,Hawlucha,5.24552
36,Amoonguss,5.00817
37,Jirachi,4.71635
38,Mew,4.62219
39,Keldeo,4.54272
40,Magnezone,4.38748
41,Rotom-Wash,4.319
42,Tyranitar-Mega,4.19272
43,Latias-Mega,4.1083
44,Manaphy,4.10071
45,Victini,4.0839
46,Pinsir-Mega,4.03489
47,Serperior,4.02729
48,Kyurem-Black,3.85026
49,Tyranitar,3.7823
50,Garchomp-Mega,3.70075
51,Volcarona,3.69092
52,Lopunny-Mega,3.51586
53,Mimikyu,3.0835
54,Quagsire,2.77866
55,Diancie-Mega,2.5828
56,Venusaur-Mega,2.56242
57,Reuniclus,2.50024
58,Azumarill,2.47362
59,Weavile,2.32636
60,Charizard-Mega-Y,2.31011
61,Alomomola,2.28583
62,Slowbro-Mega,2.22606
63,Muk-Alola,2.07131
64,Thundurus-Therian,1.96936
65,Gyarados,1.9431
66,Ninetales-Alola,1.86125
67,Bisharp,1.85119
68,Hoopa-Unbound,1.84354
69,Gastrodon,1.75005
70,Kingdra,1.66991
71,Suicune,1.64082
72,Hydreigon,1.54847
73,Volcanion,1.52944
74,Marowak-Alola,1.50695
75,Kyurem,1.47597
76,Ditto,1.4414
77,Pyukumuku,1.41182
78,Mantine,1.3985
79,Aggron-Mega,1.36139
80,Nihilego,1.29846
81,Ribombee,1.2752
82,Heracross-Mega,1.21103
83,Scizor,1.15552
84,Shedinja,1.12554
85,Slowbro,1.11465
86,Crawdaunt,1.09926
87,Araquanid,1.05729
88,Dragonite,1.04584
