Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,41.5482
2,Magearna,23.93781
3,Zygarde,20.63282
4,Celesteela,17.84378
5,Dugtrio,17.44857
6,Greninja-Ash,16.67169
7,Toxapex,16.64744
8,Clefable,15.87765
9,Chansey,15.3732
10,Tapu Koko,15.23354
11,Skarmory,15.07246
12,Tangrowth,13.93063
13,Mew,13.89336
14,Heatran,13.6891
15,Tapu Lele,13.66088
16,Greninja,13.21813
17,Ferrothorn,13.06291
18,Latios,11.14426
19,Zapdos,10.27116
20,Tapu Fini,10.07739
21,Lopunny-Mega,9.86138
22,Garchomp,8.60902
23,Sableye-Mega,8.39816
24,Marshadow,8.36723
25,Keldeo,8.31729
26,Mawile-Mega,7.9088
27,Venusaur-Mega,7.72019
28,Excadrill,7.33749
29,Tapu Bulu,7.33081
30,Pinsir-Mega,6.90073
31,Mimikyu,6.15821
32,Scizor-Mega,5.78855
33,Charizard-Mega-Y,5.71609
34,Bisharp,5.54137
35,Tyranitar,5.45499
36,Medicham-Mega,5.33717
37,Pelipper,4.38303
38,Ninetales-Alola,4.28456
39,Tyranitar-Mega,4.24156
40,Gengar,4.06172
41,Charizard-Mega-X,3.96709
42,Marowak-Alola,3.80029
43,Kyurem-Black,3.73221
44,Suicune,3.6617
45,Magnezone,3.63103
46,Swampert-Mega,3.55006
47,Rotom-Wash,3.53145
48,Alakazam-Mega,3.51199
49,Manaphy,3.50551
50,Kartana,3.15156
51,Quagsire,2.96747
52,Tornadus-Therian,2.89186
53,Kingdra,2.84648
54,Jirachi,2.82803
55,Nihilego,2.74891
56,Latias,2.62539
57,Volcarona,2.53463
58,Manectric-Mega,2.46074
59,Smeargle,2.35678
60,Mantine,2.29637
61,Hoopa-Unbound,2.27742
62,Heracross-Mega,2.27003
63,Hawlucha,2.26459
64,Gallade-Mega,2.18109
65,Scizor,2.13612
66,Cresselia,2.10758
67,Serperior,2.01857
68,Gyarados-Mega,1.63508
69,Mandibuzz,1.62606
70,Azelf,1.61845
71,Gardevoir-Mega,1.58024
72,Victini,1.53714
73,Talonflame,1.50917
74,Camerupt-Mega,1.49258
75,Azumarill,1.49123
76,Weavile,1.47366
77,Tentacruel,1.41176
78,Alomomola,1.38366
79,Dragonite,1.37017
80,Thundurus,1.36893
81,Gyarados,1.35683
82,Hydreigon,1.33763
83,Amoonguss,1.29293
84,Mamoswine,1.23213
85,Hippowdon,1.21043
86,Gastrodon,1.12997
87,Slowbro-Mega,1.06404
88,Aerodactyl-Mega,1.01641
