Rank,Pokemon,Weighted Usage %
1,Incineroar,40.4275
2,Landorus-Therian,37.40737
3,Tapu Fini,34.40527
4,Tapu Lele,33.09928
5,Metagross-Mega,22.54153
6,Tapu Koko,21.5603
7,Zapdos,19.02145
8,Kartana,18.24057
9,Charizard-Mega-Y,13.4937
10,Kommo-o,10.92541
11,Hoopa-Unbound,10.84098
12,Zygarde,10.46383
13,Volcanion,10.31825
14,Kyurem-Black,10.27982
15,Tapu Bulu,10.25708
16,Amoonguss,9.99654
17,Deoxys-Attack,9.93514
18,Suicune,8.23576
19,Volcarona,8.15884
20,Genesect,8.14302
21,Smeargle,7.96567
22,Pelipper,7.11919
23,Kingdra,6.6402
24,Diancie-Mega,6.04874
25,Mew,5.97488
26,Porygon2,5.9043
27,Diancie,5.83269
28,Gastrodon,5.80069
29,Bronzong,5.37928
30,Shaymin-Sky,5.37346
31,Victini,5.27275
32,Manectric-Mega,4.97749
33,Gothitelle,4.96235
34,Stakataka,4.93721
35,Togedemaru,4.60902
36,Salamence-Mega,4.49909
37,Politoed,4.47935
38,Chansey,4.38405
39,Ferrothorn,4.31127
40,Whimsicott,4.26793
41,Gardevoir-Mega,4.24198
42,Aegislash,4.20391
43,Torkoal,4.17457
44,Scizor-Mega,4.03404
45,Swampert-Mega,4.01922
46,Milotic,3.96119
47,Camerupt-Mega,3.77422
48,Tyranitar,3.69799
49,Heatran,3.44293
50,Mimikyu,3.43147
51,Garchomp,3.25736
52,Scrafty,3.21779
53,Zeraora,3.07567
54,Tyranitar-Mega,3.0615
55,Muk-Alola,3.00718
56,Celesteela,3.00389
57,Cresselia,2.81978
58,Venusaur-Mega,2.79535
59,Lurantis,2.74937
60,Gyarados-Mega,2.60779
61,Thundurus,2.57982
62,Mawile-Mega,2.55966
63,Ludicolo,2.55917
64,Ninetales-Alola,2.44039
65,Hitmonlee,2.22571
66,Latias-Mega,1.98052
67,Blastoise,1.85479
68,Scizor,1.68991
69,Tornadus,1.56238
70,Nidoqueen,1.56031
71,Exeggutor,1.54029
72,Oranguru,1.40903
73,Naganadel,1.3401
74,Lucario-Mega,1.32505
75,Persian-Alola,1.30333
76,Togekiss,1.3004
77,Hitmontop,1.28404
78,Tsareena,1.16711
79,Landorus,1.07191
80,Shuckle,1.05459
81,Gallade-Mega,1.0366
82,Excadrill,1.03178
