Rank,Pokemon,Weighted Usage %
1,Tapu Lele,29.48288
2,Tapu Fini,27.00263
3,Hoopa-Unbound,26.20658
4,Landorus-Therian,26.19274
5,Salamence-Mega,20.0954
6,Heatran,18.98172
7,Zapdos,18.89838
8,Aegislash,18.50119
9,Tapu Koko,18.37835
10,Deoxys-Attack,16.55478
11,Tyranitar,16.10823
12,Metagross-Mega,15.83193
13,Snorlax,14.48612
14,Diancie,13.25553
15,Amoonguss,11.92616
16,Zygarde,11.58491
17,Ferrothorn,11.30717
18,Celesteela,11.24856
19,Charizard-Mega-Y,10.02112
20,Scrafty,9.9105
21,Pelipper,9.06026
22,Tapu Bulu,8.15245
23,Victini,7.96874
24,Kingdra,7.48992
25,Gengar-Mega,7.04005
26,Excadrill,6.85317
27,Kyurem-Black,6.50718
28,Gigalith,6.29315
29,Politoed,6.2696
30,Volcanion,6.25401
31,Abomasnow-Mega,6.15335
32,Gyarados-Mega,5.68694
33,Cresselia,5.32499
34,Milotic,5.20102
35,Porygon2,4.98064
36,Ludicolo,4.59383
37,Terrakion,4.49002
38,Mew,4.46462
39,Volcarona,4.31263
40,Breloom,3.99539
41,Swampert-Mega,3.9808
42,Marowak-Alola,3.87365
43,Shaymin-Sky,3.42807
44,Thundurus-Therian,3.23886
45,Mawile-Mega,3.13027
46,Scizor-Mega,3.06412
47,Araquanid,3.04844
48,Suicune,2.79064
49,Arcanine,2.72436
50,Aerodactyl,2.61619
51,Genesect,2.60304
52,Hippowdon,2.52167
53,Mimikyu,2.48277
54,Kartana,2.47764
55,Rhydon,2.47566
56,Landorus,2.24774
57,Porygon-Z,2.22818
58,Gastrodon,2.09851
59,Sylveon,2.07692
60,Weavile,2.01586
61,Ninetales-Alola,1.9529
62,Blastoise-Mega,1.93178
63,Torkoal,1.86883
64,Garchomp,1.86434
65,Latios,1.86039
66,Raichu,1.74778
67,Hydreigon,1.66464
68,Venusaur-Mega,1.60655
69,Oranguru,1.58167
70,Gyarados,1.51617
71,Whimsicott,1.51306
72,Omastar,1.46414
73,Greninja-Ash,1.46166
74,Muk-Alola,1.44129
75,Thundurus,1.37481
76,Smeargle,1.34678
77,Hitmontop,1.31299
78,Azumarill,1.28465
79,Murkrow,1.24841
80,Sceptile-Mega,1.21911
81,Pheromosa,1.20677
82,Tyranitar-Mega,1.18831
83,Bronzong,1.11477
84,Togekiss,1.10035
85,Hariyama,1.09332
86,Venusaur,1.07592
