Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,42.91221
2,Magearna,31.74335
3,Greninja-Ash,22.2048
4,Tornadus-Therian,19.34828
5,Kartana,19.26891
6,Ferrothorn,19.15886
7,Toxapex,17.69903
8,Tapu Koko,16.65027
9,Tapu Lele,14.19892
10,Chansey,13.99591
11,Heatran,13.39334
12,Zapdos,12.76903
13,Clefable,10.41312
14,Garchomp,10.16975
15,Swampert-Mega,9.95003
16,Skarmory,9.88673
17,Excadrill,9.86201
18,Pelipper,9.59554
19,Medicham-Mega,9.55653
20,Greninja,9.51317
21,Tapu Fini,9.43083
22,Celesteela,9.09063
23,Rotom-Wash,8.77584
24,Tangrowth,8.2683
25,Gliscor,7.85829
26,Latias-Mega,7.84871
27,Tapu Bulu,7.50391
28,Mawile-Mega,6.79129
29,Hawlucha,6.73558
30,Lopunny-Mega,6.06416
31,Kommo-o,6.02383
32,Volcarona,5.97106
33,Magnezone,5.80825
34,Sableye-Mega,5.68907
35,Scizor-Mega,5.40162
36,Victini,5.31758
37,Tyranitar,5.2189
38,Diancie-Mega,5.13446
39,Jirachi,5.09785
40,Azumarill,4.95003
41,Alakazam-Mega,4.83789
42,Serperior,4.67672
43,Kyurem-Black,4.52306
44,Reuniclus,4.49963
45,Keldeo,4.39905
46,Hippowdon,4.39565
47,Venusaur-Mega,4.16543
48,Gyarados-Mega,4.12907
49,Blacephalon,4.09217
50,Charizard-Mega-X,4.06404
51,Mew,3.54575
52,Weavile,3.09013
53,Hoopa-Unbound,2.91113
54,Latios-Mega,2.89755
55,Tyranitar-Mega,2.86367
56,Pinsir-Mega,2.78289
57,Charizard-Mega-Y,2.61592
58,Bisharp,2.57274
59,Manaphy,2.53656
60,Hydreigon,2.21099
61,Garchomp-Mega,1.98208
62,Amoonguss,1.80195
63,Slowbro,1.77632
64,Heracross-Mega,1.74498
65,Kingdra,1.73643
66,Quagsire,1.71775
67,Alomomola,1.71104
68,Crawdaunt,1.6868
69,Ditto,1.61664
70,Pyukumuku,1.60374
71,Dragonite,1.60272
72,Seismitoad,1.49842
73,Scizor,1.40759
74,Mamoswine,1.39807
75,Volcanion,1.38011
76,Gastrodon,1.37929
77,Mantine,1.33214
78,Mimikyu,1.30902
79,Kyurem,1.28112
80,Araquanid,1.24721
81,Cresselia,1.18217
82,Thundurus,1.11106
83,Marowak-Alola,1.04176
84,Manectric-Mega,1.04165
85,Muk-Alola,1.02179
86,Zeraora,1.01317
