Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,45.25248
2,Metagross-Mega,33.45595
3,Tapu Fini,30.76761
4,Tapu Lele,23.02386
5,Greninja-Ash,17.4946
6,Pheromosa,16.97014
7,Magearna,16.30763
8,Garchomp,14.93096
9,Dugtrio,13.84157
10,Tapu Koko,13.4817
11,Greninja,12.62364
12,Excadrill,11.65845
13,Sableye-Mega,11.41307
14,Toxapex,11.27768
15,Heatran,11.20717
16,Ferrothorn,11.09429
17,Celesteela,10.97055
18,Chansey,10.41783
19,Skarmory,10.29897
20,Tapu Bulu,10.20568
21,Zygarde,9.4212
22,Magnezone,9.19972
23,Hoopa-Unbound,8.71707
24,Marowak-Alola,8.24831
25,Zapdos,8.05606
26,Scizor-Mega,7.11661
27,Kartana,7.04609
28,Charizard-Mega-X,6.4589
29,Pinsir-Mega,6.03433
30,Volcarona,5.77532
31,Latios,5.73315
32,Manaphy,5.57418
33,Mimikyu,5.30321
34,Charizard-Mega-Y,5.28108
35,Venusaur-Mega,5.24728
36,Scolipede,5.08269
37,Clefable,4.91587
38,Jirachi,4.67145
39,Tangrowth,4.5979
40,Rotom-Wash,4.35505
41,Mamoswine,4.29471
42,Nihilego,4.27941
43,Tyranitar,4.21782
44,Gyarados-Mega,3.84737
45,Shedinja,3.75736
46,Dragonite,3.66188
47,Quagsire,3.43626
48,Gengar,3.26813
49,Xurkitree,3.17888
50,Salamence,3.15815
51,Buzzwole,3.14901
52,Bisharp,2.97894
53,Amoonguss,2.93657
54,Muk-Alola,2.82365
55,Necrozma,2.62336
56,Alakazam-Mega,2.41637
57,Keldeo,2.3561
58,Sharpedo-Mega,2.3173
59,Togekiss,2.21448
60,Alomomola,2.18656
61,Tornadus-Therian,2.18603
62,Gyarados,2.11116
63,Pelipper,2.0748
64,Hippowdon,1.99001
65,Azelf,1.96783
66,Kyurem-Black,1.95673
67,Seismitoad,1.80203
68,Hydreigon,1.76714
69,Mantine,1.75942
70,Serperior,1.72691
71,Thundurus-Therian,1.54387
72,Kingdra,1.47359
73,Mew,1.39828
74,Klefki,1.35213
75,Ditto,1.30455
76,Breloom,1.29755
77,Porygon-Z,1.28426
78,Bronzong,1.26007
79,Zygarde-10%,1.20156
80,Mandibuzz,1.16987
81,Golisopod,1.11013
82,Victini,1.08854
83,Terrakion,1.03409
84,Talonflame,1.00008
