Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,41.85709
2,Tapu Koko,22.47012
3,Magearna,22.32085
4,Tapu Lele,19.12287
5,Ferrothorn,16.98508
6,Greninja-Ash,16.23232
7,Greninja,15.92281
8,Zygarde,15.46703
9,Heatran,14.71291
10,Chansey,14.52861
11,Kartana,14.11287
12,Toxapex,14.03403
13,Excadrill,13.19061
14,Celesteela,11.64995
15,Tangrowth,11.50349
16,Skarmory,11.48981
17,Scizor-Mega,11.42058
18,Mimikyu,10.89003
19,Mew,10.26575
20,Zapdos,10.24931
21,Clefable,10.058
22,Latios,9.87136
23,Keldeo,8.99156
24,Pinsir-Mega,7.76407
25,Pelipper,7.3551
26,Diancie-Mega,7.22318
27,Garchomp,7.22052
28,Sableye-Mega,7.12871
29,Magnezone,7.07502
30,Tapu Bulu,7.0566
31,Tapu Fini,6.57446
32,Kyurem-Black,6.45914
33,Swampert-Mega,6.35489
34,Mawile-Mega,6.33797
35,Tyranitar,6.2632
36,Venusaur-Mega,6.16362
37,Victini,6.11885
38,Gyarados-Mega,6.10691
39,Lopunny-Mega,5.54988
40,Hawlucha,4.81035
41,Charizard-Mega-X,4.74353
42,Bisharp,4.69216
43,Medicham-Mega,4.58867
44,Quagsire,3.88676
45,Marowak-Alola,3.84127
46,Kingdra,3.83595
47,Manaphy,3.73195
48,Dugtrio,3.51993
49,Latias-Mega,3.48713
50,Tornadus-Therian,3.40833
51,Volcarona,3.3088
52,Mantine,3.18761
53,Gengar,3.09919
54,Alakazam-Mega,3.0594
55,Ninetales-Alola,3.03008
56,Ditto,2.91069
57,Jirachi,2.71176
58,Hoopa-Unbound,2.63224
59,Weavile,2.55976
60,Alomomola,2.55655
61,Charizard-Mega-Y,2.28251
62,Tyranitar-Mega,2.12534
63,Dragonite,2.08857
64,Thundurus-Therian,1.87192
65,Azelf,1.8089
66,Hippowdon,1.7911
67,Gyarados,1.70082
68,Nihilego,1.66845
69,Gliscor,1.65152
70,Serperior,1.56857
71,Amoonguss,1.40371
72,Rotom-Wash,1.38289
73,Heracross-Mega,1.34463
74,Cresselia,1.32168
75,Gastrodon,1.24797
76,Latias,1.24159
77,Shuckle,1.21907
78,Salamence,1.161
79,Suicune,1.14529
80,Talonflame,1.13983
81,Azumarill,1.12733
82,Tentacruel,1.08699
83,Crawdaunt,1.03784
