Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,41.93482
2,Magearna,23.5363
3,Tapu Lele,21.69482
4,Zygarde,21.59718
5,Tapu Koko,18.11009
6,Greninja,16.22848
7,Heatran,15.57265
8,Tangrowth,15.00608
9,Greninja-Ash,14.68848
10,Chansey,13.89682
11,Tapu Fini,12.68803
12,Keldeo,12.63676
13,Ferrothorn,12.56172
14,Celesteela,12.44443
15,Skarmory,12.33368
16,Garchomp,12.14011
17,Medicham-Mega,11.92846
18,Dugtrio,11.76645
19,Scizor-Mega,10.264
20,Zapdos,10.10443
21,Heracross-Mega,9.92396
22,Excadrill,9.92386
23,Toxapex,9.31299
24,Mawile-Mega,8.81853
25,Latios,8.12592
26,Venusaur-Mega,7.9069
27,Alakazam-Mega,7.41137
28,Clefable,7.22181
29,Pinsir-Mega,7.00395
30,Tapu Bulu,6.94351
31,Sableye-Mega,6.50075
32,Gengar,6.36165
33,Bisharp,5.99031
34,Charizard-Mega-X,5.90739
35,Mew,5.76805
36,Mimikyu,5.41772
37,Magnezone,5.2573
38,Tyranitar,4.63863
39,Jirachi,4.6007
40,Nihilego,4.47174
41,Tornadus-Therian,4.44714
42,Marowak-Alola,4.42901
43,Scolipede,4.0193
44,Manaphy,3.91162
45,Volcarona,3.65767
46,Kartana,3.65431
47,Rotom-Wash,3.62547
48,Charizard-Mega-Y,3.52152
49,Smeargle,3.1487
50,Ditto,2.98922
51,Pelipper,2.86031
52,Weavile,2.74572
53,Hawlucha,2.61851
54,Thundurus,2.48133
55,Kyurem-Black,2.45252
56,Espeon,2.44144
57,Muk-Alola,2.41585
58,Mandibuzz,2.36136
59,Hoopa-Unbound,2.32222
60,Scizor,2.30855
61,Latias,2.23063
62,Gyarados-Mega,2.0555
63,Serperior,2.05447
64,Kingdra,2.03731
65,Dragonite,1.91898
66,Mamoswine,1.89534
67,Hippowdon,1.85889
68,Mantine,1.76579
69,Alomomola,1.71131
70,Reuniclus,1.68515
71,Cresselia,1.68432
72,Amoonguss,1.66551
73,Gastrodon,1.58428
74,Buzzwole,1.56792
75,Quagsire,1.51204
76,Necrozma,1.472
77,Shedinja,1.38028
78,Thundurus-Therian,1.35716
79,Azumarill,1.34007
80,Gyarados,1.31876
81,Houndoom-Mega,1.26452
82,Tentacruel,1.23727
83,Terrakion,1.23085
84,Azelf,1.19747
85,Beedrill-Mega,1.166
86,Druddigon,1.13848
87,Aerodactyl-Mega,1.09091
88,Breloom,1.04503
89,Garchomp-Mega,1.02563
90,Swampert-Mega,1.02217
