Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,54.1788
2,Magearna,26.74433
3,Tapu Koko,21.23473
4,Heatran,18.31802
5,Kartana,17.84095
6,Tapu Lele,15.60761
7,Greninja-Ash,15.60426
8,Naganadel,15.53998
9,Toxapex,14.87071
10,Ferrothorn,13.54381
11,Greninja,13.03006
12,Chansey,12.81297
13,Tyranitar,11.94402
14,Zygarde,11.87279
15,Clefable,11.25951
16,Keldeo,10.50134
17,Skarmory,9.502
18,Scizor-Mega,9.12559
19,Celesteela,8.99399
20,Excadrill,8.85729
21,Tapu Bulu,8.60014
22,Tangrowth,8.13628
23,Lopunny-Mega,7.95648
24,Blacephalon,7.66485
25,Zapdos,7.63876
26,Magnezone,7.563
27,Medicham-Mega,7.04637
28,Bisharp,6.95589
29,Gyarados-Mega,6.93769
30,Hawlucha,6.93759
31,Mimikyu,6.82061
32,Venusaur-Mega,6.80427
33,Pinsir-Mega,6.73173
34,Latios,6.68459
35,Tapu Fini,5.98765
36,Stakataka,5.6442
37,Sableye-Mega,5.42416
38,Mawile-Mega,5.11037
39,Diancie-Mega,4.80844
40,Mew,4.55529
41,Victini,4.21385
42,Charizard-Mega-X,4.01472
43,Kyurem-Black,3.89287
44,Latias-Mega,3.84574
45,Pelipper,3.80035
46,Swampert-Mega,3.72419
47,Tyranitar-Mega,3.64496
48,Ditto,3.46972
49,Garchomp,3.31884
50,Alakazam-Mega,2.95775
51,Weavile,2.95643
52,Rotom-Wash,2.82043
53,Gliscor,2.69653
54,Latios-Mega,2.63301
55,Hoopa-Unbound,2.55889
56,Amoonguss,2.55505
57,Mantine,2.55089
58,Alomomola,2.54685
59,Ninetales-Alola,2.48807
60,Marowak-Alola,2.45639
61,Cresselia,2.40247
62,Volcarona,2.2345
63,Tornadus-Therian,2.21388
64,Gengar,2.12029
65,Quagsire,2.04229
66,Jirachi,2.02572
67,Hippowdon,2.02555
68,Shuckle,2.01384
69,Kingdra,1.99924
70,Muk-Alola,1.88067
71,Serperior,1.85436
72,Crawdaunt,1.80281
73,Suicune,1.7919
74,Ribombee,1.784
75,Volcanion,1.78025
76,Uxie,1.70615
77,Manaphy,1.55734
78,Dragonite,1.55725
79,Charizard-Mega-Y,1.51665
80,Gyarados,1.45017
81,Reuniclus,1.41607
82,Camerupt-Mega,1.40718
83,Azumarill,1.31809
84,Nihilego,1.19462
85,Latias,1.11461
86,Mamoswine,1.0755
87,Lycanroc-Dusk,1.06474
88,Kommo-o,1.03188
