Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,40.42436
2,Magearna,26.1141
3,Heatran,22.12863
4,Clefable,18.92449
5,Chansey,18.83865
6,Zygarde,17.57293
7,Tapu Koko,16.95828
8,Greninja-Ash,16.56466
9,Zapdos,16.4421
10,Toxapex,15.50543
11,Ferrothorn,15.17344
12,Tornadus-Therian,15.07907
13,Greninja,13.13883
14,Tapu Bulu,12.45171
15,Tangrowth,12.3559
16,Skarmory,11.72566
17,Tapu Lele,11.35975
18,Kartana,11.33499
19,Excadrill,10.19294
20,Mawile-Mega,9.46409
21,Scizor-Mega,8.0539
22,Alakazam-Mega,7.89846
23,Medicham-Mega,7.8795
24,Sableye-Mega,7.48347
25,Keldeo,7.34716
26,Hippowdon,6.96185
27,Tapu Fini,6.73051
28,Venusaur-Mega,6.39211
29,Serperior,6.29013
30,Volcarona,6.28743
31,Magnezone,6.20505
32,Hawlucha,6.06597
33,Gliscor,5.74521
34,Celesteela,5.56882
35,Blacephalon,5.41319
36,Kyurem-Black,5.40737
37,Rotom-Wash,4.73463
38,Charizard-Mega-X,4.6664
39,Bisharp,4.5533
40,Garchomp,4.52575
41,Gastrodon,4.49809
42,Lopunny-Mega,4.46702
43,Latias-Mega,4.46518
44,Pinsir-Mega,4.44854
45,Jirachi,4.36406
46,Tyranitar,4.30541
47,Swampert-Mega,3.98043
48,Gyarados-Mega,3.84829
49,Pelipper,3.67365
50,Hoopa-Unbound,3.5315
51,Diancie-Mega,3.37072
52,Quagsire,3.21202
53,Victini,3.03584
54,Mew,2.98499
55,Charizard-Mega-Y,2.87321
56,Manaphy,2.72322
57,Ninetales-Alola,2.71963
58,Tyranitar-Mega,2.52746
59,Reuniclus,2.4672
60,Weavile,2.40998
61,Mimikyu,2.37916
62,Latios-Mega,2.2815
63,Hydreigon,2.10502
64,Crawdaunt,2.05192
65,Muk-Alola,1.88826
66,Moltres,1.81708
67,Amoonguss,1.6566
68,Latios,1.45636
69,Slowbro,1.4517
70,Kingdra,1.42901
71,Marowak-Alola,1.37791
72,Dragonite,1.25856
73,Slowbro-Mega,1.25615
74,Gyarados,1.25602
75,Zeraora,1.2237
76,Azumarill,1.19863
77,Starmie,1.14657
78,Cresselia,1.12569
79,Heracross-Mega,1.11735
80,Ditto,1.09771
81,Kommo-o,1.09158
82,Talonflame,1.0243
