Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,40.78309
2,Magearna,25.01651
3,Heatran,22.20193
4,Toxapex,19.52567
5,Zapdos,19.46126
6,Greninja-Ash,18.13715
7,Zygarde,17.02935
8,Chansey,16.31628
9,Kartana,16.25945
10,Clefable,15.93662
11,Tapu Koko,15.34451
12,Tornadus-Therian,14.75765
13,Ferrothorn,14.52178
14,Tapu Lele,13.26209
15,Mawile-Mega,12.31816
16,Tapu Bulu,11.20015
17,Tangrowth,10.50618
18,Excadrill,10.20122
19,Skarmory,8.77025
20,Keldeo,8.2882
21,Greninja,8.07853
22,Celesteela,8.07382
23,Gliscor,7.83257
24,Serperior,7.83178
25,Garchomp,7.28847
26,Tapu Fini,6.94308
27,Hippowdon,6.81694
28,Scizor-Mega,6.76595
29,Sableye-Mega,6.46982
30,Medicham-Mega,6.2156
31,Hawlucha,6.149
32,Lopunny-Mega,5.98537
33,Swampert-Mega,5.3017
34,Volcarona,5.29447
35,Latias-Mega,5.27137
36,Kyurem-Black,5.08594
37,Alakazam-Mega,4.99431
38,Magnezone,4.96053
39,Pelipper,4.77604
40,Tyranitar,4.7418
41,Venusaur-Mega,4.56412
42,Jirachi,4.34381
43,Pinsir-Mega,4.32733
44,Victini,4.15943
45,Diancie-Mega,4.0025
46,Charizard-Mega-X,3.87166
47,Gyarados-Mega,3.81374
48,Charizard-Mega-Y,3.72296
49,Blacephalon,3.60041
50,Rotom-Wash,3.58646
51,Hoopa-Unbound,3.51658
52,Bisharp,3.44651
53,Reuniclus,2.88394
54,Tyranitar-Mega,2.7025
55,Suicune,2.5382
56,Gastrodon,2.50229
57,Manaphy,2.39039
58,Kingdra,2.31027
59,Mew,2.21465
60,Shedinja,2.17382
61,Weavile,2.13743
62,Mimikyu,1.96337
63,Quagsire,1.88691
64,Muk-Alola,1.88305
65,Latios-Mega,1.86543
66,Slowbro-Mega,1.79371
67,Hydreigon,1.78167
68,Amoonguss,1.77817
69,Pyukumuku,1.7737
70,Slowbro,1.59469
71,Gyarados,1.49849
72,Ninetales-Alola,1.41426
73,Ditto,1.41331
74,Crawdaunt,1.37961
75,Azumarill,1.35977
76,Heracross-Mega,1.34039
77,Marowak-Alola,1.29175
78,Cresselia,1.20283
79,Ribombee,1.19089
80,Terrakion,1.15238
81,Gengar,1.10457
82,Buzzwole,1.0975
83,Araquanid,1.07331
84,Thundurus-Therian,1.03666
