Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,44.63355
2,Magearna,28.08461
3,Greninja-Ash,21.37253
4,Heatran,19.46677
5,Kartana,18.8983
6,Toxapex,17.89862
7,Tapu Koko,17.58047
8,Ferrothorn,17.46016
9,Tornadus-Therian,16.69385
10,Tapu Lele,16.50361
11,Chansey,16.29083
12,Skarmory,12.91707
13,Zapdos,12.69073
14,Clefable,11.81113
15,Greninja,11.17561
16,Gliscor,10.51556
17,Mawile-Mega,10.0456
18,Excadrill,9.83889
19,Garchomp,9.759
20,Medicham-Mega,9.25535
21,Tapu Bulu,9.02573
22,Rotom-Wash,8.43684
23,Swampert-Mega,7.97346
24,Tapu Fini,7.75959
25,Tangrowth,7.46849
26,Jirachi,7.26306
27,Pelipper,6.63726
28,Celesteela,6.63423
29,Keldeo,6.5683
30,Scizor-Mega,6.47788
31,Hawlucha,6.1729
32,Venusaur-Mega,6.03532
33,Magnezone,5.86874
34,Sableye-Mega,5.7573
35,Victini,5.63015
36,Latias-Mega,5.21312
37,Kyurem-Black,5.08207
38,Lopunny-Mega,4.87762
39,Volcarona,4.77191
40,Tyranitar,4.67602
41,Pinsir-Mega,4.43904
42,Bisharp,4.30402
43,Alakazam-Mega,4.30071
44,Serperior,4.04298
45,Charizard-Mega-X,4.0375
46,Hoopa-Unbound,3.96437
47,Reuniclus,3.93784
48,Diancie-Mega,3.84359
49,Mew,3.8
50,Hippowdon,3.43521
51,Gyarados-Mega,3.2212
52,Manaphy,3.15523
53,Charizard-Mega-Y,2.93513
54,Azumarill,2.90455
55,Weavile,2.87777
56,Amoonguss,2.83838
57,Blacephalon,2.73799
58,Quagsire,2.64214
59,Volcanion,2.60469
60,Mimikyu,2.59457
61,Alomomola,2.32394
62,Hydreigon,2.28123
63,Tyranitar-Mega,2.26116
64,Muk-Alola,2.14348
65,Latios-Mega,2.1086
66,Slowbro-Mega,1.89147
67,Ditto,1.85055
68,Garchomp-Mega,1.81162
69,Kommo-o,1.58479
70,Thundurus-Therian,1.54739
71,Terrakion,1.53968
72,Gengar,1.52091
73,Suicune,1.46971
74,Kingdra,1.46357
75,Kyurem,1.43693
76,Gastrodon,1.24313
77,Ribombee,1.15451
78,Buzzwole,1.13486
79,Dragonite,1.12813
80,Slowbro,1.12037
81,Marowak-Alola,1.11273
82,Gallade-Mega,1.11221
