Rank,Pokemon,Weighted Usage %
1,Tapu Lele,38.06666
2,Landorus-Therian,37.83758
3,Salamence-Mega,23.65455
4,Heatran,22.09559
5,Tapu Fini,20.44628
6,Zapdos,20.21662
7,Hoopa-Unbound,18.9057
8,Aegislash,18.70376
9,Metagross-Mega,17.90633
10,Tapu Koko,17.35132
11,Deoxys-Attack,16.96485
12,Zygarde,13.48679
13,Amoonguss,12.97024
14,Charizard-Mega-Y,12.29099
15,Tyranitar,11.88331
16,Scrafty,9.29782
17,Porygon2,8.95265
18,Tapu Bulu,8.34762
19,Celesteela,7.72106
20,Ferrothorn,7.39877
21,Snorlax,7.39869
22,Politoed,7.39285
23,Gengar-Mega,7.1654
24,Genesect,7.0908
25,Mawile-Mega,7.04398
26,Victini,6.41835
27,Diancie,6.19036
28,Latios,6.03882
29,Gyarados-Mega,5.80028
30,Cresselia,5.59905
31,Kartana,5.47642
32,Kingdra,5.31857
33,Suicune,5.14687
34,Volcanion,4.89556
35,Breloom,4.55795
36,Excadrill,4.40917
37,Mimikyu,4.04965
38,Marowak-Alola,3.98773
39,Milotic,3.93556
40,Magnezone,3.86873
41,Pelipper,3.82688
42,Muk-Alola,3.7786
43,Ninetales-Alola,3.60861
44,Weavile,3.48639
45,Thundurus-Therian,3.47759
46,Terrakion,3.33597
47,Volcarona,3.31442
48,Gigalith,3.30934
49,Shaymin-Sky,3.15759
50,Arcanine,3.14899
51,Kyurem-Black,2.92475
52,Gastrodon,2.79329
53,Mew,2.75266
54,Drampa,2.72957
55,Whimsicott,2.68563
56,Pheromosa,2.61116
57,Rotom-Wash,2.59061
58,Hydreigon,2.38514
59,Hippowdon,2.27232
60,Torkoal,2.26345
61,Garchomp,2.2626
62,Aerodactyl,2.22642
63,Aerodactyl-Mega,2.16583
64,Landorus,2.15025
65,Araquanid,2.14946
66,Ludicolo,2.01526
67,Azumarill,1.97484
68,Sylveon,1.82776
69,Hariyama,1.6973
70,Bisharp,1.65663
71,Venusaur,1.44492
72,Venusaur-Mega,1.41609
73,Meloetta,1.3803
74,Gyarados,1.22372
75,Scizor-Mega,1.2199
76,Bronzong,1.21406
77,Blastoise-Mega,1.18408
78,Porygon-Z,1.17786
79,Raichu,1.14945
80,Xurkitree,1.12833
81,Drifblim,1.03249
