Rank,Pokemon,Weighted Usage %
1,Incineroar,37.80265
2,Tapu Lele,26.48415
3,Zygarde,26.46595
4,Tapu Fini,25.94103
5,Landorus-Therian,24.16056
6,Suicune,22.76973
7,Metagross-Mega,22.44916
8,Tapu Bulu,22.44083
9,Tapu Koko,20.3417
10,Kyurem-Black,15.10302
11,Gengar-Mega,14.72468
12,Hoopa-Unbound,12.79076
13,Genesect,12.08259
14,Amoonguss,10.46998
15,Zapdos,9.9247
16,Diancie-Mega,9.83195
17,Kommo-o,9.65004
18,Scrafty,9.45463
19,Ferrothorn,9.351
20,Volcanion,8.53091
21,Shuckle,7.96867
22,Gothitelle,7.69771
23,Mimikyu,7.60481
24,Tyranitar,7.12087
25,Volcarona,6.47109
26,Blissey,6.31679
27,Staraptor,6.20951
28,Stakataka,6.15459
29,Milotic,6.12997
30,Charizard-Mega-Y,5.72388
31,Whimsicott,5.67902
32,Pheromosa,5.51129
33,Blaziken-Mega,5.35476
34,Smeargle,5.23699
35,Manectric-Mega,5.23527
36,Mew,5.14097
37,Celesteela,4.48094
38,Aegislash,4.23723
39,Kartana,4.09524
40,Scizor-Mega,3.77771
41,Chandelure,3.7772
42,Excadrill,3.32022
43,Camerupt-Mega,3.27233
44,Heatran,3.21521
45,Pelipper,3.11513
46,Diancie,3.04757
47,Porygon2,3.02591
48,Gardevoir-Mega,2.93983
49,Kingdra,2.85382
50,Swampert-Mega,2.83127
51,Gliscor,2.67095
52,Victini,2.64616
53,Dusclops,2.52777
54,Gyarados-Mega,2.527
55,Meloetta,2.41154
56,Abomasnow-Mega,2.40085
57,Primarina,2.38343
58,Salamence-Mega,2.34143
59,Deoxys-Attack,2.25141
60,Dragonite,2.12237
61,Araquanid,2.1062
62,Cradily,2.06133
63,Aerodactyl,2.05666
64,Thundurus-Therian,2.03131
65,Tyranitar-Mega,2.01483
66,Torkoal,1.94651
67,Azumarill,1.92031
68,Gigalith,1.91637
69,Ninetales-Alola,1.89527
70,Oranguru,1.87916
71,Hippowdon,1.79727
72,Ludicolo,1.66748
73,Mawile-Mega,1.63174
74,Politoed,1.58123
75,Tornadus,1.48114
76,Bronzong,1.22722
77,Slowbro-Mega,1.20076
78,Braviary,1.15082
79,Necrozma,1.07578
80,Terrakion,1.06924
81,Weavile,1.06166
82,Togedemaru,1.03444
83,Marowak-Alola,1.01665
