Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,42.55849
2,Metagross-Mega,35.44555
3,Tapu Fini,26.02727
4,Pheromosa,21.43362
5,Tapu Lele,19.82681
6,Greninja-Ash,18.44652
7,Greninja,16.82226
8,Magearna,15.16313
9,Ferrothorn,14.46268
10,Garchomp,13.71153
11,Skarmory,13.28319
12,Toxapex,13.1382
13,Excadrill,12.92796
14,Celesteela,12.82128
15,Tapu Koko,12.09344
16,Heatran,11.85842
17,Dugtrio,11.82924
18,Chansey,11.74248
19,Scizor-Mega,9.87898
20,Zygarde,9.7653
21,Sableye-Mega,9.53506
22,Hoopa-Unbound,9.32849
23,Kartana,7.16542
24,Clefable,7.14877
25,Magnezone,7.12105
26,Nihilego,7.0062
27,Tangrowth,6.93229
28,Marowak-Alola,6.86764
29,Mimikyu,6.47224
30,Zapdos,6.1962
31,Pinsir-Mega,6.16747
32,Volcarona,6.13696
33,Charizard-Mega-X,5.93199
34,Tapu Bulu,5.73624
35,Gengar,5.47854
36,Mamoswine,5.18287
37,Dragonite,4.86126
38,Venusaur-Mega,4.62837
39,Tyranitar,4.39931
40,Latios,4.30387
41,Manaphy,4.29045
42,Rotom-Wash,4.10947
43,Charizard-Mega-Y,4.06828
44,Scolipede,4.02414
45,Gyarados-Mega,3.86995
46,Keldeo,3.71576
47,Bisharp,3.24281
48,Hippowdon,3.21428
49,Hydreigon,2.97889
50,Gyarados,2.9604
51,Jirachi,2.91822
52,Kyurem-Black,2.82036
53,Xurkitree,2.80393
54,Salamence,2.77902
55,Alakazam-Mega,2.75785
56,Alomomola,2.55227
57,Thundurus-Therian,2.46988
58,Shedinja,2.42417
59,Muk-Alola,2.34356
60,Tornadus-Therian,2.06379
61,Buzzwole,2.00115
62,Smeargle,1.84588
63,Quagsire,1.83606
64,Pelipper,1.79835
65,Azelf,1.72993
66,Serperior,1.7298
67,Amoonguss,1.71173
68,Necrozma,1.64699
69,Thundurus,1.63596
70,Sharpedo-Mega,1.55284
71,Bronzong,1.43763
72,Kingdra,1.37826
73,Mew,1.32555
74,Terrakion,1.32269
75,Ditto,1.27901
76,Togekiss,1.25455
77,Nidoking,1.14461
78,Breloom,1.11231
79,Klefki,1.07407
80,Tentacruel,1.01783
