Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,51.38374
2,Magearna,31.12409
3,Ferrothorn,22.17727
4,Greninja-Ash,21.6633
5,Tapu Koko,18.09524
6,Kartana,16.67718
7,Tornadus-Therian,16.47543
8,Heatran,15.96598
9,Toxapex,15.74847
10,Tapu Fini,13.01128
11,Chansey,12.89572
12,Medicham-Mega,11.99882
13,Tapu Lele,11.24566
14,Zapdos,11.11716
15,Rotom-Wash,10.67233
16,Tangrowth,10.19137
17,Lopunny-Mega,10.18773
18,Garchomp,10.09978
19,Clefable,9.65575
20,Greninja,9.47991
21,Excadrill,8.73452
22,Mawile-Mega,8.30952
23,Celesteela,8.28878
24,Hawlucha,8.09093
25,Skarmory,7.82311
26,Swampert-Mega,7.20445
27,Magnezone,7.04959
28,Gliscor,6.87585
29,Pelipper,6.83649
30,Latias-Mega,6.66768
31,Scizor-Mega,6.61538
32,Tapu Bulu,6.44045
33,Jirachi,5.99745
34,Kommo-o,5.65393
35,Alakazam-Mega,5.60581
36,Victini,5.31583
37,Volcarona,5.12382
38,Tyranitar,5.10531
39,Blacephalon,5.10145
40,Diancie-Mega,4.88865
41,Reuniclus,4.77484
42,Keldeo,4.72757
43,Serperior,4.33687
44,Venusaur-Mega,4.29703
45,Mew,3.93235
46,Sableye-Mega,3.70041
47,Azumarill,3.53005
48,Weavile,3.43662
49,Hoopa-Unbound,3.4335
50,Gyarados-Mega,3.37221
51,Tyranitar-Mega,3.30448
52,Bisharp,3.05369
53,Charizard-Mega-Y,2.99909
54,Kyurem-Black,2.97785
55,Hippowdon,2.949
56,Charizard-Mega-X,2.63804
57,Manaphy,2.56687
58,Mimikyu,2.52179
59,Ditto,2.36089
60,Pinsir-Mega,2.30209
61,Crawdaunt,2.26079
62,Slowbro,2.21674
63,Amoonguss,1.96639
64,Dragonite,1.85338
65,Gengar,1.79947
66,Meloetta,1.70151
67,Kingdra,1.67444
68,Gastrodon,1.6621
69,Heracross-Mega,1.53538
70,Mamoswine,1.52611
71,Quagsire,1.52513
72,Kyurem,1.47719
73,Latios-Mega,1.44263
74,Thundurus-Therian,1.38974
75,Cresselia,1.36837
76,Garchomp-Mega,1.36283
77,Manectric-Mega,1.19842
78,Alomomola,1.17177
79,Marowak-Alola,1.10481
80,Hydreigon,1.09233
81,Scizor,1.05835
82,Mantine,1.04832
