Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,27.49616
2,Tapu Lele,26.95979
3,Tapu Koko,24.2076
4,Scrafty,20.18368
5,Charizard-Mega-Y,20.03722
6,Hoopa-Unbound,20.00182
7,Tapu Fini,19.80851
8,Tapu Bulu,18.50118
9,Zygarde,18.08514
10,Aegislash,15.99814
11,Metagross-Mega,15.84036
12,Snorlax,15.2324
13,Amoonguss,14.14675
14,Zapdos,13.69173
15,Heatran,12.40353
16,Volcanion,12.13588
17,Salamence-Mega,11.81162
18,Whimsicott,10.88079
19,Necrozma,9.91552
20,Kyurem-Black,9.76441
21,Ferrothorn,9.16695
22,Gyarados-Mega,8.85905
23,Meloetta,7.60249
24,Tyranitar,7.13424
25,Excadrill,7.07035
26,Camerupt-Mega,6.72027
27,Diancie,6.34175
28,Mew,5.80286
29,Landorus,5.66073
30,Stakataka,5.59786
31,Celesteela,5.43102
32,Cresselia,5.38402
33,Mawile-Mega,5.12619
34,Gigalith,5.08123
35,Kartana,5.05431
36,Pheromosa,4.8101
37,Victini,4.55717
38,Aerodactyl,4.5378
39,Hippowdon,4.47428
40,Bronzong,4.46588
41,Pelipper,3.9932
42,Deoxys-Attack,3.98878
43,Gengar-Mega,3.70956
44,Volcarona,3.70862
45,Suicune,3.67559
46,Diancie-Mega,3.61824
47,Blacephalon,3.4823
48,Mimikyu,3.29648
49,Manectric-Mega,2.86453
50,Bisharp,2.81282
51,Kingdra,2.76285
52,Tyranitar-Mega,2.7256
53,Porygon2,2.72207
54,Genesect,2.71999
55,Scizor-Mega,2.68741
56,Gothitelle,2.67715
57,Kommo-o,2.28739
58,Ludicolo,2.26461
59,Manaphy,2.24987
60,Ninetales-Alola,2.22488
61,Latios,2.22318
62,Incineroar,1.90286
63,Naganadel,1.84562
64,Swampert-Mega,1.83615
65,Venusaur,1.77812
66,Thundurus-Therian,1.73313
67,Togekiss,1.71514
68,Milotic,1.6189
69,Shuckle,1.58342
70,Garchomp,1.56766
71,Staraptor,1.53041
72,Torkoal,1.47485
73,Cradily,1.38607
74,Oranguru,1.27072
75,Terrakion,1.24306
76,Weavile,1.20093
77,Marowak-Alola,1.16521
78,Gastrodon,1.12102
79,Pikachu,1.11443
80,Xurkitree,1.10394
81,Clefable,1.08983
82,Blastoise,1.06214
83,Politoed,1.02405
84,Lapras,1.00275
