Rank,Pokemon,Weighted Usage %
1,Tapu Lele,36.11897
2,Incineroar,33.12658
3,Landorus-Therian,31.95529
4,Tapu Fini,28.31013
5,Metagross-Mega,23.29402
6,Hoopa-Unbound,19.16813
7,Zapdos,17.52431
8,Tapu Bulu,16.85527
9,Gengar-Mega,15.35225
10,Tapu Koko,14.01042
11,Zygarde,12.3491
12,Kyurem-Black,11.44516
13,Genesect,10.91935
14,Amoonguss,10.62428
15,Suicune,10.58549
16,Deoxys-Attack,10.23954
17,Diancie-Mega,10.16614
18,Stakataka,9.60032
19,Scrafty,9.30428
20,Volcanion,9.02669
21,Victini,8.99151
22,Mimikyu,8.87225
23,Togedemaru,8.47929
24,Mew,8.32031
25,Bronzong,8.19717
26,Diancie,8.19151
27,Kartana,7.93122
28,Torkoal,7.85653
29,Volcarona,7.35431
30,Celesteela,6.86923
31,Shuckle,6.84309
32,Milotic,6.67899
33,Camerupt-Mega,6.3015
34,Ferrothorn,6.28615
35,Charizard-Mega-Y,6.22306
36,Blissey,5.99216
37,Kommo-o,5.5938
38,Kingdra,5.41895
39,Tyranitar,5.20493
40,Pelipper,5.10208
41,Heatran,5.09485
42,Latias,4.8807
43,Smeargle,4.6976
44,Manectric-Mega,4.27436
45,Ninetales-Alola,4.23943
46,Porygon2,3.6733
47,Tyranitar-Mega,3.50591
48,Cresselia,3.31403
49,Aegislash,3.27443
50,Chansey,2.9257
51,Aerodactyl,2.92307
52,Gyarados-Mega,2.74943
53,Zeraora,2.51926
54,Salamence-Mega,2.49836
55,Araquanid,2.32912
56,Scizor-Mega,2.14515
57,Excadrill,2.0906
58,Gothitelle,2.04977
59,Politoed,2.03656
60,Slowking,1.94149
61,Swampert-Mega,1.83679
62,Oranguru,1.82117
63,Raichu-Alola,1.72977
64,Landorus,1.6474
65,Abomasnow-Mega,1.406
66,Gardevoir-Mega,1.32012
67,Gigalith,1.29084
68,Lurantis,1.17979
69,Gastrodon,1.15339
70,Ludicolo,1.10272
71,Tornadus,1.08384
72,Garchomp,1.00989
73,Togekiss,1.00851
74,Arcanine,1.0008
