Rank,Pokemon,Weighted Usage %
1,Incineroar,41.50394
2,Landorus-Therian,32.44429
3,Tapu Fini,32.08572
4,Tapu Koko,27.71673
5,Tapu Lele,23.01802
6,Kartana,18.28524
7,Zygarde,17.88161
8,Diancie,17.86265
9,Metagross-Mega,17.51142
10,Amoonguss,12.961
11,Mew,12.14599
12,Zapdos,12.11079
13,Aegislash,11.77945
14,Kommo-o,10.29716
15,Venusaur-Mega,10.16902
16,Charizard-Mega-Y,10.12803
17,Stakataka,10.11396
18,Tapu Bulu,9.2713
19,Volcanion,9.18065
20,Manectric-Mega,8.30351
21,Diancie-Mega,8.09945
22,Volcarona,7.97964
23,Celesteela,7.80712
24,Kyurem-Black,7.77457
25,Bronzong,7.75078
26,Togedemaru,7.55383
27,Gothitelle,6.30844
28,Torkoal,6.14804
29,Hoopa-Unbound,5.68676
30,Porygon2,5.54032
31,Milotic,5.13323
32,Scrafty,4.95716
33,Scizor-Mega,4.88242
34,Salamence-Mega,4.68906
35,Tyranitar,4.64703
36,Camerupt-Mega,4.52593
37,Ferrothorn,4.4178
38,Cresselia,4.22749
39,Genesect,4.03706
40,Heatran,3.90448
41,Gastrodon,3.89887
42,Mimikyu,3.82392
43,Serperior,3.54298
44,Pelipper,3.31097
45,Suicune,3.29516
46,Weavile,3.22334
47,Politoed,3.06234
48,Persian-Alola,3.04117
49,Ninetales-Alola,2.91361
50,Gengar,2.9019
51,Gardevoir-Mega,2.81156
52,Kingdra,2.73708
53,Whimsicott,2.66693
54,Araquanid,2.55263
55,Mawile-Mega,2.55213
56,Smeargle,2.51819
57,Zeraora,2.44873
58,Lurantis,2.32119
59,Ludicolo,2.31986
60,Deoxys-Attack,2.3037
61,Nihilego,2.26309
62,Garchomp,2.2129
63,Shuckle,2.1755
64,Victini,2.14356
65,Tyranitar-Mega,2.0625
66,Cradily,1.91136
67,Swampert-Mega,1.81488
68,Chansey,1.79066
69,Slowbro-Mega,1.6818
70,Blaziken,1.58124
71,Gyarados,1.57854
72,Blissey,1.4859
73,Chandelure,1.39191
74,Tornadus,1.34904
75,Shaymin-Sky,1.3468
76,Excadrill,1.31808
77,Xurkitree,1.31397
78,Latias-Mega,1.22155
79,Diggersby,1.21514
80,Naganadel,1.15371
81,Venusaur,1.14446
82,Bisharp,1.12318
83,Nidoqueen,1.08199
84,Primarina,1.05688
85,Landorus,1.03381
