Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,40.23478
2,Magearna,25.70403
3,Zygarde,23.6864
4,Heatran,21.57401
5,Ferrothorn,18.13374
6,Tornadus-Therian,17.20101
7,Chansey,16.827
8,Toxapex,16.50275
9,Kartana,16.10712
10,Greninja-Ash,15.68455
11,Clefable,15.25731
12,Tapu Lele,14.59752
13,Greninja,13.44948
14,Excadrill,13.28795
15,Tapu Koko,13.06242
16,Zapdos,11.09663
17,Tapu Bulu,10.60012
18,Skarmory,10.52997
19,Tangrowth,10.15774
20,Mawile-Mega,10.03853
21,Scizor-Mega,9.92963
22,Gliscor,8.02233
23,Swampert-Mega,7.91328
24,Pelipper,7.72981
25,Blacephalon,6.90262
26,Hawlucha,6.73169
27,Sableye-Mega,6.47182
28,Alakazam-Mega,6.05697
29,Gyarados-Mega,6.03719
30,Celesteela,5.89331
31,Tyranitar,5.88968
32,Volcarona,5.59901
33,Tapu Fini,5.4871
34,Pinsir-Mega,5.25331
35,Keldeo,5.15578
36,Medicham-Mega,5.1523
37,Magnezone,5.09753
38,Mimikyu,4.93437
39,Victini,4.70008
40,Serperior,4.4696
41,Jirachi,4.46163
42,Latias-Mega,4.25322
43,Bisharp,3.98385
44,Weavile,3.96826
45,Lopunny-Mega,3.94114
46,Venusaur-Mega,3.85723
47,Manaphy,3.83395
48,Hippowdon,3.74458
49,Gastrodon,3.72797
50,Latios-Mega,3.72682
51,Gyarados,3.69579
52,Kingdra,3.68219
53,Charizard-Mega-X,3.66295
54,Garchomp,3.31572
55,Ditto,3.25886
56,Zeraora,3.23733
57,Mew,3.21239
58,Diancie-Mega,3.15212
59,Reuniclus,2.97608
60,Amoonguss,2.92688
61,Ninetales-Alola,2.83004
62,Kyurem-Black,2.78411
63,Rotom-Wash,2.7615
64,Quagsire,2.38974
65,Hoopa-Unbound,2.29503
66,Tyranitar-Mega,2.19947
67,Latios,2.13403
68,Charizard-Mega-Y,2.04166
69,Crawdaunt,1.93554
70,Slowbro-Mega,1.89196
71,Araquanid,1.83246
72,Alomomola,1.60847
73,Ribombee,1.52048
74,Muk-Alola,1.51612
75,Azumarill,1.49495
76,Marowak-Alola,1.40994
77,Slowbro,1.30493
78,Pyukumuku,1.27831
79,Dragonite,1.09366
80,Latias,1.08317
81,Volcanion,1.03516
