Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,46.39771
2,Magearna,24.32162
3,Tapu Koko,23.1744
4,Kartana,20.60668
5,Chansey,20.22566
6,Heatran,19.58816
7,Clefable,17.53439
8,Greninja-Ash,16.8015
9,Zapdos,15.86954
10,Tapu Lele,15.78551
11,Ferrothorn,14.92266
12,Toxapex,14.69495
13,Zygarde,13.92539
14,Skarmory,12.76105
15,Greninja,11.05511
16,Scizor-Mega,10.11252
17,Tapu Bulu,9.83838
18,Sableye-Mega,9.72011
19,Keldeo,9.48833
20,Tangrowth,9.45254
21,Hawlucha,8.92126
22,Medicham-Mega,8.37095
23,Excadrill,7.29438
24,Magnezone,7.15471
25,Celesteela,6.97569
26,Venusaur-Mega,6.86343
27,Tornadus-Therian,6.38963
28,Tyranitar,5.97477
29,Kyurem-Black,5.61969
30,Gyarados-Mega,5.59497
31,Amoonguss,5.52876
32,Mew,5.21984
33,Lopunny-Mega,5.17422
34,Quagsire,5.17148
35,Bisharp,5.03032
36,Gliscor,4.90524
37,Latias-Mega,4.69569
38,Mawile-Mega,4.67347
39,Mimikyu,4.63833
40,Tapu Fini,4.61966
41,Pinsir-Mega,4.55988
42,Jirachi,4.53533
43,Blacephalon,4.1049
44,Charizard-Mega-X,4.05362
45,Latios,4.04807
46,Diancie-Mega,3.79212
47,Weavile,3.78329
48,Tyranitar-Mega,3.65472
49,Alakazam-Mega,3.5902
50,Hippowdon,3.54642
51,Hoopa-Unbound,3.42588
52,Volcarona,3.3013
53,Swampert-Mega,3.2607
54,Pelipper,3.24587
55,Victini,3.23769
56,Rotom-Wash,3.14162
57,Garchomp,3.04609
58,Mamoswine,3.01204
59,Latios-Mega,2.43951
60,Muk-Alola,2.20121
61,Ditto,2.04931
62,Scizor,2.03653
63,Dragonite,2.00015
64,Alomomola,1.95963
65,Seismitoad,1.95392
66,Ninetales-Alola,1.95325
67,Reuniclus,1.86437
68,Serperior,1.78997
69,Mantine,1.766
70,Slowbro-Mega,1.60976
71,Marowak-Alola,1.52499
72,Araquanid,1.51888
73,Pyukumuku,1.50429
74,Gyarados,1.43939
75,Cresselia,1.31514
76,Kingdra,1.24434
77,Latias,1.23978
78,Charizard-Mega-Y,1.23208
79,Heracross-Mega,1.22658
80,Gengar,1.21731
81,Gastrodon,1.19982
82,Shuckle,1.02204
83,Manaphy,1.01742
84,Buzzwole,1.01457
85,Nidoqueen,1.00371
