Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Landorus-Therian,25.61796,26392,8.846
2,Tapu Lele,25.33174,26836,8.995
3,Heatran,17.19008,14546,4.876
4,Charizard-Mega-Y,15.81129,28672,9.61
5,Tapu Koko,15.37655,32263,10.814
6,Zapdos,14.99215,13318,4.464
7,Salamence-Mega,14.3589,12373,4.147
8,Tapu Fini,13.75887,17133,5.743
9,Tyranitar,11.54336,18352,6.151
10,Celesteela,10.16449,19130,6.412
11,Metagross-Mega,9.58777,15861,5.316
12,Zygarde,9.22502,6562,2.199
13,Aegislash,8.734,10936,3.666
14,Mawile-Mega,8.22825,12492,4.187
15,Porygon2,7.84625,13383,4.486
16,Garchomp,7.60679,28132,9.429
17,Hoopa-Unbound,7.49875,6611,2.216
18,Tapu Bulu,6.83644,11093,3.718
19,Pelipper,6.62915,18932,6.346
20,Kartana,6.61234,15476,5.187
21,Deoxys-Attack,6.47885,4756,1.594
22,Weavile,6.17211,13183,4.419
23,Ferrothorn,5.97589,13614,4.563
24,Marowak-Alola,5.92518,19937,6.683
25,Genesect,5.85076,3770,1.264
26,Excadrill,5.79073,10267,3.441
27,Whimsicott,5.64848,10655,3.571
28,Gengar-Mega,5.54824,9088,3.046
29,Oranguru,5.16751,17751,5.95
30,Amoonguss,5.15405,6711,2.249
31,Muk-Alola,5.14559,20728,6.948
32,Volcarona,5.06754,18146,6.082
33,Milotic,4.98793,9896,3.317
34,Sylveon,4.84908,8891,2.98
35,Arcanine,4.66986,21922,7.348
36,Snorlax,4.6121,13350,4.475
37,Mimikyu,4.37006,20502,6.872
38,Venusaur,4.25639,7500,2.514
39,Politoed,4.20578,10893,3.651
40,Diancie,4.14396,3345,1.121
41,Ludicolo,4.09049,5962,1.998
42,Kingdra,3.96062,8812,2.954
43,Rotom-Wash,3.90832,8696,2.915
44,Pheromosa,3.86307,8982,3.011
45,Scrafty,3.74155,4402,1.475
46,Ninetales-Alola,3.73277,13633,4.57
47,Venusaur-Mega,3.6979,11702,3.922
48,Terrakion,3.65041,6072,2.035
49,Xurkitree,3.62349,9500,3.184
50,Cresselia,3.49861,4527,1.517
51,Kyurem-Black,3.43031,3867,1.296
52,Volcanion,3.42488,4668,1.565
53,Gastrodon,3.25488,12514,4.195
54,Araquanid,3.22753,7722,2.588
55,Gigalith,3.12657,6241,2.092
56,Bronzong,3.04879,6210,2.082
57,Mew,2.96152,6526,2.187
58,Shaymin-Sky,2.93286,3368,1.129
59,Gyarados-Mega,2.90319,9631,3.228
60,Greninja-Ash,2.83882,14640,4.907
61,Drampa,2.69194,4761,1.596
62,Greninja,2.68659,16141,5.41
63,Raichu-Alola,2.63904,9031,3.027
64,Raichu,2.61948,5693,1.908
65,Torkoal,2.59651,8652,2.9
66,Gyarados,2.43957,8325,2.79
67,Blastoise-Mega,2.40542,6418,2.151
68,Victini,2.39539,5463,1.831
69,Landorus,2.36837,2030,0.68
70,Thundurus-Therian,2.29898,5295,1.775
71,Nihilego,2.24733,5734,1.922
72,Charizard-Mega-X,2.229,10469,3.509
73,Bisharp,2.20779,4449,1.491
74,Murkrow,2.19688,2562,0.859
75,Togekiss,2.17051,12291,4.12
76,Cradily,2.14419,5802,1.945
77,Suicune,2.13201,3402,1.14
78,Latios,2.08687,5887,1.973
79,Azumarill,2.07839,5712,1.915
80,Salamence,2.0262,7014,2.351
81,Dragonite,1.97067,9784,3.279
82,Scizor-Mega,1.91752,8483,2.843
83,Mamoswine,1.89205,6208,2.081
84,Hariyama,1.84776,3377,1.132
85,Thundurus,1.78786,3749,1.257
86,Dusclops,1.75684,4241,1.422
87,Aerodactyl-Mega,1.75119,5324,1.785
88,Machamp,1.74019,4523,1.516
89,Conkeldurr,1.63217,4066,1.363
90,Buzzwole,1.63036,4640,1.555
91,Beedrill-Mega,1.59161,8855,2.968
92,Kangaskhan-Mega,1.55896,1652,0.554
93,Alakazam-Mega,1.48842,7109,2.383
94,Vikavolt,1.46919,5126,1.718
95,Comfey,1.45888,9450,3.168
96,Serperior,1.45671,10957,3.673
97,Slowbro-Mega,1.45328,5007,1.678
98,Infernape,1.42975,6547,2.194
99,Ninetales,1.42365,7517,2.52
100,Porygon-Z,1.40826,7152,2.397
101,Hydreigon,1.39339,4840,1.622
102,Krookodile,1.39293,7842,2.629
103,Meloetta,1.36433,1646,0.552
104,Metagross,1.3477,5674,1.902
105,Aron,1.34027,1011,0.339
106,Aromatisse,1.33912,1837,0.616
107,Talonflame,1.30019,6301,2.112
108,Rampardos,1.28556,2432,0.815
109,Aerodactyl,1.28302,3965,1.329
110,Goodra,1.22742,7050,2.363
111,Medicham-Mega,1.17271,4890,1.639
112,Drifblim,1.15721,3395,1.138
113,Hippowdon,1.14658,3366,1.128
114,Typhlosion,1.14657,4572,1.532
115,Scizor,1.13094,3479,1.166
116,Hitmontop,1.1237,3361,1.127
117,Smeargle,1.10764,6776,2.271
118,Gothitelle,1.05701,2514,0.843
119,Blaziken,1.04907,6236,2.09
120,Reuniclus,1.03866,3459,1.159
121,Deoxys-Speed,1.03686,1042,0.349
122,Incineroar,1.02605,4920,1.649
123,Wishiwashi,1.02532,3208,1.075
124,Salazzle,1.02253,8937,2.996
125,Cofagrigus,1.01576,3386,1.135
126,Mudsdale,1.01489,4424,1.483
