Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Incineroar,32.15812,64026,15.805
2,Landorus-Therian,26.43963,53626,13.237
3,Tapu Koko,22.70057,47336,11.685
4,Tapu Fini,21.29835,34838,8.6
5,Tapu Lele,19.85631,30364,7.495
6,Kartana,14.60282,28892,7.132
7,Metagross-Mega,14.60177,24124,5.955
8,Amoonguss,12.17216,27040,6.675
9,Zygarde,11.90017,13332,3.291
10,Zapdos,11.32524,29845,7.367
11,Tapu Bulu,10.47313,19310,4.767
12,Charizard-Mega-Y,10.29264,36915,9.112
13,Kommo-o,9.82508,23106,5.704
14,Diancie,9.67839,10657,2.631
15,Stakataka,9.01126,16483,4.069
16,Volcanion,7.80152,13215,3.262
17,Gastrodon,7.76069,28305,6.987
18,Mew,7.73525,18335,4.526
19,Salamence-Mega,7.46272,20782,5.13
20,Camerupt-Mega,7.34319,15071,3.72
21,Pelipper,7.2001,28779,7.104
22,Cresselia,6.91007,20938,5.168
23,Ferrothorn,6.73611,26559,6.556
24,Porygon2,6.71479,17786,4.39
25,Aegislash,6.59445,24648,6.084
26,Swampert-Mega,6.44377,23367,5.768
27,Genesect,6.30203,10743,2.652
28,Tyranitar,5.97599,19406,4.79
29,Gardevoir-Mega,5.81832,15849,3.912
30,Volcarona,5.56032,21852,5.394
31,Milotic,5.5567,24550,6.06
32,Scrafty,5.48214,11530,2.846
33,Mimikyu,5.4139,18020,4.448
34,Hoopa-Unbound,5.39389,9069,2.239
35,Heatran,5.35933,18061,4.458
36,Kyurem-Black,5.14454,9738,2.404
37,Diancie-Mega,5.05395,12922,3.19
38,Gothitelle,4.8984,9454,2.334
39,Celesteela,4.75665,22221,5.485
40,Togedemaru,4.6669,8366,2.065
41,Politoed,4.56481,15260,3.767
42,Zeraora,4.45111,15897,3.924
43,Tyranitar-Mega,4.3037,11300,2.789
44,Excadrill,4.23988,11520,2.844
45,Manectric-Mega,4.12279,11194,2.763
46,Whimsicott,4.01379,23395,5.775
47,Mawile-Mega,3.91738,11318,2.794
48,Victini,3.83444,11291,2.787
49,Smeargle,3.77751,11545,2.85
50,Oranguru,3.76099,17162,4.236
51,Suicune,3.73945,6138,1.515
52,Venusaur-Mega,3.43589,12720,3.14
53,Kingdra,3.25883,13853,3.42
54,Garchomp,3.23608,22703,5.604
55,Ludicolo,3.06204,12844,3.17
56,Bruxish,2.97419,5738,1.416
57,Deoxys-Attack,2.74594,8359,2.063
58,Ninetales-Alola,2.74444,17514,4.323
59,Bronzong,2.71781,7387,1.823
60,Torkoal,2.63253,8842,2.183
61,Weavile,2.4073,10961,2.706
62,Thundurus-Therian,2.29419,7446,1.838
63,Marowak-Alola,2.29217,10532,2.6
64,Araquanid,2.25805,7503,1.852
65,Scizor-Mega,2.23965,7591,1.874
66,Persian-Alola,2.07397,5161,1.274
67,Infernape,1.98619,7147,1.764
68,Sceptile-Mega,1.90212,14506,3.581
69,Xurkitree,1.88583,7679,1.896
70,Togekiss,1.81181,17698,4.369
71,Darkrai,1.69892,4676,1.154
72,Abomasnow-Mega,1.69185,5093,1.257
73,Raichu,1.67083,7659,1.891
74,Terrakion,1.64335,7678,1.895
75,Gigalith,1.59364,5100,1.259
76,Gengar,1.57253,11755,2.902
77,Rotom-Wash,1.51843,9281,2.291
78,Azumarill,1.50163,8223,2.03
79,Machamp,1.49665,5920,1.461
80,Gyarados,1.48543,8256,2.038
81,Blaziken,1.44586,6677,1.648
82,Shaymin-Sky,1.41239,4490,1.108
83,Lurantis,1.40452,3585,0.885
84,Greninja-Ash,1.40271,14659,3.619
85,Serperior,1.37789,12775,3.153
86,Aromatisse,1.28381,3129,0.772
87,Nihilego,1.28314,3609,0.891
88,Blacephalon,1.27395,6637,1.638
89,Meloetta,1.22382,2462,0.608
90,Shuckle,1.20434,9781,2.414
91,Venusaur,1.18277,9244,2.282
92,Bisharp,1.15537,6303,1.556
93,Comfey,1.10661,7095,1.751
94,Greninja,1.098,14126,3.487
95,Aerodactyl-Mega,1.09572,6670,1.646
96,Raichu-Alola,1.04057,5321,1.313
97,Arcanine,1.03972,13510,3.335
98,Braviary,1.03746,2406,0.594
99,Dusclops,1.03413,4783,1.181
100,Sylveon,1.02486,6876,1.697
101,Hippowdon,1.01688,3906,0.964
