Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Landorus-Therian,28.46627,28138,12.522
2,Tapu Fini,21.31106,18184,8.092
3,Tapu Lele,20.86414,17344,7.719
4,Tapu Koko,17.48445,24617,10.955
5,Marshadow,16.28691,13478,5.998
6,Zapdos,15.01003,14838,6.603
7,Celesteela,11.84389,16629,7.4
8,Charizard-Mega-Y,11.61242,17754,7.901
9,Tapu Bulu,10.62443,10228,4.552
10,Salamence-Mega,10.5542,7702,3.428
11,Stakataka,10.46259,14418,6.416
12,Aegislash,10.45435,12354,5.498
13,Whimsicott,9.86749,13664,6.081
14,Heatran,9.81438,12290,5.469
15,Scrafty,9.66467,6835,3.042
16,Tyranitar,9.05308,10698,4.761
17,Volcanion,8.77851,7035,3.131
18,Metagross-Mega,8.70139,7970,3.547
19,Zygarde,8.45854,4724,2.102
20,Amoonguss,7.9761,9626,4.284
21,Pelipper,7.9636,16598,7.387
22,Ferrothorn,7.9592,13043,5.804
23,Kyurem-Black,7.78337,5694,2.534
24,Snorlax,7.22774,14349,6.386
25,Kartana,7.13083,12245,5.449
26,Tyranitar-Mega,6.93651,6599,2.937
27,Hoopa-Unbound,6.53987,4440,1.976
28,Porygon2,6.34045,9420,4.192
29,Ninetales-Alola,6.32385,14561,6.48
30,Mew,6.0527,6312,2.809
31,Diancie,5.69333,2715,1.208
32,Excadrill,5.34949,8131,3.619
33,Arcanine,5.33666,17657,7.858
34,Cresselia,5.31311,6562,2.92
35,Camerupt-Mega,5.13077,5059,2.251
36,Kingdra,5.10452,9437,4.2
37,Swampert-Mega,4.95023,10253,4.563
38,Gastrodon,4.85406,10520,4.682
39,Mimikyu,4.54485,12647,5.628
40,Garchomp,4.41979,15668,6.973
41,Diancie-Mega,4.36156,6347,2.825
42,Oranguru,4.33516,14431,6.422
43,Deoxys-Attack,4.3163,4988,2.22
44,Naganadel,4.19994,6661,2.964
45,Torkoal,4.16938,7290,3.244
46,Mawile-Mega,4.12013,5191,2.31
47,Politoed,3.99063,9582,4.264
48,Genesect,3.91255,3534,1.573
49,Volcarona,3.8408,10798,4.805
50,Marowak-Alola,3.71122,11977,5.33
51,Blacephalon,3.52962,10188,4.534
52,Gengar-Mega,3.49966,6656,2.962
53,Bronzong,3.41214,5561,2.475
54,Terrakion,3.29788,4140,1.842
55,Kommo-o,3.1447,7833,3.486
56,Thundurus-Therian,3.13992,4631,2.061
57,Xurkitree,3.1108,6123,2.725
58,Weavile,3.02483,10419,4.637
59,Pheromosa,2.9451,3899,1.735
60,Ludicolo,2.9349,6432,2.862
61,Victini,2.89681,3509,1.562
62,Hitmontop,2.85226,3712,1.652
63,Suicune,2.85161,3976,1.769
64,Necrozma,2.80886,1406,0.626
65,Gyarados,2.68897,5431,2.417
66,Venusaur,2.66777,4429,1.971
67,Milotic,2.63512,9214,4.1
68,Scizor-Mega,2.4344,4463,1.986
69,Rotom-Wash,2.36465,4528,2.015
70,Venusaur-Mega,1.87649,7028,3.128
71,Greninja-Ash,1.85354,8658,3.853
72,Nihilego,1.85162,2690,1.197
73,Sylveon,1.83608,4978,2.215
74,Houndoom-Mega,1.82222,2020,0.899
75,Aerodactyl,1.81865,2247,1.0
76,Blastoise-Mega,1.80611,3522,1.567
77,Gardevoir-Mega,1.78268,5623,2.502
78,Muk-Alola,1.76547,6302,2.805
79,Gigalith,1.76455,3268,1.454
80,Bisharp,1.67453,3407,1.516
81,Gyarados-Mega,1.58763,4007,1.783
82,Aromatisse,1.57057,2051,0.913
83,Shaymin-Sky,1.54518,1546,0.688
84,Primarina,1.53919,3034,1.35
85,Araquanid,1.5091,3843,1.71
86,Togekiss,1.44409,7950,3.538
87,Scizor,1.43469,3300,1.469
88,Manectric-Mega,1.40757,3651,1.625
89,Deoxys-Speed,1.30672,799,0.356
90,Typhlosion,1.30442,3727,1.659
91,Clefable,1.27551,7060,3.142
92,Azumarill,1.26792,4797,2.135
93,Meloetta,1.25376,1139,0.507
94,Dusclops,1.24217,2977,1.325
95,Vikavolt,1.22093,2701,1.202
96,Garchomp-Mega,1.18223,4223,1.879
97,Lopunny-Mega,1.17941,5089,2.265
98,Klefki,1.12567,2784,1.239
99,Lucario-Mega,1.10178,3063,1.363
100,Smeargle,1.09325,4792,2.133
101,Abomasnow-Mega,1.09203,2901,1.291
102,Cradily,1.02809,4066,1.809
103,Raichu-Alola,1.00939,4369,1.944
