Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Landorus-Therian,28.06936,41697,10.721
2,Tapu Fini,22.7096,29241,7.518
3,Tapu Lele,21.69001,33653,8.653
4,Marshadow,18.46313,27288,7.016
5,Tapu Koko,17.09249,49012,12.601
6,Zapdos,16.29017,22475,5.779
7,Salamence-Mega,13.82826,15317,3.938
8,Heatran,13.63513,20045,5.154
9,Charizard-Mega-Y,13.31248,32282,8.3
10,Aegislash,12.25369,21667,5.571
11,Celesteela,11.28818,27448,7.057
12,Pelipper,10.43206,26002,6.685
13,Ferrothorn,10.01276,22359,5.749
14,Tyranitar,9.402,18904,4.86
15,Hoopa-Unbound,9.09186,9988,2.568
16,Tapu Bulu,8.92239,16039,4.124
17,Metagross-Mega,8.86949,11557,2.971
18,Kingdra,8.63397,16897,4.344
19,Amoonguss,8.22039,15675,4.03
20,Volcanion,7.73195,11584,2.978
21,Arcanine,7.13215,36738,9.446
22,Zygarde,6.82128,7643,1.965
23,Snorlax,6.52364,23958,6.16
24,Deoxys-Attack,6.45906,9134,2.348
25,Scrafty,6.25931,9790,2.517
26,Gardevoir-Mega,6.18369,13310,3.422
27,Swampert-Mega,6.1687,16932,4.353
28,Kartana,5.93476,19503,5.014
29,Milotic,5.38262,16669,4.286
30,Porygon2,5.12709,18053,4.642
31,Garchomp,5.09255,32918,8.464
32,Ninetales-Alola,4.93737,21997,5.656
33,Diancie,4.83498,7643,1.965
34,Genesect,4.72315,6938,1.784
35,Excadrill,4.71376,13463,3.461
36,Marowak-Alola,4.6364,21215,5.455
37,Politoed,4.62038,15681,4.032
38,Weavile,4.56512,15591,4.009
39,Volcarona,4.51192,22088,5.679
40,Mimikyu,4.47774,22718,5.841
41,Suicune,4.42716,6139,1.578
42,Gengar-Mega,4.37788,9155,2.354
43,Mawile-Mega,4.32156,10472,2.692
44,Bronzong,4.28747,8214,2.112
45,Whimsicott,4.1817,15508,3.987
46,Oranguru,4.11754,22112,5.685
47,Cresselia,3.62855,11528,2.964
48,Rotom-Wash,3.53359,13178,3.388
49,Tyranitar-Mega,3.53284,9826,2.526
50,Sylveon,3.51508,13295,3.418
51,Ludicolo,3.44634,9429,2.424
52,Gastrodon,3.3914,16649,4.281
53,Kyurem-Black,3.3646,6815,1.752
54,Pheromosa,3.27028,8184,2.104
55,Gigalith,3.00483,9215,2.369
56,Venusaur,2.99883,8659,2.226
57,Muk-Alola,2.96599,16144,4.151
58,Lopunny-Mega,2.87564,9652,2.482
59,Torkoal,2.84141,11954,3.073
60,Camerupt-Mega,2.71065,8773,2.256
61,Raichu-Alola,2.64317,9127,2.347
62,Abomasnow-Mega,2.46047,6718,1.727
63,Thundurus,2.43831,4994,1.284
64,Mew,2.36682,8429,2.167
65,Raichu,2.35456,7120,1.831
66,Greninja,2.3273,15766,4.054
67,Smeargle,2.322,11873,3.053
68,Latios,2.30698,4906,1.261
69,Terrakion,2.28448,6914,1.778
70,Victini,2.26957,6553,1.685
71,Rotom-Heat,2.21875,2721,0.7
72,Thundurus-Therian,2.10783,8305,2.135
73,Gyarados,2.0959,10389,2.671
74,Venusaur-Mega,2.09544,13521,3.476
75,Landorus,2.08141,2425,0.623
76,Shaymin-Sky,2.075,3262,0.839
77,Togekiss,2.01486,15704,4.038
78,Araquanid,2.00994,9334,2.4
79,Nihilego,1.99878,6885,1.77
80,Hitmontop,1.81695,5182,1.332
81,Dusclops,1.80807,5800,1.491
82,Gyarados-Mega,1.80263,7202,1.852
83,Scizor,1.79375,5148,1.324
84,Drampa,1.6805,5078,1.306
85,Bisharp,1.63045,7186,1.848
86,Hariyama,1.62789,3922,1.008
87,Greninja-Ash,1.60588,17080,4.391
88,Sceptile-Mega,1.5993,16656,4.282
89,Jolteon,1.57248,9130,2.347
90,Conkeldurr,1.51606,5455,1.403
91,Blastoise-Mega,1.49895,6118,1.573
92,Hydreigon,1.309,5236,1.346
93,Dragonite,1.25643,10099,2.597
94,Aerodactyl-Mega,1.19311,5547,1.426
95,Infernape,1.16331,8520,2.191
96,Metagross,1.16,7887,2.028
97,Goodra,1.157,8156,2.097
98,Hippowdon,1.06272,4405,1.133
99,Xurkitree,1.04948,6483,1.667
100,Slowbro,1.04159,5352,1.376
101,Scizor-Mega,1.04008,6464,1.662
102,Cradily,1.03238,7627,1.961
103,Primarina,1.01421,4791,1.232
104,Manectric-Mega,1.01022,6230,1.602
105,Azumarill,1.00816,7987,2.054
