Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Landorus-Therian,25.76692,33632,11.634
2,Tapu Lele,20.4049,20338,7.035
3,Tapu Koko,17.88396,30408,10.519
4,Tapu Fini,17.17871,20788,7.191
5,Charizard-Mega-Y,13.53106,25890,8.956
6,Hoopa-Unbound,12.74633,8271,2.861
7,Zapdos,12.68997,18162,6.283
8,Tapu Bulu,12.29772,13435,4.647
9,Scrafty,11.63502,11231,3.885
10,Metagross-Mega,11.56988,13883,4.802
11,Volcanion,10.63409,10359,3.583
12,Heatran,10.56842,14954,5.173
13,Snorlax,10.20662,19437,6.724
14,Amoonguss,9.88153,15844,5.481
15,Aegislash,9.81022,16464,5.695
16,Tyranitar,9.25098,17304,5.986
17,Zygarde,9.11821,8008,2.77
18,Celesteela,7.99412,18276,6.322
19,Stakataka,7.78403,11402,3.944
20,Salamence-Mega,7.45367,8991,3.11
21,Whimsicott,6.51314,16492,5.705
22,Ferrothorn,6.44092,17318,5.991
23,Pelipper,6.35728,18740,6.483
24,Cresselia,6.34814,14145,4.893
25,Kyurem-Black,6.14043,7460,2.581
26,Excadrill,5.95213,10761,3.722
27,Ninetales-Alola,5.89061,14851,5.137
28,Camerupt-Mega,5.8515,8586,2.97
29,Arcanine,5.6676,21298,7.367
30,Weavile,5.62915,10166,3.517
31,Kartana,5.55876,14825,5.128
32,Kommo-o,5.32379,9266,3.205
33,Deoxys-Attack,5.23027,6591,2.28
34,Volcarona,5.13346,15449,5.344
35,Swampert-Mega,4.47992,14797,5.119
36,Oranguru,4.44769,15293,5.29
37,Bronzong,4.40009,8775,3.035
38,Mew,4.39958,9072,3.138
39,Diancie,4.22781,3835,1.327
40,Garchomp,4.12725,21162,7.32
41,Diancie-Mega,3.99492,7149,2.473
42,Porygon2,3.98834,10039,3.473
43,Gengar-Mega,3.96053,8528,2.95
44,Kingdra,3.93262,8551,2.958
45,Suicune,3.91842,4158,1.438
46,Tyranitar-Mega,3.91336,8266,2.859
47,Mimikyu,3.60014,15516,5.367
48,Gastrodon,3.58989,11699,4.047
49,Marowak-Alola,3.46375,12249,4.237
50,Genesect,3.37381,4563,1.578
51,Victini,3.31449,6780,2.345
52,Gyarados-Mega,3.30108,5709,1.975
53,Venusaur-Mega,3.30101,9303,3.218
54,Politoed,3.27005,10012,3.463
55,Greninja,3.24962,10768,3.725
56,Aerodactyl,3.15142,3091,1.069
57,Xurkitree,3.1347,6342,2.194
58,Mawile-Mega,3.10621,6467,2.237
59,Manectric-Mega,2.97581,5107,1.767
60,Azumarill,2.96294,5759,1.992
61,Torkoal,2.89873,9043,3.128
62,Meloetta,2.88823,1512,0.523
63,Scizor-Mega,2.80691,5314,1.838
64,Venusaur,2.77147,6339,2.193
65,Pheromosa,2.76975,3631,1.256
66,Necrozma,2.73464,1758,0.608
67,Landorus,2.6623,1919,0.664
68,Milotic,2.63687,9965,3.447
69,Ludicolo,2.61771,6483,2.243
70,Metagross,2.57635,6214,2.15
71,Gigalith,2.49393,3854,1.333
72,Togekiss,2.43873,13646,4.72
73,Thundurus-Therian,2.43815,6271,2.169
74,Raichu,2.38448,4551,1.574
75,Naganadel,2.27216,6833,2.364
76,Hitmontop,2.18853,3041,1.052
77,Blaziken-Mega,2.14894,4740,1.64
78,Hippowdon,2.144,3292,1.139
79,Blacephalon,1.92031,6615,2.288
80,Cradily,1.92003,4896,1.694
81,Bisharp,1.90464,5845,2.022
82,Blastoise-Mega,1.87557,4315,1.493
83,Terrakion,1.86036,4367,1.511
84,Gyarados,1.84755,6730,2.328
85,Dragonite,1.74296,8072,2.792
86,Smeargle,1.71534,7528,2.604
87,Rotom-Wash,1.63799,6887,2.382
88,Lucario-Mega,1.60527,4230,1.463
89,Aerodactyl-Mega,1.5984,3336,1.154
90,Latios,1.59214,2837,0.981
91,Gothitelle,1.51254,3145,1.088
92,Togedemaru,1.47805,3072,1.063
93,Dusclops,1.47034,4581,1.585
94,Staraptor,1.40833,6405,2.216
95,Shuckle,1.3966,6973,2.412
96,Shaymin-Sky,1.34685,2292,0.793
97,Clefable,1.3198,9417,3.258
98,Hydreigon,1.30811,4254,1.472
99,Salazzle,1.30605,5001,1.73
100,Sylveon,1.29955,5354,1.852
101,Chandelure,1.29677,4464,1.544
102,Hawlucha,1.28167,5733,1.983
103,Manaphy,1.25556,1923,0.665
104,Sceptile-Mega,1.22037,10404,3.599
105,Muk-Alola,1.15911,8542,2.955
106,Comfey,1.11463,5580,1.93
107,Scizor,1.04648,4086,1.413
108,Araquanid,1.04487,3801,1.315
109,Gardevoir-Mega,1.03084,6697,2.317
110,Abomasnow-Mega,1.02062,3109,1.075
111,Machamp,1.02047,3122,1.08
112,Infernape,1.0195,4765,1.648
