Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Landorus-Therian,27.06513,45706,12.273
2,Tapu Koko,23.3933,38547,10.351
3,Incineroar,19.28228,21888,5.877
4,Tapu Fini,19.12933,25617,6.879
5,Tapu Lele,18.30818,26930,7.231
6,Tapu Bulu,14.97745,19050,5.115
7,Zygarde,13.65606,13057,3.506
8,Metagross-Mega,13.43061,17384,4.668
9,Zapdos,13.28298,26030,6.99
10,Amoonguss,10.34757,21070,5.658
11,Charizard-Mega-Y,9.71208,31810,8.542
12,Volcanion,9.54763,12812,3.44
13,Kyurem-Black,8.70525,11289,3.031
14,Gengar-Mega,8.67908,13189,3.542
15,Hoopa-Unbound,8.27976,9713,2.608
16,Tyranitar,8.22862,18555,4.982
17,Scrafty,8.14398,11498,3.087
18,Aegislash,7.92611,21435,5.756
19,Heatran,7.3565,18579,4.989
20,Ferrothorn,7.21454,22950,6.163
21,Stakataka,7.03881,13606,3.654
22,Kommo-o,6.84225,15127,4.062
23,Suicune,6.78925,7235,1.943
24,Ninetales-Alola,6.74212,19680,5.285
25,Pelipper,6.39745,24834,6.669
26,Genesect,6.09781,8400,2.256
27,Milotic,5.83274,15700,4.216
28,Salamence-Mega,5.7472,10945,2.939
29,Mimikyu,5.64493,16241,4.361
30,Excadrill,5.28143,14801,3.974
31,Celesteela,5.2034,19853,5.331
32,Kartana,5.17248,15546,4.174
33,Whimsicott,5.08033,20952,5.626
34,Tyranitar-Mega,4.85885,11447,3.074
35,Cresselia,4.82398,14726,3.954
36,Oranguru,4.8168,18564,4.985
37,Porygon2,4.56462,12678,3.404
38,Camerupt-Mega,4.44087,10600,2.846
39,Weavile,4.33409,14789,3.971
40,Swampert-Mega,4.28495,18720,5.027
41,Togedemaru,4.15213,4865,1.306
42,Kingdra,4.08139,13647,3.665
43,Marowak-Alola,4.0485,13903,3.733
44,Volcarona,4.04243,19634,5.272
45,Mawile-Mega,3.87874,10651,2.86
46,Mew,3.86777,13594,3.65
47,Diancie-Mega,3.55428,9762,2.621
48,Gastrodon,3.55161,12653,3.398
49,Deoxys-Attack,3.50579,8452,2.27
50,Shuckle,3.36308,11244,3.019
51,Diancie,3.29785,5626,1.511
52,Ludicolo,3.27165,8568,2.301
53,Torkoal,3.25408,10446,2.805
54,Arcanine,3.23802,23938,6.428
55,Scizor-Mega,3.22361,7686,2.064
56,Venusaur-Mega,3.16949,11778,3.163
57,Meloetta,3.15071,2668,0.716
58,Bronzong,3.0597,10500,2.82
59,Pheromosa,2.96018,5826,1.564
60,Manectric-Mega,2.94236,8682,2.331
61,Infernape,2.93252,6651,1.786
62,Staraptor,2.85945,7708,2.07
63,Blaziken-Mega,2.85811,5204,1.397
64,Bruxish,2.83506,3946,1.06
65,Aerodactyl,2.82363,3126,0.839
66,Machamp,2.65173,4256,1.143
67,Victini,2.61329,10470,2.811
68,Garchomp,2.58305,21223,5.699
69,Smeargle,2.53314,8980,2.411
70,Politoed,2.43613,13363,3.588
71,Thundurus-Therian,2.3495,9751,2.618
72,Primarina,2.25856,6803,1.827
73,Gothitelle,2.19806,5906,1.586
74,Conkeldurr,2.17096,6494,1.744
75,Blissey,2.12267,5701,1.531
76,Gyarados-Mega,2.10504,6024,1.618
77,Darkrai,1.82409,2591,0.696
78,Venusaur,1.80742,6961,1.869
79,Bisharp,1.76706,7477,2.008
80,Gigalith,1.7503,4285,1.151
81,Xurkitree,1.74989,7712,2.071
82,Togekiss,1.7104,16385,4.4
83,Greninja-Ash,1.6072,14043,3.771
84,Rotom-Wash,1.59215,8893,2.388
85,Raichu-Alola,1.59025,6644,1.784
86,Naganadel,1.58916,5600,1.504
87,Blastoise-Mega,1.57505,5174,1.389
88,Terrakion,1.54226,6280,1.686
89,Scizor,1.52292,5787,1.554
90,Abomasnow-Mega,1.51531,4565,1.226
91,Araquanid,1.46242,4830,1.297
92,Hitmontop,1.44138,3594,0.965
93,Hydreigon,1.43651,5652,1.518
94,Shaymin-Sky,1.42112,3617,0.971
95,Gardevoir-Mega,1.39642,9534,2.56
96,Slowbro,1.38663,4215,1.132
97,Azumarill,1.31799,7264,1.951
98,Muk-Alola,1.31299,8688,2.333
99,Greninja,1.30538,12238,3.286
100,Necrozma,1.29356,1501,0.403
101,Hawlucha,1.29025,7302,1.961
102,Dusclops,1.2688,4743,1.274
103,Landorus,1.24118,2865,0.769
104,Sceptile-Mega,1.2171,13110,3.52
105,Hippowdon,1.20934,3885,1.043
106,Raichu,1.19978,6360,1.708
107,Dragonite,1.19014,9844,2.643
108,Tornadus,1.11926,1826,0.49
109,Blaziken,1.11085,5502,1.477
110,Sylveon,1.10997,8065,2.166
111,Thundurus,1.09799,7264,1.951
112,Cradily,1.05867,6138,1.648
113,Chandelure,1.04384,5624,1.51
114,Heracross-Mega,1.0414,3843,1.032
115,Ambipom,1.02913,6315,1.696
