Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Landorus-Therian,28.22906,44426,11.727
2,Tapu Fini,19.49247,28388,7.493
3,Tapu Koko,18.4626,39377,10.394
4,Tapu Lele,18.33274,27152,7.167
5,Zapdos,13.75596,25438,6.715
6,Tapu Bulu,12.8357,17963,4.741
7,Scrafty,11.93354,14350,3.788
8,Charizard-Mega-Y,11.81044,33809,8.924
9,Metagross-Mega,11.09764,16170,4.268
10,Snorlax,10.83197,26042,6.874
11,Volcanion,10.7275,12689,3.349
12,Heatran,10.42115,19231,5.076
13,Zygarde,9.82691,7996,2.111
14,Stakataka,9.8059,18413,4.86
15,Hoopa-Unbound,9.7231,9485,2.504
16,Celesteela,9.71545,27124,7.16
17,Ferrothorn,9.06424,24653,6.507
18,Tyranitar,8.95218,20218,5.337
19,Aegislash,8.64586,21847,5.767
20,Kartana,8.07413,21784,5.75
21,Pelipper,7.83681,28007,7.393
22,Salamence-Mega,7.78432,11954,3.155
23,Kyurem-Black,7.65775,11129,2.938
24,Amoonguss,7.59743,17143,4.525
25,Whimsicott,7.47661,21135,5.579
26,Ninetales-Alola,7.02028,20605,5.439
27,Camerupt-Mega,6.39553,10226,2.699
28,Arcanine,6.14252,29873,7.885
29,Gengar-Mega,6.05685,11988,3.164
30,Excadrill,5.97261,14578,3.848
31,Diancie,5.8766,5203,1.373
32,Mimikyu,5.7445,23851,6.296
33,Diancie-Mega,5.42501,10659,2.814
34,Kingdra,5.22056,15046,3.971
35,Cresselia,5.05782,15138,3.996
36,Swampert-Mega,4.83248,18980,5.01
37,Deoxys-Attack,4.65697,8288,2.188
38,Porygon2,4.56516,14193,3.746
39,Weavile,4.33782,14257,3.763
40,Tyranitar-Mega,4.31445,11163,2.947
41,Volcarona,4.28616,20075,5.299
42,Mew,4.26181,10582,2.793
43,Victini,4.24555,7771,2.051
44,Kommo-o,3.93645,12139,3.204
45,Gastrodon,3.80752,16179,4.271
46,Marowak-Alola,3.77994,18432,4.865
47,Mawile-Mega,3.72499,8800,2.323
48,Garchomp,3.65951,24918,6.577
49,Torkoal,3.61346,12937,3.415
50,Oranguru,3.60322,20813,5.494
51,Politoed,3.55417,15187,4.009
52,Genesect,3.37319,5984,1.58
53,Suicune,3.34962,5948,1.57
54,Manectric-Mega,3.32524,6942,1.832
55,Pheromosa,3.23034,5361,1.415
56,Ludicolo,3.18697,10484,2.767
57,Venusaur-Mega,3.15393,14647,3.866
58,Blacephalon,3.14053,11049,2.916
59,Naganadel,3.03545,9718,2.565
60,Scizor-Mega,3.01946,7116,1.878
61,Milotic,2.99145,15259,4.028
62,Bronzong,2.87038,8937,2.359
63,Venusaur,2.62294,9661,2.55
64,Xurkitree,2.5435,9186,2.425
65,Aerodactyl,2.41062,4029,1.063
66,Gigalith,2.36985,6245,1.648
67,Hitmontop,2.31646,4789,1.264
68,Necrozma,2.30846,2421,0.639
69,Rotom-Wash,2.27032,8892,2.347
70,Greninja,2.19961,15768,4.162
71,Hydreigon,2.191,6030,1.592
72,Dragonite,2.182,12082,3.189
73,Blaziken-Mega,2.09763,5724,1.511
74,Azumarill,2.07753,8557,2.259
75,Dusclops,2.02233,5638,1.488
76,Bisharp,1.96544,6456,1.704
77,Smeargle,1.91353,9205,2.43
78,Cradily,1.89429,6307,1.665
79,Gardevoir-Mega,1.78336,8493,2.242
80,Terrakion,1.76891,4794,1.265
81,Araquanid,1.75556,6498,1.715
82,Togekiss,1.70575,15875,4.19
83,Meloetta,1.61139,2105,0.556
84,Shaymin-Sky,1.6066,3014,0.796
85,Raichu-Alola,1.53234,6260,1.652
86,Gyarados-Mega,1.52757,6688,1.765
87,Gothitelle,1.50986,3760,0.992
88,Metagross,1.44177,7307,1.929
89,Aerodactyl-Mega,1.4368,5153,1.36
90,Chandelure,1.39063,5954,1.572
91,Gyarados,1.3873,8301,2.191
92,Blastoise-Mega,1.37311,5744,1.516
93,Abomasnow-Mega,1.32485,4138,1.092
94,Raichu,1.2996,5947,1.57
95,Sylveon,1.2689,7173,1.893
96,Thundurus-Therian,1.26607,6583,1.738
97,Blastoise,1.24605,3584,0.946
98,Primarina,1.21059,3984,1.052
99,Greninja-Ash,1.19893,13651,3.603
100,Clefable,1.15685,13063,3.448
101,Landorus,1.15537,2193,0.579
102,Togedemaru,1.15461,3688,0.973
103,Muk-Alola,1.13505,10327,2.726
104,Vikavolt,1.10816,4807,1.269
105,Deoxys-Speed,1.09341,1173,0.31
106,Hippowdon,1.0377,5392,1.423
107,Scizor,1.02336,6418,1.694
108,Hariyama,1.01012,2705,0.714
109,Incineroar,1.00651,3575,0.944
110,Chansey,1.00183,7514,1.983
