Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Landorus-Therian,25.97305,49717,10.93
2,Tapu Lele,21.49736,35613,7.829
3,Tapu Fini,20.63741,37981,8.35
4,Tapu Koko,20.1116,59250,13.026
5,Marshadow,19.65903,27796,6.111
6,Zapdos,14.76554,26135,5.746
7,Heatran,13.53089,23511,5.169
8,Salamence-Mega,13.25566,16362,3.597
9,Tapu Bulu,12.60851,20200,4.441
10,Hoopa-Unbound,10.83364,12502,2.748
11,Ferrothorn,10.7614,25005,5.497
12,Celesteela,10.49012,38714,8.511
13,Pelipper,10.05978,34192,7.517
14,Aegislash,9.65315,23066,5.071
15,Ninetales-Alola,8.88025,30709,6.751
16,Scrafty,8.61351,12921,2.841
17,Charizard-Mega-Y,8.56668,34176,7.513
18,Metagross-Mega,8.52222,12961,2.849
19,Amoonguss,8.42551,18800,4.133
20,Zygarde,7.93173,9753,2.144
21,Deoxys-Attack,7.79041,11375,2.501
22,Tyranitar,7.55789,23157,5.091
23,Snorlax,7.53424,35148,7.727
24,Volcanion,7.50875,13041,2.867
25,Kingdra,7.02736,18951,4.166
26,Whimsicott,6.32674,22674,4.985
27,Volcarona,6.30604,27586,6.065
28,Kartana,6.23778,23668,5.203
29,Genesect,6.17478,8541,1.878
30,Arcanine,6.07325,43777,9.624
31,Diancie-Mega,5.89206,14117,3.103
32,Kyurem-Black,5.7412,9523,2.094
33,Excadrill,5.46332,17444,3.835
34,Swampert-Mega,5.06142,21026,4.622
35,Garchomp,4.95349,40082,8.812
36,Marowak-Alola,4.7507,28938,6.362
37,Mimikyu,4.73554,31514,6.928
38,Suicune,4.73304,7003,1.54
39,Gardevoir-Mega,4.71074,13723,3.017
40,Diancie,4.64394,6359,1.398
41,Gengar-Mega,4.51985,10461,2.3
42,Tyranitar-Mega,4.51223,12709,2.794
43,Torkoal,4.30867,13359,2.937
44,Mawile-Mega,4.27595,10890,2.394
45,Milotic,4.25428,19484,4.283
46,Oranguru,4.15201,29841,6.56
47,Porygon2,4.12637,18615,4.092
48,Bronzong,3.96169,12065,2.652
49,Weavile,3.93853,18168,3.994
50,Politoed,3.49749,15329,3.37
51,Mew,3.38694,12225,2.688
52,Victini,3.30985,8472,1.862
53,Camerupt-Mega,3.29449,7910,1.739
54,Gastrodon,3.20535,21116,4.642
55,Venusaur-Mega,2.88768,13801,3.034
56,Scizor-Mega,2.79121,8729,1.919
57,Muk-Alola,2.63246,15041,3.307
58,Cresselia,2.62122,11887,2.613
59,Ludicolo,2.55786,11209,2.464
60,Gyarados,2.41991,11672,2.566
61,Abomasnow-Mega,2.38813,5800,1.275
62,Araquanid,2.27431,8985,1.975
63,Breloom,2.19804,7841,1.724
64,Raichu-Alola,2.18698,12659,2.783
65,Pheromosa,2.18152,7920,1.741
66,Xurkitree,2.09469,10901,2.396
67,Gyarados-Mega,2.03123,8488,1.866
68,Gigalith,2.03022,9007,1.98
69,Sceptile-Mega,1.98473,18184,3.998
70,Shaymin-Sky,1.93816,3635,0.799
71,Nihilego,1.93396,5193,1.142
72,Terrakion,1.90374,7152,1.572
73,Azumarill,1.73078,9068,1.994
74,Landorus,1.68637,3073,0.676
75,Hitmontop,1.67383,4026,0.885
76,Thundurus,1.67368,5742,1.262
77,Dragonite,1.64632,15463,3.399
78,Smeargle,1.63338,11196,2.461
79,Venusaur,1.61457,9522,2.093
80,Porygon-Z,1.60986,8231,1.81
81,Bisharp,1.59859,9093,1.999
82,Lopunny-Mega,1.58536,11388,2.504
83,Greninja,1.51641,18633,4.096
84,Hariyama,1.50768,4106,0.903
85,Rotom-Wash,1.47524,9636,2.118
86,Hippowdon,1.46272,4909,1.079
87,Sylveon,1.39836,9887,2.174
88,Togekiss,1.30159,14767,3.246
89,Greninja-Ash,1.2996,16407,3.607
90,Cradily,1.26214,8927,1.963
91,Latios,1.23742,4409,0.969
92,Thundurus-Therian,1.23509,7872,1.731
93,Aerodactyl,1.23303,4262,0.937
94,Blastoise-Mega,1.17576,7773,1.709
95,Dusclops,1.15408,7402,1.627
96,Typhlosion,1.14465,7390,1.625
97,Darmanitan,1.11943,3741,0.822
98,Tornadus,1.06196,2452,0.539
99,Manectric-Mega,1.02142,6225,1.369
100,Manaphy,1.01456,4112,0.904
