Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Incineroar,32.46822,64677,16.504
2,Landorus-Therian,28.8208,55220,14.091
3,Tapu Koko,22.44407,47196,12.043
4,Tapu Lele,20.26703,30683,7.83
5,Tapu Fini,19.74264,32081,8.186
6,Metagross-Mega,16.02249,23499,5.996
7,Amoonguss,13.38837,27434,7.0
8,Kartana,12.83603,25964,6.625
9,Charizard-Mega-Y,11.93001,36557,9.328
10,Zapdos,11.39525,28442,7.258
11,Diancie,11.06158,9996,2.551
12,Zygarde,11.05116,14068,3.59
13,Tapu Bulu,10.70071,20370,5.198
14,Kommo-o,10.30704,23428,5.978
15,Ferrothorn,8.29224,26599,6.787
16,Mew,8.18617,16539,4.22
17,Tyranitar,7.73214,18688,4.769
18,Stakataka,7.65037,15392,3.928
19,Salamence-Mega,7.58518,19977,5.098
20,Pelipper,7.41855,25564,6.523
21,Volcanion,7.33888,11882,3.032
22,Celesteela,7.31323,22068,5.631
23,Aegislash,7.12276,22869,5.836
24,Gastrodon,6.99641,25594,6.531
25,Heatran,6.31068,17542,4.476
26,Cresselia,6.30321,18962,4.839
27,Swampert-Mega,6.2428,19944,5.089
28,Porygon2,6.15955,17133,4.372
29,Whimsicott,6.1549,22430,5.724
30,Kyurem-Black,5.9306,10764,2.747
31,Genesect,5.85775,10697,2.73
32,Milotic,5.46056,23926,6.105
33,Volcarona,5.25919,21095,5.383
34,Mimikyu,5.14327,19583,4.997
35,Excadrill,5.07788,11876,3.03
36,Diancie-Mega,5.05076,12638,3.225
37,Manectric-Mega,5.00318,11232,2.866
38,Camerupt-Mega,4.82539,12455,3.178
39,Zeraora,4.7414,17920,4.573
40,Kingdra,4.53059,13802,3.522
41,Gothitelle,4.43248,8898,2.271
42,Hoopa-Unbound,4.40839,7636,1.949
43,Venusaur-Mega,4.39807,13000,3.317
44,Politoed,4.37924,13606,3.472
45,Scrafty,4.33016,9877,2.52
46,Ninetales-Alola,4.29412,20259,5.17
47,Togedemaru,4.08707,7529,1.921
48,Gardevoir-Mega,4.06419,17104,4.365
49,Victini,4.00927,10418,2.658
50,Suicune,3.88612,6449,1.646
51,Garchomp,3.87799,22363,5.706
52,Tyranitar-Mega,3.46077,11071,2.825
53,Torkoal,3.21414,9257,2.362
54,Terrakion,3.20841,8424,2.15
55,Bronzong,2.90157,7407,1.89
56,Mawile-Mega,2.90047,10042,2.562
57,Deoxys-Attack,2.81727,8735,2.229
58,Ludicolo,2.51219,9847,2.513
59,Scizor-Mega,2.36138,7512,1.917
60,Persian-Alola,2.33538,4525,1.155
61,Gyarados,2.33262,7779,1.985
62,Serperior,2.33238,14921,3.807
63,Weavile,2.24163,9068,2.314
64,Blaziken,2.0562,4862,1.241
65,Smeargle,1.95986,10523,2.685
66,Araquanid,1.88198,6331,1.616
67,Venusaur,1.87,9443,2.41
68,Abomasnow-Mega,1.84954,5438,1.388
69,Gengar,1.83664,12718,3.245
70,Oranguru,1.832,12827,3.273
71,Marowak-Alola,1.78938,9009,2.299
72,Naganadel,1.78042,5345,1.364
73,Aerodactyl-Mega,1.70294,6715,1.713
74,Lurantis,1.6641,4036,1.03
75,Lucario,1.64405,5470,1.396
76,Gigalith,1.52477,4789,1.222
77,Primarina,1.45595,5442,1.389
78,Cradily,1.4539,7184,1.833
79,Thundurus,1.43486,5646,1.441
80,Bisharp,1.42529,5475,1.397
81,Rotom-Wash,1.39659,8736,2.229
82,Slowbro-Mega,1.37936,3059,0.781
83,Bruxish,1.37302,4005,1.022
84,Greninja,1.3668,12559,3.205
85,Blastoise-Mega,1.3033,4135,1.055
86,Thundurus-Therian,1.29333,6807,1.737
87,Raichu,1.28834,6778,1.73
88,Togekiss,1.25106,15061,3.843
89,Sceptile-Mega,1.193,13967,3.564
90,Arcanine,1.14779,14742,3.762
91,Gallade-Mega,1.13079,4390,1.12
92,Shuckle,1.11276,10779,2.751
93,Landorus,1.11131,2323,0.593
94,Nihilego,1.10033,3968,1.013
95,Machamp,1.09944,4614,1.177
96,Xurkitree,1.08065,6950,1.773
97,Hippowdon,1.07342,4203,1.073
98,Shaymin-Sky,1.04953,3439,0.878
99,Drifblim,1.04917,1771,0.452
100,Aromatisse,1.04684,2238,0.571
101,Tornadus,1.0442,2177,0.556
102,Lucario-Mega,1.03644,5705,1.456
103,Darkrai,1.01009,4004,1.022
