Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Landorus-Therian,29.84111,45402,11.95
2,Marshadow,22.83181,28906,7.608
3,Tapu Fini,21.98888,32420,8.533
4,Tapu Koko,21.04988,46394,12.211
5,Tapu Lele,21.01666,30820,8.112
6,Zapdos,15.54188,23721,6.243
7,Heatran,12.57264,20084,5.286
8,Celesteela,12.31392,33288,8.761
9,Salamence-Mega,11.36193,13903,3.659
10,Ferrothorn,10.77321,21955,5.779
11,Tapu Bulu,10.40091,17427,4.587
12,Charizard-Mega-Y,10.20456,30640,8.065
13,Amoonguss,10.03524,18065,4.755
14,Pelipper,9.72648,28701,7.554
15,Kyurem-Black,8.93984,11578,3.047
16,Tyranitar,8.37169,19159,5.043
17,Aegislash,8.2028,19088,5.024
18,Hoopa-Unbound,7.81252,9346,2.46
19,Snorlax,7.75973,25294,6.657
20,Volcanion,7.74376,12569,3.308
21,Ninetales-Alola,7.43665,23547,6.198
22,Zygarde,7.40738,7543,1.985
23,Deoxys-Attack,7.35344,9690,2.55
24,Metagross-Mega,7.00365,11157,2.937
25,Swampert-Mega,6.99609,18935,4.984
26,Arcanine,6.74498,34547,9.093
27,Kingdra,6.6088,16196,4.263
28,Whimsicott,6.51154,21373,5.625
29,Kartana,6.05636,17412,4.583
30,Scrafty,5.86277,9879,2.6
31,Torkoal,5.40768,12995,3.42
32,Tyranitar-Mega,5.29644,11424,3.007
33,Diancie,5.2911,5311,1.398
34,Mawile-Mega,5.24482,8791,2.314
35,Garchomp,5.0535,31683,8.339
36,Mimikyu,4.96248,24154,6.357
37,Volcarona,4.95388,23179,6.101
38,Scizor-Mega,4.83604,8537,2.247
39,Genesect,4.81312,7099,1.868
40,Politoed,4.76174,15068,3.966
41,Gengar-Mega,4.44842,9084,2.391
42,Porygon2,4.41951,15683,4.128
43,Oranguru,4.35327,25952,6.831
44,Excadrill,4.17562,15465,4.07
45,Bronzong,4.1202,10245,2.697
46,Marowak-Alola,3.84638,21993,5.789
47,Camerupt-Mega,3.77625,6910,1.819
48,Diancie-Mega,3.65495,11510,3.029
49,Gastrodon,3.65385,17561,4.622
50,Gardevoir-Mega,3.62457,10989,2.892
51,Milotic,3.61313,16429,4.324
52,Mew,3.41616,10963,2.885
53,Weavile,3.39106,15498,4.079
54,Ludicolo,3.34466,9271,2.44
55,Victini,3.26649,6155,1.62
56,Cresselia,3.09527,9364,2.465
57,Pheromosa,2.99917,7806,2.055
58,Suicune,2.99064,6411,1.687
59,Raichu-Alola,2.34187,8246,2.17
60,Gyarados,2.31745,10039,2.642
61,Abomasnow-Mega,2.25611,5487,1.444
62,Venusaur-Mega,2.19534,11440,3.011
63,Thundurus-Therian,2.11688,6778,1.784
64,Xurkitree,2.03629,10090,2.656
65,Sceptile-Mega,1.97397,13672,3.599
66,Terrakion,1.9137,5885,1.549
67,Venusaur,1.83605,7066,1.86
68,Dragonite,1.78755,13059,3.437
69,Thundurus,1.78342,4403,1.159
70,Rotom-Wash,1.76453,7120,1.874
71,Shaymin-Sky,1.74834,3166,0.833
72,Togekiss,1.73663,12754,3.357
73,Muk-Alola,1.69771,10424,2.744
74,Hitmontop,1.65548,4297,1.131
75,Azumarill,1.57683,7471,1.966
76,Hariyama,1.5734,3992,1.051
77,Landorus,1.5613,2670,0.703
78,Gyarados-Mega,1.54971,6463,1.701
79,Chandelure,1.5327,6414,1.688
80,Sylveon,1.51603,7902,2.08
81,Lopunny-Mega,1.48138,9241,2.432
82,Bisharp,1.46013,7589,1.997
83,Darkrai,1.39688,3036,0.799
84,Gigalith,1.3929,6365,1.675
85,Cherrim,1.38301,1867,0.491
86,Blastoise-Mega,1.34528,5480,1.442
87,Nihilego,1.32755,5174,1.362
88,Manectric-Mega,1.30873,5655,1.488
89,Araquanid,1.29917,7133,1.877
90,Smeargle,1.24762,10711,2.819
91,Klefki,1.20808,4837,1.273
92,Typhlosion,1.19571,6257,1.647
93,Greninja-Ash,1.17255,13511,3.556
94,Metagross,1.06834,6785,1.786
95,Infernape,1.04005,7184,1.891
96,Cradily,1.03347,7448,1.96
97,Lapras,1.00121,4220,1.111
