Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Landorus-Therian,25.52591,30928,6.602
2,Salamence-Mega,20.05959,26617,5.682
3,Tapu Lele,19.97676,38399,8.197
4,Tapu Koko,19.20405,54325,11.596
5,Heatran,17.42419,18372,3.922
6,Charizard-Mega-Y,14.63921,30795,6.573
7,Tapu Bulu,11.68713,28633,6.112
8,Celesteela,10.76826,36186,7.724
9,Jirachi,10.64653,13756,2.936
10,Kangaskhan-Mega,10.12702,20935,4.469
11,Metagross-Mega,9.41619,24865,5.308
12,Tyranitar,9.39286,18796,4.012
13,Marowak-Alola,8.99608,44678,9.537
14,Aegislash,8.97463,20599,4.397
15,Zapdos,8.54232,11284,2.409
16,Hoopa-Unbound,7.94161,8175,1.745
17,Porygon2,7.76535,23743,5.068
18,Milotic,7.26114,15384,3.284
19,Tapu Fini,7.24887,21409,4.57
20,Pelipper,7.19598,35594,7.598
21,Kingdra,6.81635,17857,3.812
22,Oranguru,6.78617,47574,10.155
23,Ninetales-Alola,6.53884,32455,6.928
24,Garchomp,6.49839,37957,8.102
25,Zygarde,6.36192,6344,1.354
26,Excadrill,6.11879,10557,2.253
27,Arcanine,5.56034,33347,7.118
28,Muk-Alola,5.36358,32582,6.955
29,Volcanion,5.30845,8967,1.914
30,Amoonguss,5.18295,10418,2.224
31,Shaymin-Sky,5.11169,5647,1.205
32,Politoed,5.02388,17678,3.774
33,Gastrodon,4.95623,23265,4.966
34,Deoxys-Attack,4.86708,5763,1.23
35,Araquanid,4.82234,26530,5.663
36,Gengar-Mega,4.68396,14140,3.018
37,Kartana,4.37541,23902,5.102
38,Whimsicott,4.35423,17364,3.707
39,Rotom-Wash,4.29904,8750,1.868
40,Thundurus,4.23348,6815,1.455
41,Torkoal,4.10552,18247,3.895
42,Volcarona,4.07912,27587,5.889
43,Venusaur,3.95128,9250,1.974
44,Cresselia,3.89302,7967,1.701
45,Mimikyu,3.78544,34766,7.421
46,Weavile,3.73442,16142,3.446
47,Sylveon,3.62822,13227,2.823
48,Ferrothorn,3.61794,11660,2.489
49,Genesect,3.5985,5901,1.26
50,Raichu-Alola,3.50827,20658,4.41
51,Scrafty,3.44987,6381,1.362
52,Azumarill,3.34083,12536,2.676
53,Terrakion,3.33333,6080,1.298
54,Pheromosa,3.22088,14928,3.187
55,Landorus,3.17037,3880,0.828
56,Togekiss,3.16581,15798,3.372
57,Hydreigon,2.96216,9042,1.93
58,Greninja-Ash,2.86391,25626,5.47
59,Suicune,2.77284,4469,0.954
60,Nihilego,2.73444,10119,2.16
61,Gyarados,2.71417,12248,2.614
62,Xurkitree,2.70074,19609,4.186
63,Hitmontop,2.67444,6010,1.283
64,Mamoswine,2.52129,9064,1.935
65,Ludicolo,2.50639,8860,1.891
66,Diancie,2.49899,4523,0.965
67,Kyurem-Black,2.4425,3241,0.692
68,Gigalith,2.31616,12903,2.754
69,Snorlax,2.30365,18459,3.94
70,Drampa,2.273,13286,2.836
71,Greninja,2.21275,15819,3.377
72,Aerodactyl-Mega,2.13298,9691,2.069
73,Gyarados-Mega,1.99712,12042,2.57
74,Mew,1.97349,8073,1.723
75,Venusaur-Mega,1.94454,11905,2.541
76,Lilligant,1.93652,13732,2.931
77,Golisopod,1.91321,14260,3.044
78,Vikavolt,1.91115,13833,2.953
79,Cradily,1.90513,6914,1.476
80,Scizor-Mega,1.88598,11903,2.541
81,Hippowdon,1.86906,4364,0.932
82,Conkeldurr,1.85242,7244,1.546
83,Dragonite,1.83873,12703,2.712
84,Hariyama,1.81617,5522,1.179
85,Magnezone,1.80835,10217,2.181
86,Necrozma,1.8017,3727,0.796
87,Comfey,1.78657,26934,5.749
88,Wishiwashi,1.73735,9963,2.127
89,Talonflame,1.67678,8966,1.914
90,Sandslash-Alola,1.64824,12183,2.601
91,Raichu,1.63324,9847,2.102
92,Meloetta,1.59686,2095,0.447
93,Victini,1.58942,4874,1.04
94,Chandelure,1.53629,8910,1.902
95,Metagross,1.49134,7134,1.523
96,Krookodile,1.48202,9940,2.122
97,Blastoise-Mega,1.46903,5999,1.281
98,Alakazam-Mega,1.44131,11416,2.437
99,Bronzong,1.3935,5841,1.247
100,Smeargle,1.36872,12080,2.579
101,Buzzwole,1.3576,6461,1.379
102,Machamp,1.34292,6534,1.395
103,Thundurus-Therian,1.30736,6832,1.458
104,Breloom,1.29206,5409,1.155
105,Clefable,1.29195,13958,2.979
106,Gothitelle,1.29182,4112,0.878
107,Porygon-Z,1.28988,11293,2.411
108,Oricorio-Pom-Pom,1.28502,16936,3.615
109,Toxapex,1.28435,23419,4.999
110,Lucario-Mega,1.24037,12277,2.621
111,Serperior,1.21975,11820,2.523
112,Staraptor,1.21545,6951,1.484
113,Keldeo,1.14128,2539,0.542
114,Blaziken,1.12654,8783,1.875
115,Rhyperior,1.1124,6061,1.294
116,Mudsdale,1.10257,13426,2.866
117,Ribombee,1.06657,17255,3.683
118,Sableye-Mega,1.0444,8040,1.716
119,Bisharp,1.02756,6531,1.394
120,Slowbro-Mega,1.00483,6932,1.48
121,Primarina,1.00234,12623,2.694
