Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Landorus-Therian,28.27586,34957,8.38
2,Heatran,24.139,22419,5.374
3,Tapu Lele,23.3838,34541,8.28
4,Tapu Koko,17.5362,45243,10.845
5,Charizard-Mega-Y,17.39162,36988,8.866
6,Kangaskhan-Mega,15.32701,17479,4.19
7,Salamence-Mega,14.11035,20587,4.935
8,Hoopa-Unbound,13.20828,12060,2.891
9,Zapdos,12.22622,14331,3.435
10,Tapu Bulu,11.62768,23044,5.524
11,Tapu Fini,10.89639,24534,5.881
12,Jirachi,10.8768,15398,3.691
13,Tyranitar,10.1501,20209,4.844
14,Zygarde,9.92401,8576,2.056
15,Celesteela,9.49098,29257,7.013
16,Metagross-Mega,9.15766,22516,5.397
17,Aegislash,8.6433,16741,4.013
18,Marowak-Alola,7.76195,38741,9.287
19,Deoxys-Attack,6.85592,6338,1.519
20,Pelipper,6.81057,31048,7.443
21,Kingdra,6.55642,14353,3.441
22,Milotic,6.36051,13570,3.253
23,Porygon2,6.05316,19087,4.575
24,Excadrill,5.84659,12894,3.091
25,Garchomp,5.81875,36330,8.709
26,Bronzong,5.58147,8580,2.057
27,Kartana,5.57382,22378,5.364
28,Araquanid,5.36853,16910,4.054
29,Amoonguss,5.36158,7853,1.882
30,Arcanine,5.17833,32982,7.906
31,Oranguru,5.13625,38170,9.15
32,Gengar-Mega,5.04867,11044,2.647
33,Volcarona,5.03102,29267,7.016
34,Whimsicott,4.91764,15919,3.816
35,Ninetales-Alola,4.75321,21121,5.063
36,Weavile,4.64812,16037,3.844
37,Muk-Alola,4.54806,27960,6.702
38,Azumarill,4.39215,8982,2.153
39,Diancie,4.38455,4257,1.02
40,Politoed,4.37875,14810,3.55
41,Volcanion,4.13328,5999,1.438
42,Gastrodon,3.92527,19653,4.711
43,Mimikyu,3.82264,30826,7.389
44,Cresselia,3.74619,6697,1.605
45,Greninja-Ash,3.711,23070,5.53
46,Gyarados-Mega,3.70289,12465,2.988
47,Ferrothorn,3.60153,14634,3.508
48,Shaymin-Sky,3.57774,4610,1.105
49,Rotom-Wash,3.47161,10109,2.423
50,Hydreigon,3.37693,6882,1.65
51,Torkoal,3.34336,13687,3.281
52,Snorlax,3.31144,14298,3.427
53,Pheromosa,3.24055,14836,3.556
54,Scrafty,3.17334,5757,1.38
55,Sylveon,3.08021,12438,2.982
56,Kyurem-Black,2.90632,4014,0.962
57,Thundurus,2.87123,6361,1.525
58,Venusaur,2.83211,9988,2.394
59,Genesect,2.8032,4305,1.032
60,Thundurus-Therian,2.79277,7391,1.772
61,Suicune,2.73712,4780,1.146
62,Cradily,2.63375,8829,2.116
63,Venusaur-Mega,2.50563,13759,3.298
64,Gigalith,2.49937,10893,2.611
65,Terrakion,2.44271,8134,1.95
66,Ludicolo,2.28914,8109,1.944
67,Victini,2.2675,6000,1.438
68,Xurkitree,2.15994,14283,3.424
69,Gyarados,2.13426,10456,2.506
70,Raichu-Alola,2.09872,15019,3.6
71,Breloom,2.07336,6645,1.593
72,Aerodactyl-Mega,2.06432,8374,2.007
73,Hippowdon,2.02802,3572,0.856
74,Lilligant,2.02795,10153,2.434
75,Scizor-Mega,1.94183,11582,2.776
76,Landorus,1.90591,2603,0.624
77,Nihilego,1.86478,8406,2.015
78,Vikavolt,1.7709,10108,2.423
79,Drampa,1.66401,8737,2.094
80,Greninja,1.62179,16601,3.979
81,Dragonite,1.61156,11322,2.714
82,Serperior,1.59139,12212,2.927
83,Oricorio-Pom-Pom,1.55826,16573,3.973
84,Machamp,1.54375,5735,1.375
85,Golisopod,1.54097,7994,1.916
86,Togekiss,1.52655,14348,3.439
87,Magnezone,1.4477,9604,2.302
88,Hitmontop,1.43279,4443,1.065
89,Toxapex,1.42949,17566,4.211
90,Mamoswine,1.41429,8403,2.014
91,Porygon-Z,1.40958,10405,2.494
92,Mew,1.39104,6288,1.507
93,Staraptor,1.35686,6406,1.536
94,Hariyama,1.34518,4991,1.196
95,Mudsdale,1.28074,8349,2.001
96,Golem-Alola,1.2688,8867,2.126
97,Slowbro-Mega,1.2667,7433,1.782
98,Infernape,1.23468,6777,1.625
99,Comfey,1.21292,15980,3.831
100,Raichu,1.19226,9354,2.242
101,Sandslash-Alola,1.17019,6593,1.58
102,Lucario-Mega,1.15713,8576,2.056
103,Blastoise-Mega,1.14595,5387,1.291
104,Bisharp,1.12948,5199,1.246
105,Latios,1.10428,6190,1.484
106,Clefable,1.07945,13207,3.166
107,Chandelure,1.06971,6052,1.451
108,Lapras,1.06963,6004,1.439
109,Salamence,1.04504,8966,2.149
110,Keldeo,1.03529,2049,0.491
111,Meloetta,1.02796,2438,0.584
112,Krookodile,1.0105,7302,1.75
113,Typhlosion,1.00441,7725,1.852
