Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Landorus-Therian,29.12294,42226,12.418
2,Tapu Koko,21.8596,33623,9.888
3,Tapu Fini,19.09005,25783,7.582
4,Tapu Lele,18.38191,24888,7.319
5,Tapu Bulu,18.24355,19128,5.625
6,Zapdos,15.16,24730,7.273
7,Metagross-Mega,14.77145,16152,4.75
8,Incineroar,14.17308,16983,4.994
9,Scrafty,11.87833,13669,4.02
10,Hoopa-Unbound,11.74043,10343,3.042
11,Zygarde,11.29841,10654,3.133
12,Charizard-Mega-Y,10.65356,30459,8.957
13,Volcanion,10.61247,12235,3.598
14,Kyurem-Black,10.24069,10419,3.064
15,Amoonguss,9.94667,18804,5.53
16,Aegislash,9.77174,20538,6.04
17,Tyranitar,9.5134,17603,5.177
18,Ferrothorn,7.88176,21209,6.237
19,Stakataka,7.8365,12075,3.551
20,Heatran,7.55331,14976,4.404
21,Salamence-Mega,7.50261,11006,3.237
22,Camerupt-Mega,7.43387,10566,3.107
23,Pelipper,7.18431,22777,6.698
24,Celesteela,5.92567,17715,5.21
25,Cresselia,5.87282,13809,4.061
26,Genesect,5.81157,7422,2.183
27,Swampert-Mega,5.61699,18310,5.385
28,Bronzong,5.43738,9611,2.826
29,Weavile,5.3852,12402,3.647
30,Suicune,5.17214,5225,1.537
31,Gothitelle,5.00302,6054,1.78
32,Togedemaru,4.87834,4629,1.361
33,Mew,4.87619,14476,4.257
34,Porygon2,4.64864,13310,3.914
35,Ninetales-Alola,4.53881,15745,4.63
36,Gengar-Mega,4.53122,9550,2.808
37,Excadrill,4.51258,12882,3.788
38,Torkoal,4.35632,9535,2.804
39,Scizor-Mega,4.2796,7489,2.202
40,Kingdra,4.02644,12004,3.53
41,Tyranitar-Mega,3.95366,9495,2.792
42,Mawile-Mega,3.86068,8875,2.61
43,Deoxys-Attack,3.83401,6421,1.888
44,Oranguru,3.80719,16130,4.743
45,Whimsicott,3.77282,21051,6.191
46,Kommo-o,3.71931,9378,2.758
47,Diancie,3.5938,4603,1.354
48,Victini,3.58522,8673,2.551
49,Kartana,3.5813,13695,4.027
50,Milotic,3.36398,12941,3.806
51,Ludicolo,3.21611,8076,2.375
52,Mimikyu,3.21229,15987,4.701
53,Manectric-Mega,3.21059,8926,2.625
54,Marowak-Alola,3.19002,13542,3.982
55,Arcanine,3.16911,21928,6.449
56,Gastrodon,3.12789,13307,3.913
57,Volcarona,3.11979,17406,5.119
58,Venusaur-Mega,3.01686,9742,2.865
59,Meloetta,2.80192,2646,0.778
60,Politoed,2.68799,12392,3.644
61,Garchomp,2.66292,22335,6.568
62,Togekiss,2.60585,14760,4.341
63,Infernape,2.53223,5456,1.604
64,Pheromosa,2.49994,4410,1.297
65,Diancie-Mega,2.48579,7479,2.199
66,Landorus,2.42172,2537,0.746
67,Abomasnow-Mega,2.33865,4111,1.209
68,Machamp,2.33436,3674,1.08
69,Smeargle,2.23277,9403,2.765
70,Naganadel,2.22316,7810,2.297
71,Shaymin-Sky,2.13488,3573,1.051
72,Gardevoir-Mega,2.11394,9150,2.691
73,Azumarill,2.04696,6638,1.952
74,Venusaur,2.04563,6708,1.973
75,Thundurus-Therian,2.04488,8488,2.496
76,Xurkitree,1.93336,6827,2.008
77,Bisharp,1.83821,7431,2.185
78,Sylveon,1.78498,7735,2.275
79,Hydreigon,1.77435,5602,1.647
80,Staraptor,1.76183,7576,2.228
81,Rotom-Wash,1.72748,7638,2.246
82,Necrozma,1.72401,1722,0.506
83,Gigalith,1.66966,5144,1.513
84,Greninja,1.66314,12166,3.578
85,Comfey,1.53401,6275,1.845
86,Muk-Alola,1.52665,7902,2.324
87,Blacephalon,1.49598,5883,1.73
88,Hitmontop,1.48713,3853,1.133
89,Terrakion,1.4825,5695,1.675
90,Gyarados,1.46246,8552,2.515
91,Araquanid,1.4452,4666,1.372
92,Sceptile-Mega,1.36634,11128,3.272
93,Aerodactyl,1.35245,3237,0.952
94,Dusclops,1.29472,4753,1.398
95,Gengar,1.27304,6132,1.803
96,Chandelure,1.24072,4785,1.407
97,Hippowdon,1.23148,3519,1.035
98,Cradily,1.22023,6145,1.807
99,Blastoise-Mega,1.21531,4382,1.289
100,Gyarados-Mega,1.20483,5277,1.552
101,Shuckle,1.18679,9305,2.736
102,Primarina,1.17561,8626,2.537
103,Reuniclus,1.17254,4356,1.281
104,Dragonite,1.17056,8999,2.646
105,Blaziken-Mega,1.16241,4911,1.444
106,Conkeldurr,1.11017,4850,1.426
107,Hariyama,1.05625,2645,0.778
108,Typhlosion,1.05309,5815,1.71
109,Blaziken,1.02212,5204,1.53
